episode,loss
1,0.00528462
2,0.00530046
3,0.00329663
4,0.00429615
5,0.0052924
6,0.00328116
7,0.00229091
8,0.00428767
9,0.00427996
10,0.00830258
11,0.00526425
12,0.00228965
13,0.00427193
14,0.00629609
15,0.00429841
16,0.00529916
17,0.00428354
18,0.00628473
19,0.00527598
20,0.00425076
21,0.00328187
22,0.00528755
23,0.00526212
24,0.00528185
25,0.00328758
26,0.00626261
27,0.00324005
28,0.00325725
29,0.00226874
30,0.00426359
31,0.00427938
32,0.00330839
33,0.00229091
34,0.00327041
35,0.00429853
36,0.0022739
37,0.00528363
38,0.00331183
39,0.00527596
40,0.00425428
41,0.00630899
42,0.00624394
43,0.00330176
44,0.00525553
45,0.00526485
46,0.00430449
47,0.0032771
48,0.00428546
49,0.00826985
50,0.00429796
51,0.00524454
52,0.00429291
53,0.00231371
54,0.00327042
55,0.00432377
56,0.00330869
57,0.00331077
58,0.00328509
59,0.00328581
60,0.00528927
61,0.00428648
62,0.00527674
63,0.00331042
64,0.00425692
65,0.00328855
66,0.00329011
67,0.00330079
68,0.00628813
69,0.00528932
70,0.00329839
71,0.00630234
72,0.00330307
73,0.00429326
74,0.00331584
75,0.00531438
76,0.00431272
77,0.00233672
78,0.00530612
79,0.00230913
80,0.00531056
81,0.00230189
82,0.00330646
83,0.00330536
84,0.00530131
85,0.00327892
86,0.00626129
87,0.00529477
88,0.00431478
89,0.00331029
90,0.00233314
91,0.00827434
92,0.00331855
93,0.00230749
94,0.00331625
95,0.00333146
96,0.00429839
97,0.00334351
98,0.00332365
99,0.00431849
100,0.0063069
101,0.00432144
102,0.00333339
103,0.00434011
104,0.00530938
105,0.00333406
106,0.00233843
107,0.00234634
108,0.00334211
109,0.00334795
110,0.00330115
111,0.00337392
112,0.00231975
113,0.00531988
114,0.00432685
115,0.00333179
116,0.00334194
117,0.00429998
118,0.00330305
119,0.00434397
120,0.00331927
121,0.00333083
122,0.00435026
123,0.00234983
124,0.00333534
125,0.00235126
126,0.002327
127,0.00433257
128,0.00432625
129,0.00433904
130,0.00435647
131,0.00333207
132,0.00635267
133,0.0043309
134,0.00533616
135,0.00631871
136,0.00334632
137,0.0033598
138,0.00333735
139,0.00533419
140,0.00235058
141,0.00434844
142,0.0053106
143,0.00534302
144,0.00533631
145,0.00633515
146,0.00434411
147,0.0043549
148,0.00433604
149,0.00335035
150,0.00334862
151,0.00432036
152,0.00236154
153,0.00533175
154,0.00435202
155,0.00436854
156,0.00234383
157,0.00733026
158,0.00237575
159,0.0033509
160,0.00335497
161,0.00235166
162,0.00334472
163,0.00335769
164,0.00433529
165,0.00331581
166,0.00634498
167,0.00335335
168,0.00336164
169,0.00434053
170,0.00434984
171,0.00337783
172,0.00434186
173,0.00535898
174,0.00236308
175,0.00432626
176,0.00335599
177,0.00835539
178,0.00434744
179,0.0023625
