pose
"[-1.625, 0.375]"
"[-1.375, 0.375]"
"[-1.125, 0.375]"
"[-0.875, 0.375]"
"[-0.625, 0.375]"
"[-0.375, 0.375]"
"[-0.125, 0.375]"
"[0.125, 0.375]"
"[0.375, 0.375]"
"[0.625, 0.375]"
"[0.875, 0.375]"
"[1.125, 0.375]"
"[1.375, 0.375]"
"[1.625, 0.375]"
"[1.875, 0.375]"
"[2.125, 0.375]"
"[2.375, 0.375]"
"[2.625, 0.375]"
"[2.875, 0.375]"
"[-1.875, 0.625]"
"[-1.625, 0.625]"
"[-1.375, 0.625]"
"[-1.125, 0.625]"
"[-0.875, 0.625]"
"[-0.625, 0.625]"
"[-0.375, 0.625]"
"[-0.125, 0.625]"
"[0.125, 0.625]"
"[0.375, 0.625]"
"[0.625, 0.625]"
"[0.875, 0.625]"
"[1.125, 0.625]"
"[1.375, 0.625]"
"[1.625, 0.625]"
"[1.875, 0.625]"
"[2.125, 0.625]"
"[2.375, 0.625]"
"[2.625, 0.625]"
"[2.875, 0.625]"
"[-1.875, 0.875]"
"[-1.625, 0.875]"
"[-1.375, 0.875]"
"[-1.125, 0.875]"
"[-0.875, 0.875]"
"[-0.625, 0.875]"
"[-0.375, 0.875]"
"[-0.125, 0.875]"
"[0.125, 0.875]"
"[0.375, 0.875]"
"[0.625, 0.875]"
"[0.875, 0.875]"
"[1.125, 0.875]"
"[1.375, 0.875]"
"[1.625, 0.875]"
"[1.875, 0.875]"
"[2.125, 0.875]"
"[2.375, 0.875]"
"[2.625, 0.875]"
"[2.875, 0.875]"
"[3.125, 0.875]"
"[3.375, 0.875]"
"[3.625, 0.875]"
"[3.875, 0.875]"
"[4.125, 0.875]"
"[0.875, 1.125]"
"[1.125, 1.125]"
"[1.375, 1.125]"
"[1.625, 1.125]"
"[1.875, 1.125]"
"[2.125, 1.125]"
"[2.375, 1.125]"
"[2.625, 1.125]"
"[2.875, 1.125]"
"[3.125, 1.125]"
"[3.375, 1.125]"
"[3.625, 1.125]"
"[3.875, 1.125]"
"[4.125, 1.125]"
"[0.875, 1.375]"
"[1.125, 1.375]"
"[1.375, 1.375]"
"[1.625, 1.375]"
"[1.875, 1.375]"
"[2.125, 1.375]"
"[2.375, 1.375]"
"[2.625, 1.375]"
"[2.875, 1.375]"
"[3.125, 1.375]"
"[3.375, 1.375]"
"[3.625, 1.375]"
"[3.875, 1.375]"
"[4.125, 1.375]"
"[0.875, 1.625]"
"[1.125, 1.625]"
"[1.375, 1.625]"
"[1.625, 1.625]"
"[1.875, 1.625]"
"[2.125, 1.625]"
"[2.375, 1.625]"
"[2.625, 1.625]"
"[2.875, 1.625]"
"[3.125, 1.625]"
"[3.375, 1.625]"
"[3.625, 1.625]"
"[3.875, 1.625]"
"[4.125, 1.625]"
"[0.875, 1.875]"
"[1.125, 1.875]"
"[1.375, 1.875]"
"[1.625, 1.875]"
"[1.875, 1.875]"
"[2.125, 1.875]"
"[2.375, 1.875]"
"[2.625, 1.875]"
"[2.875, 1.875]"
"[3.125, 1.875]"
"[3.375, 1.875]"
"[3.625, 1.875]"
"[3.875, 1.875]"
"[4.125, 1.875]"
"[0.875, 2.125]"
"[1.125, 2.125]"
"[1.375, 2.125]"
"[1.625, 2.125]"
"[1.875, 2.125]"
"[2.125, 2.125]"
"[2.375, 2.125]"
"[2.625, 2.125]"
"[2.875, 2.125]"
"[3.125, 2.125]"
"[3.375, 2.125]"
"[3.625, 2.125]"
"[3.875, 2.125]"
"[4.125, 2.125]"
"[0.875, 2.375]"
"[1.125, 2.375]"
"[1.375, 2.375]"
"[1.625, 2.375]"
"[1.875, 2.375]"
"[2.125, 2.375]"
"[2.375, 2.375]"
"[2.625, 2.375]"
"[2.875, 2.375]"
"[3.125, 2.375]"
"[3.375, 2.375]"
"[3.625, 2.375]"
"[3.875, 2.375]"
"[4.125, 2.375]"
"[0.875, 2.625]"
"[1.125, 2.625]"
"[1.375, 2.625]"
"[1.625, 2.625]"
"[1.875, 2.625]"
"[2.125, 2.625]"
"[2.375, 2.625]"
"[2.625, 2.625]"
"[2.875, 2.625]"
"[3.125, 2.625]"
"[3.375, 2.625]"
"[3.625, 2.625]"
"[3.875, 2.625]"
"[4.125, 2.625]"
"[-0.375, 2.875]"
"[-0.125, 2.875]"
"[0.125, 2.875]"
"[0.375, 2.875]"
"[0.625, 2.875]"
"[0.875, 2.875]"
"[1.125, 2.875]"
"[1.375, 2.875]"
"[1.625, 2.875]"
"[1.875, 2.875]"
"[2.125, 2.875]"
"[2.375, 2.875]"
"[2.625, 2.875]"
"[2.875, 2.875]"
"[3.125, 2.875]"
"[3.375, 2.875]"
"[3.625, 2.875]"
"[3.875, 2.875]"
"[4.125, 2.875]"
"[-0.125, 3.125]"
"[0.125, 3.125]"
"[0.375, 3.125]"
"[0.625, 3.125]"
"[0.875, 3.125]"
"[1.125, 3.125]"
"[1.375, 3.125]"
"[1.625, 3.125]"
"[1.875, 3.125]"
"[2.125, 3.125]"
"[2.375, 3.125]"
"[2.625, 3.125]"
"[2.875, 3.125]"
"[3.125, 3.125]"
"[3.375, 3.125]"
"[3.625, 3.125]"
"[3.875, 3.125]"
"[4.125, 3.125]"
"[-0.125, 3.375]"
"[0.125, 3.375]"
"[0.375, 3.375]"
"[0.625, 3.375]"
"[0.875, 3.375]"
"[1.125, 3.375]"
"[1.375, 3.375]"
"[1.625, 3.375]"
"[1.875, 3.375]"
"[2.125, 3.375]"
"[2.375, 3.375]"
"[2.625, 3.375]"
"[2.875, 3.375]"
"[3.125, 3.375]"
"[3.375, 3.375]"
"[3.625, 3.375]"
"[3.875, 3.375]"
"[4.125, 3.375]"
"[-0.375, 3.625]"
"[-0.125, 3.625]"
"[0.125, 3.625]"
"[0.375, 3.625]"
"[0.625, 3.625]"
"[0.875, 3.625]"
"[1.125, 3.625]"
"[1.375, 3.625]"
"[1.625, 3.625]"
"[1.875, 3.625]"
"[2.125, 3.625]"
"[2.375, 3.625]"
"[2.625, 3.625]"
"[2.875, 3.625]"
"[3.125, 3.625]"
"[3.375, 3.625]"
"[3.625, 3.625]"
"[3.875, 3.625]"
"[4.125, 3.625]"
"[-1.875, 3.875]"
"[-1.625, 3.875]"
"[-1.375, 3.875]"
"[-1.125, 3.875]"
"[-0.875, 3.875]"
"[-0.625, 3.875]"
"[-0.375, 3.875]"
"[-0.125, 3.875]"
"[0.125, 3.875]"
"[0.375, 3.875]"
"[0.625, 3.875]"
"[0.875, 3.875]"
"[1.125, 3.875]"
"[1.375, 3.875]"
"[1.625, 3.875]"
"[1.875, 3.875]"
"[2.125, 3.875]"
"[2.375, 3.875]"
"[2.625, 3.875]"
"[2.875, 3.875]"
"[3.125, 3.875]"
"[3.375, 3.875]"
"[3.625, 3.875]"
"[3.875, 3.875]"
"[-1.875, 4.125]"
"[-1.625, 4.125]"
"[-1.375, 4.125]"
"[-1.125, 4.125]"
