pose,start,finish_time,goal_state
"[653, 0]",1515854865.33407,1515854896.205229,4
"[653, 1]",1515854908.212567,1515854944.897233,3
"[653, 2]",1515854956.907558,1515854991.249371,3
"[653, 3]",1515855003.256277,1515855044.613118,3
"[653, 4]",1515855056.625856,1515855095.631267,3
"[653, 5]",1515855107.642565,1515855140.318986,3
"[653, 6]",1515855152.327568,1515855202.674755,3
"[653, 7]",1515855214.685756,1515855244.251579,4
"[653, 8]",1515855256.262069,1515855284.828033,4
"[653, 9]",1515855296.836079,1515855324.602698,4
"[653, 10]",1515855336.612555,1515855418.299901,3
"[653, 11]",1515855430.308864,1515855475.645607,3
"[653, 12]",1515855487.656994,1515855520.6666,3
"[653, 13]",1515855532.676112,1515855572.366565,3
"[653, 14]",1515855584.376308,1515855616.713733,3
"[653, 15]",1515855628.718941,1515855660.089169,3
"[653, 16]",1515855672.099642,1515855708.446208,3
"[653, 17]",1515855720.456061,1515855749.722478,4
"[653, 18]",1515855761.732507,1515855791.665204,4
"[653, 19]",1515855803.671197,1515855830.695232,4
"[653, 20]",1515855842.703868,1515855870.730555,4
"[653, 21]",1515855882.738138,1515855923.09479,3
"[653, 22]",1515855935.102485,1515855967.440066,3
"[653, 23]",1515855979.447869,1515856012.45552,3
"[653, 24]",1515856024.465405,1515856061.482171,3
"[653, 25]",1515856073.491657,1515856105.163684,3
"[653, 26]",1515856117.172199,1515856163.510572,3
"[653, 27]",1515856175.52187,1515856205.491665,4
"[653, 28]",1515856217.502372,1515856248.203674,4
"[653, 29]",1515856260.211928,1515856287.906794,4
"[653, 30]",1515856299.917553,1515856327.24438,4
"[653, 31]",1515856339.254078,1515856379.61088,3
"[653, 32]",1515856391.619591,1515856423.956228,3
"[653, 33]",1515856435.96037,1515856466.629864,3
"[653, 34]",1515856478.639401,1515856520.335292,3
"[653, 35]",1515856532.344382,1515856563.346246,3
"[653, 36]",1515856575.352347,1515856611.694643,3
"[653, 37]",1515856623.703223,1515856654.975246,4
"[653, 38]",1515856666.983696,1515856720.004052,3
"[653, 39]",1515856732.013945,1515856762.684231,3
"[653, 40]",1515856774.69331,1515856811.379272,3
"[653, 41]",1515856823.387946,1515856854.389709,3
"[653, 42]",1515856866.400069,1515856895.766496,3
"[653, 43]",1515856907.771824,1515856939.444538,3
"[653, 44]",1515856951.453187,1515856984.791434,3
"[653, 45]",1515856996.801652,1515857018.146713,4
"[653, 46]",1515857030.153708,1515857068.50526,3
"[653, 47]",1515857080.514075,1515857124.515881,3
"[653, 48]",1515857136.526101,1515857173.875649,3
"[653, 49]",1515857185.883535,1515857222.565532,3
"[653, 50]",1515857234.575531,1515857263.244827,3
"[653, 51]",1515857275.255713,1515857306.258538,3
"[653, 52]",1515857318.268384,1515857356.956809,3
"[653, 53]",1515857368.968194,1515857390.317666,4
"[653, 54]",1515857402.325188,1515857435.331212,3
"[653, 55]",1515857447.340802,1515857483.35526,3
"[653, 56]",1515857495.365351,1515857524.033624,3
"[653, 57]",1515857536.044299,1515857564.068567,3
"[653, 58]",1515857576.078594,1515857608.44964,3
"[653, 59]",1515857620.460359,1515857650.129753,3
"[653, 60]",1515857662.141385,1515857694.479372,3
"[653, 61]",1515857706.490085,1515857733.514983,4
"[653, 62]",1515857745.525122,300.0,1
"[653, 63]",1515858057.535748,1515858092.546529,3
"[653, 64]",1515858104.556243,1515858126.537676,4
"[653, 65]",1515858138.547899,300.0,1
"[653, 66]",1515858450.558113,300.0,1
"[653, 67]",1515858762.570084,300.0,1
"[653, 68]",1515859074.579378,1515859096.528162,4
"[653, 69]",1515859108.537765,1515859146.222944,3
"[653, 70]",1515859158.23377,1515859186.258833,3
"[653, 71]",1515859198.268439,1515859226.296797,3
"[653, 72]",1515859238.310624,1515859265.672951,3
"[653, 73]",1515859277.681764,1515859310.019938,3
"[653, 74]",1515859322.027205,1515859358.041502,3
"[653, 75]",1515859370.048179,1515859399.414558,3
"[653, 76]",1515859411.422069,300.0,1
"[653, 77]",1515859723.432298,1515859755.435668,3
"[653, 78]",1515859767.446054,1515859798.782227,3
"[653, 79]",1515859810.792869,1515859845.803768,3
"[653, 80]",1515859857.815827,1515859943.509854,3
"[653, 81]",1515859955.520438,1515859992.203169,3
"[653, 82]",1515860004.213655,1515860045.222522,3
"[653, 83]",1515860057.230053,1515860084.898745,3
"[653, 84]",1515860096.910084,1515860131.919452,3
"[653, 85]",1515860143.930149,1515860223.943343,3
"[653, 86]",1515860235.954143,1515860263.316026,3
"[653, 87]",1515860275.329571,1515860302.005471,3
"[653, 88]",1515860314.014061,1515860340.689541,3
"[653, 89]",1515860352.698981,1515860383.700664,3
"[653, 90]",1515860395.711962,1515860464.730064,3
"[653, 91]",1515860476.741426,1515860544.091367,3
"[653, 92]",1515860556.102459,1515860589.108938,3
"[653, 93]",1515860601.116047,1515860642.811072,3
"[653, 94]",1515860654.82123,1515860686.826315,3
"[653, 95]",1515860698.833884,1515860741.531438,3
"[653, 96]",1515860753.539535,1515860787.548713,3
"[653, 97]",1515860799.55869,1515860840.915289,3
"[653, 98]",1515860852.922062,1515860880.285084,3
"[653, 99]",1515860892.298663,1515860943.977907,3
"[653, 100]",1515860955.986082,1515861105.657063,4
"[653, 101]",1515861117.664085,1515861149.33774,3
"[653, 102]",1515861161.346238,1515861194.691582,3
"[653, 103]",1515861206.702214,1515861231.723905,3
"[653, 104]",1515861243.73187,1515861271.400464,3
"[653, 105]",1515861283.410692,1515861331.083781,3
"[653, 106]",1515861343.09512,1515861362.102394,4
"[653, 107]",1515861374.113161,1515861410.79917,3
"[653, 108]",1515861422.810382,1515861453.481785,3
"[653, 109]",1515861465.493949,1515861495.162802,3
"[653, 110]",1515861507.172568,1515861535.841969,3
"[653, 111]",1515861547.852275,1515861576.218822,3
"[653, 112]",1515861588.226722,1515861616.255884,3
"[653, 113]",1515861628.26427,1515861708.951282,3
