pose,start,finish_time,goal_state
"[150, 151]",1514826596.059333,1514826617.395377,4
"[150, 152]",1514826629.405166,1514826650.739972,4
"[150, 153]",1514826662.747403,1514826684.081881,4
"[150, 154]",1514826696.093232,1514826717.428413,4
"[150, 155]",1514826729.435087,1514826750.77022,4
"[150, 156]",1514826762.779574,1514826784.117495,4
"[150, 157]",1514826796.125185,1514826817.460362,4
"[150, 158]",1514826829.46818,1514826850.802976,4
"[150, 159]",1514826862.811945,1514826884.146757,4
"[150, 160]",1514826896.153898,1514826917.488555,4
"[150, 161]",1514826929.497153,1514826950.83207,4
"[150, 162]",1514826962.841203,1514826983.872798,4
"[150, 163]",1514826995.88366,1514827017.220165,4
"[150, 164]",1514827029.229666,1514827050.56508,4
"[150, 165]",1514827062.571678,1514827083.602383,4
"[150, 166]",1514827095.613177,1514827116.948117,4
"[150, 167]",1514827128.958582,1514827150.293661,4
"[150, 168]",1514827162.302709,1514827183.640559,4
"[150, 169]",1514827195.646833,1514827216.982084,4
"[150, 170]",1514827228.988271,1514827250.323298,4
"[150, 171]",1514827262.331656,1514827283.670041,4
"[150, 172]",1514827295.67714,1514827317.011407,4
"[150, 173]",1514827329.019826,1514827350.355244,4
"[150, 174]",1514827362.364516,1514827383.703236,4
"[150, 175]",1514827395.711263,1514827417.046101,4
"[150, 176]",1514827429.055394,1514827450.393079,4
"[150, 177]",1514827462.400305,1514827483.43493,4
"[150, 178]",1514827495.445155,1514827516.782936,4
"[150, 179]",1514827528.795454,1514827550.133614,4
"[150, 180]",1514827562.139481,1514827583.474805,4
"[150, 181]",1514827595.483595,1514827616.821548,4
"[150, 182]",1514827628.829842,1514827650.164675,4
"[150, 183]",1514827662.172466,1514827683.510581,4
"[150, 184]",1514827695.522937,1514827716.857814,4
"[150, 185]",1514827728.867403,1514827750.202545,4
"[150, 186]",1514827762.206754,1514827783.544598,4
"[150, 187]",1514827795.55432,1514827816.584247,4
"[150, 188]",1514827828.593945,1514827849.93065,4
"[150, 189]",1514827861.938087,1514827883.276123,4
"[150, 190]",1514827895.284409,1514827916.622478,4
"[150, 191]",1514827928.63098,1514827949.965916,4
"[150, 192]",1514827961.971394,1514827983.307678,4
"[150, 193]",1514827995.317143,1514828016.651398,4
"[150, 194]",1514828028.658435,1514828049.993058,4
"[150, 195]",1514828062.004267,1514828083.342177,4
"[150, 196]",1514828095.351304,1514828116.688534,4
"[150, 197]",1514828128.70005,1514828150.037466,4
"[150, 198]",1514828162.047304,1514828183.384222,4
"[150, 199]",1514828195.390681,1514828216.728232,4
"[150, 200]",1514828228.734036,1514828244.756741,4
"[150, 201]",1514828256.765409,1514828278.103022,4
"[150, 202]",1514828290.113147,1514828311.450029,4
"[150, 203]",1514828323.457584,1514828344.795326,4
"[150, 204]",1514828356.802296,1514828378.13902,4
"[150, 205]",1514828390.148267,1514828411.484673,4
"[150, 206]",1514828423.490922,1514828444.827696,4
"[150, 207]",1514828456.835673,1514828478.173725,4
"[150, 208]",1514828490.181583,1514828511.519461,4
"[150, 209]",1514828523.529499,1514828544.866929,4
"[150, 210]",1514828556.875665,1514828578.212842,4
"[150, 211]",1514828590.21982,1514828611.556864,4
"[150, 212]",1514828623.56687,1514828644.903963,4
"[150, 213]",1514828656.911824,1514828678.249725,4
"[150, 214]",1514828690.259513,1514828711.596479,4
"[150, 215]",1514828723.606432,1514828739.628369,4
"[150, 216]",1514828751.637115,1514828772.974358,4
"[150, 217]",1514828784.985181,1514828806.322354,4
"[150, 218]",1514828818.327908,1514828839.664775,4
"[150, 219]",1514828851.674738,1514828873.011446,4
"[150, 220]",1514828885.020324,1514828906.358981,4
"[150, 221]",1514828918.37162,1514828939.708252,4
"[150, 222]",1514828951.717778,1514828973.055312,4
"[150, 223]",1514828985.061193,1514829006.398614,4
"[150, 224]",1514829018.409136,1514829039.746252,4
"[150, 225]",1514829051.755602,1514829073.091968,4
"[150, 226]",1514829085.099434,1514829106.128951,4
"[150, 227]",1514829118.1372,1514829139.475175,4
"[150, 228]",1514829151.48523,1514829172.822826,4
"[150, 229]",1514829184.829615,1514829206.16645,4
"[150, 230]",1514829218.177182,1514829239.514963,4
"[150, 231]",1514829251.522255,1514829272.859223,4
"[150, 232]",1514829284.866341,1514829306.203683,4
"[150, 233]",1514829318.214077,1514829339.551531,4
"[150, 234]",1514829351.56084,1514829372.896957,4
"[150, 235]",1514829384.905187,1514829406.241533,4
"[150, 236]",1514829418.253784,1514829439.590057,4
"[150, 237]",1514829451.598218,1514829472.933969,4
"[150, 238]",1514829484.945151,1514829506.282174,4
"[150, 239]",1514829518.289231,1514829539.626545,4
"[150, 240]",1514829551.63642,1514829572.973053,4
"[150, 241]",1514829584.979535,1514829606.314296,4
"[150, 242]",1514829618.321039,1514829639.658449,4
"[150, 243]",1514829651.666906,1514829672.695773,4
"[150, 244]",1514829684.702656,1514829706.040252,4
"[150, 245]",1514829718.046695,1514829739.383525,4
"[150, 246]",1514829751.391129,1514829772.72834,4
"[150, 247]",1514829784.736741,1514829806.073665,4
"[150, 248]",1514829818.082086,1514829839.41853,4
"[150, 249]",1514829851.427091,1514829872.764341,4
"[150, 250]",1514829884.773219,1514829906.110431,4
"[150, 251]",1514829918.119542,1514829939.455798,4
"[150, 252]",1514829951.465537,1514829972.802489,4
"[150, 253]",1514829984.809139,1514830006.145585,4
"[150, 254]",1514830018.153165,1514830039.489623,4
"[150, 255]",1514830051.499665,1514830072.836469,4
"[150, 256]",1514830084.847982,1514830106.184558,4
"[150, 257]",1514830118.193984,1514830139.531641,4
"[150, 258]",1514830151.541204,1514830172.87717,4
"[150, 259]",1514830184.885261,1514830206.221513,4
"[150, 260]",1514830218.231303,1514830239.568725,4
"[150, 261]",1514830251.57864,1514830272.915787,4
"[150, 262]",1514830284.924395,1514830306.261319,4
"[150, 263]",1514830318.270654,1514830339.608511,4
"[150, 264]",1514830351.617365,1514830372.954794,4
"[150, 265]",1514830384.963632,1514830406.300612,4
"[150, 266]",1514830418.309934,1514830439.64639,4
"[150, 267]",1514830451.655408,1514830472.993716,4
"[150, 268]",1514830485.001184,1514830506.336429,4
"[150, 269]",1514830518.345154,1514830539.682477,4
"[150, 270]",1514830551.687665,1514830573.026257,4
"[150, 271]",1514830585.033255,1514830606.369238,4
"[150, 272]",1514830618.377789,1514830639.713134,4
"[150, 273]",1514830651.722262,1514830673.060092,4
"[150, 274]",1514830685.069188,1514830706.407661,4
"[150, 275]",1514830718.415247,1514830739.749663,4
"[150, 276]",1514830751.759817,1514830773.094366,4
"[150, 277]",1514830785.101718,1514830806.439217,4
"[150, 278]",1514830818.447402,1514830839.785763,4
"[150, 279]",1514830851.793325,1514830873.131385,4
"[150, 280]",1514830885.14074,1514830906.478725,4
"[150, 281]",1514830918.48723,1514830939.824752,4
"[150, 282]",1514830951.834954,1514830973.172423,4
"[150, 283]",1514830985.178937,1514831006.514056,4
"[150, 284]",1514831018.518592,1514831039.854149,4
"[150, 285]",1514831051.862738,1514831073.201344,4
"[150, 286]",1514831085.210901,1514831106.548437,4
"[150, 287]",1514831118.558998,1514831139.896327,4
"[150, 288]",1514831151.903023,1514831173.240746,4
"[150, 289]",1514831185.252818,1514831206.591391,4
"[150, 290]",1514831218.595735,1514831239.932662,4
"[150, 291]",1514831251.94301,1514831273.280873,4
"[150, 292]",1514831285.289185,1514831306.626438,4
"[150, 293]",1514831318.6358,1514831339.973521,4
"[150, 294]",1514831351.984099,1514831373.32048,4
"[150, 295]",1514831385.331479,1514831406.666232,4
"[150, 296]",1514831418.673143,1514831440.007838,4
"[150, 297]",1514831452.018876,1514831473.353464,4
"[150, 298]",1514831485.364178,1514831506.702198,4
"[150, 299]",1514831518.710925,1514831539.741174,4
"[150, 300]",1514831551.751387,1514831573.08879,4
"[150, 301]",1514831585.094258,1514831606.4317,4
"[150, 302]",1514831618.443107,1514831639.78122,4
"[150, 303]",1514831651.789852,1514831673.12638,4
"[150, 304]",1514831685.134889,1514831706.472503,4
"[150, 305]",1514831718.479718,1514831739.817138,4
"[150, 306]",1514831751.822671,1514831773.161201,4
"[150, 307]",1514831785.169347,1514831806.507037,4
"[150, 308]",1514831818.514412,1514831839.852205,4
"[150, 309]",1514831851.858945,1514831873.194031,4
"[150, 310]",1514831885.204258,1514831906.539166,4
"[150, 311]",1514831918.548777,1514831939.88643,4
"[150, 312]",1514831951.895093,1514831973.232398,4
"[150, 313]",1514831985.241858,1514832006.57907,4
"[150, 314]",1514832018.588798,1514832039.926058,4
"[150, 315]",1514832051.936551,1514832073.272839,4
"[150, 316]",1514832085.282067,1514832106.619811,4
"[150, 317]",1514832118.627591,1514832139.964625,4
"[150, 318]",1514832151.975588,1514832173.313273,4
"[150, 319]",1514832185.319242,1514832206.656958,4
"[150, 320]",1514832218.666492,1514832240.003648,4
"[150, 321]",1514832252.009335,1514832273.345877,4
"[150, 322]",1514832285.351722,1514832306.688411,4
"[150, 323]",1514832318.695535,1514832340.032528,4
"[150, 324]",1514832352.041144,1514832373.37774,4
"[150, 325]",1514832385.3864,1514832406.72424,4
"[150, 326]",1514832418.733767,1514832439.762564,4
"[150, 327]",1514832451.773344,1514832473.110322,4
"[150, 328]",1514832485.117154,1514832506.454017,4
"[150, 329]",1514832518.458392,1514832539.795246,4
"[150, 330]",1514832551.801245,1514832573.137888,4
"[150, 331]",1514832585.143425,1514832606.480569,4
"[150, 332]",1514832618.48871,1514832639.825694,4
"[150, 333]",1514832651.837176,1514832673.175157,4
"[150, 334]",1514832685.181549,1514832706.518241,4
"[150, 335]",1514832718.528524,1514832739.865814,4
"[150, 336]",1514832751.875326,1514832773.21162,4
"[150, 337]",1514832785.221213,1514832806.557976,4
"[150, 338]",1514832818.566788,1514832839.90496,4
"[150, 339]",1514832851.915127,1514832873.251718,4
"[150, 340]",1514832885.257889,1514832906.59518,4
"[150, 341]",1514832918.603898,1514832939.940917,4
"[150, 342]",1514832951.951114,1514832973.288391,4
"[150, 343]",1514832985.294978,1514833006.631603,4
"[150, 344]",1514833018.640605,1514833039.977061,4
"[150, 345]",1514833051.985163,1514833073.321935,4
"[150, 346]",1514833085.327292,1514833106.664784,4
"[150, 347]",1514833118.675581,1514833140.013477,4
"[150, 348]",1514833152.020609,1514833173.35873,4
"[150, 349]",1514833185.370074,1514833206.708083,4
"[150, 350]",1514833218.716374,1514833240.053733,4
"[150, 351]",1514833252.062796,1514833273.401227,4
"[150, 352]",1514833285.409486,1514833306.744782,4
"[150, 353]",1514833318.753175,1514833340.0888,4
"[150, 354]",1514833352.100225,1514833373.437347,4
"[150, 355]",1514833385.445852,1514833406.782374,4
"[150, 356]",1514833418.789584,1514833440.127071,4
"[150, 357]",1514833452.135477,1514833473.472712,4
"[150, 358]",1514833485.483789,1514833506.822395,4
"[150, 359]",1514833518.829474,1514833540.166064,4
"[150, 360]",1514833552.173797,1514833573.511068,4
"[150, 361]",1514833585.521265,1514833606.858022,4
"[150, 362]",1514833618.863514,1514833640.201384,4
"[150, 363]",1514833652.210579,1514833673.547389,4
"[150, 364]",1514833685.555778,1514833706.893181,4
"[150, 365]",1514833718.903998,1514833740.241738,4
"[150, 366]",1514833752.249365,1514833773.587353,4
"[150, 367]",1514833785.597168,1514833806.933452,4
