episodes,loss,rewards,epsilon
5117,0.0133367,0.0019542700801250729,0.78424239118862649
1153,0.000267995,0.0086730268863833455,0.79652092174297939
1899,0.00460161,0.013404825737265421,0.79427454352727456
3230,0.000260727,0.0075131480090157776,0.79025475217258956
3699,0.000448652,0.021321961620469079,0.78884444947312049
4127,0.000888245,0.023364485981308407,0.78755770029516525
4442,0.00176356,0.031746031746031737,0.7866112135270894
5018,0.00129624,0.017361111111111112,0.78487822638387794
5287,0.00130621,0.037174721189591087,0.78407014306430078
5557,0.00129556,0.037037037037037035,0.78325905165295673
6442,0.000643534,0.011299435028248589,0.78059224689266904
6867,0.000417096,0.023529411764705882,0.77931453621874169
7385,0.00101785,0.019305019305019301,0.77775650521576678
7587,0.00161891,0.049504950495049493,0.77714989536639734
7916,0.00146773,0.030395136778115502,0.77616127313273087
8612,0.00135049,0.014367816091954026,0.77406598351353362
8888,0.000971854,0.036231884057971023,0.77323684291815775
9535,0.000938115,0.015455950540958266,0.77128954633521352
9929,0.000855925,0.025380710659898477,0.77010521759414163
10260,0.00153962,0.030211480362537766,0.76911057552511752
10678,0.00188696,0.023923444976076555,0.76785395363497844
11098,0.000472289,0.023809523809523815,0.76659130652931218
11419,0.00155278,0.031152647975077875,0.7656267624292018
11741,0.00218439,0.031055900621118012,0.76465920866807957
12313,0.00121246,0.017482517482517484,0.76293829074182895
12629,0.000657815,0.031645569620253174,0.76198879449389156
13255,0.000410342,0.015974440894568689,0.76010490115581864
13560,0.000775873,0.032786885245901648,0.75918850752603062
13790,0.00127787,0.043478260869565209,0.75849771626516904
14277,0.00216295,0.020533880903490766,0.75703315447841146
14680,0.00136867,0.024813895781637719,0.7558217178479214
15214,0.00125089,0.018726591760299623,0.75421543327231932
15590,0.000424353,0.026595744680851068,0.75308531296281322
16212,0.000440886,0.016077170418006426,0.75121349491417144
17439,3.30178e-06,0.0081499592502037501,0.74750974416751215
17824,0.000925322,0.025974025974025979,0.74635252086662074
18332,0.000883738,0.01968503937007874,0.74482464440569895
18767,0.00160722,0.022988505747126436,0.74351680432594858
19204,0.00160328,0.022883295194508008,0.74220293800190407
19811,0.000707833,0.016474464579901149,0.74037639796031041
20183,0.00260302,0.026881720430107524,0.73925832263883606
20878,0.000328517,0.014388489208633094,0.73716605401556046
21346,0.000655742,0.021367521367521368,0.7357587654221075
21648,0.000558765,0.033112582781456963,0.73485139914519937
21984,0.00196095,0.02976190476190476,0.73384170695928297
22456,0.00177256,0.021186440677966101,0.73242236176006448
22758,0.00129853,0.033112582781456956,0.73151499548315635
23076,0.00156767,0.031446540880503152,0.73055948018492467
23340,0.00184863,0.03787878787878788,0.72976643687176768
23634,0.00145862,0.034013605442176867,0.72888314220792105
24019,0.00183083,0.025974025974025979,0.72772591890702965
24570,0.000597704,0.01814882032667876,0.72606835640494227
25171,0.000565888,0.016638935108153077,0.72425992565291641
25523,0.00148085,0.028409090909090908,0.72320206801858178
26467,0.000568294,0.010593220338983052,0.72035663055011312
26925,0.00110464,0.021834061135371178,0.71897948135138579
27251,0.00120506,0.030674846625766861,0.71799988864427178
27450,0.00243539,0.050251256281407045,0.71740229683097512
27878,0.00140028,0.02336448598130841,0.71611554765301988
28198,0.00140865,0.03125,0.71515401318372818
28457,0.00196703,0.038610038610038609,0.71437600912302324
28788,0.000981784,0.030211480362537759,0.71338136705399913
29154,0.00201145,0.027322404371584699,0.7122813583078601
29626,0.00176985,0.021186440677966101,0.71086201310864161
29919,0.00175377,0.034129692832764499,0.70998172726062536
30462,0.000809467,0.018416206261510124,0.70834829663927901
30941,0.000503946,0.020876826722338208,0.70690785121397826
31287,0.000471504,0.028901734104046249,0.70586805652902762
31624,0.00191735,0.02967359050445104,0.70485535422912826
31978,0.00149345,0.028248587570621458,0.70379147536997599
32283,0.00187102,0.032786885245901648,0.70287508174018798
32993,0.000361909,0.014084507042253521,0.70073749498353088
33304,0.00130185,0.03215434083601286,0.69980304583301145
33780,0.000344341,0.021008403361344543,0.69837164354346881
34613,0.000175658,0.01200480192076831,0.69586218964389512
34965,0.00101104,0.028409090909090908,0.69480433200956049
35848,0.000180883,0.011325028312570779,0.69214358073179105
36159,0.000180305,0.032154340836012853,0.69120913158127162
36514,0.00123775,0.028169014084507043,0.69014224206439101
36870,0.00183414,0.028089887640449437,0.68907234185956823
37192,0.00182155,0.031055900621118012,0.688104788098446
37769,0.00104076,0.017331022530329285,0.6863687835751251
38929,0.000280887,0.0086206896551724137,0.68286845971897003
39421,0.000634092,0.020325203252032516,0.68138882422176528
39782,0.000336204,0.027700831024930737,0.68030387012400273
40069,0.000926929,0.03484320557491289,0.67944163653728817
41349,1.18333e-05,0.0078125000000000035,0.67557686823686458
41753,0.000216623,0.024752475247524757,0.67436241946745468
42189,0.00165007,0.022935779816513763,0.67305156628068874
42881,0.00094694,0.014450867052023119,0.67096836046265396
43248,0.000476122,0.027247956403269755,0.66986534069618053
43528,0.00169136,0.035714285714285712,0.66902416670813858
43827,0.00168817,0.033444816053511704,0.66812582751247485
44344,0.00229394,0.019342359767891688,0.66657081210010338
44605,0.001091,0.038314176245210725,0.66578679242888894
44808,0.00197919,0.049261083743842353,0.6651771765072535
45255,0.00111702,0.022371364653243849,0.66383317714582402
45548,0.000968928,0.034129692832764499,0.66295289129780777
45937,0.000649422,0.025706940874035994,0.66178362143696057
46298,0.00118748,0.027700831024930747,0.66069866733919802
46803,0.000950424,0.019801980198019809,0.65917983664988122
47402,0.00115304,0.016694490818030046,0.6573774420847962
47944,0.00150987,0.018450184501845015,0.65574702781205929
48545,0.000833071,0.016638935108153077,0.65393859706003343
49477,0.000209322,0.010729613733905581,0.65112950028561523
50494,0.000961038,0.0098328416912487684,0.64806289536620998
50955,0.000497703,0.02169197396963124,0.64667670466699478
51445,0.000618183,0.020408163265306128,0.64520309874485593
52225,0.000766519,0.01282051282051282,0.64285393680223657
53031,0.000828792,0.012406947890818856,0.64042615177119544
53363,0.000823729,0.030120481927710843,0.63942849973919391
53632,0.00159268,0.03717472118959108,0.63862041641961675
54043,0.0023924,0.024330900243309007,0.63738488183091402
55159,0.000109356,0.0089605734767025085,0.63401807675303956
55530,0.00146224,0.026954177897574118,0.63290301260301129
56229,0.000762555,0.014306151645207439,0.63079865981351657
56749,0.000226267,0.019230769230769232,0.6292345975383955
57165,0.00107902,0.02403846153846154,0.62798400074277516
57562,0.000304674,0.025188916876574308,0.62679063631072329
57841,0.00157777,0.03584229390681002,0.62595247071609894
58728,0.0003925,0.011273957158962797,0.62327961235114171
58958,0.000816367,0.043478260869565216,0.62258882109028013
59847,0.00162586,0.011248593925759276,0.61990990899849718
61145,1.49377e-05,0.0077041602465331279,0.61599043582564317
61854,0.00102768,0.014104372355430186,0.61385587049086721
62485,0.000533352,0.015847860538827259,0.61195688235747669
63184,0.000675236,0.014306151645207441,0.60985252956798197
63746,0.000938368,0.017793594306049824,0.60816178256000841
64391,0.000390296,0.015503875968992246,0.60622052495869072
64650,0.000867325,0.038610038610038595,0.60544252089798578
65946,0.0011855,0.007716049382716049,0.60152912653692681
67138,0.000126012,0.0083892617449664413,0.59793166077685322
67928,0.000519599,0.012658227848101266,0.59555226162328878
68226,0.00106808,0.033557046979865765,0.59465693139434583
69245,0.000200005,0.0098135426889106973,0.59158426479737114
70078,0.000569852,0.012004801920768308,0.58907481089779745
71752,6.92389e-06,0.0059737156511350071,0.58401032722465396
72253,0.000835783,0.019960079840319365,0.58250355713987656
72872,0.000535839,0.016155088852988692,0.58064079523935375
73312,0.000269488,0.022727272727272728,0.57931788932188943
73835,0.000590292,0.019120458891013381,0.57774477991119144
74264,0.000550124,0.023310023310023301,0.57645501783804476
74656,0.000549291,0.025510204081632661,0.57527671273977099
75225,0.00107116,0.017574692442882251,0.5735648464076073
75732,0.0010401,0.019723865877712039,0.57203998523419319
76391,0.00108571,0.015174506828528075,0.57005645220841594
76927,0.00108163,0.018656716417910446,0.56844413539047844
77512,0.000501197,0.017094017094017096,0.56668399073366971
79800,1.49743e-05,0.0043706293706293718,0.55974028300498435
80580,0.000313804,0.01282051282051282,0.55739112106236499
81488,0.000129802,0.011013215859030838,0.55465469247225296
82068,0.000533482,0.017241379310344824,0.55290963562650774
82459,0.00108809,0.025575447570332484,0.55173434230427831
82900,0.00149858,0.022675736961451247,0.55040842312847738
83778,0.000356359,0.011389521640091119,0.54776280502262398
84235,0.000599923,0.021881838074398249,0.54638866959683896
84706,0.00133842,0.021231422505307858,0.54497233859448768
85176,0.00139087,0.021276595744680851,0.5435590217587194
85987,0.000253815,0.012330456226880395,0.54111611454040209
86902,0.000721332,0.010928961748633878,0.53835849288142412
87405,0.00210896,0.019880715705765412,0.5368456925549846
87710,0.00123883,0.032786885245901641,0.53592929892519658
88098,0.000377889,0.025773195876288658,0.5347630407496885
88557,0.00104815,0.021786492374727667,0.5333828777477424
89596,0.00106034,0.0096246390760346516,0.53024958763773278
90038,0.000618342,0.022624434389140271,0.52892065517332909
90457,0.00118147,0.02386634844868735,0.52766102069055276
90998,0.0020344,0.018484288354898341,0.52603362273609777
91582,0.00101802,0.017123287671232876,0.52427649570220691
91963,0.00124483,0.02624671916010499,0.52313131847755867
92427,0.00140553,0.021551724137931026,0.5217360860053516
92920,0.00140581,0.020283975659229205,0.52025343567516857
93529,0.000942651,0.016420361247947459,0.5184208589607876
93987,0.000524599,0.021834061135371178,0.51704370976206027
94497,0.00183236,0.019607843137254898,0.51550980263520196
94867,0.00151777,0.027027027027027022,0.51439774962639617
96212,1.77191e-06,0.0074349442379182153,0.51033538890637986
96783,0.000333217,0.017513134851138354,0.50861748820850328
97093,0.000594059,0.032258064516129024,0.50768604838690345
97617,0.00154968,0.019083969465648856,0.50610992320371528
98438,0.00040519,0.012180267965895247,0.50363676932384804
99281,0.00150015,0.011862396204033215,0.50109706205225868
99997,0.00068484,0.013966480446927377,0.49894134612525753
100638,0.000962207,0.015600624024960996,0.49701216612251287
102092,1.33076e-05,0.0068775790921595595,0.49261816573018374
102675,0.000419285,0.017152658662092625,0.49086405628885876
103254,0.000116377,0.017271157167530225,0.48912201691427271
103887,0.000248387,0.01579778830963665,0.48721699065008678
104866,0.000993428,0.01021450459652707,0.48426553433945396
105581,0.000212014,0.013986013986013986,0.48211284001692539
106036,0.000328751,0.021978021978021983,0.48074473204619883
106826,0.000156738,0.012658227848101266,0.47836533289263539
