pose,start,finish_time,goal_state
"[575, 576]",1514955702.648265,1514955723.9139,4
"[575, 577]",1514955735.92389,1514955757.088871,4
"[575, 578]",1514955769.0962,1514955787.126418,3
"[575, 579]",1514955799.132868,1514955812.818334,3
"[575, 580]",1514955824.827045,1514955837.848382,3
"[575, 581]",1514955849.857258,1514955863.543943,3
"[575, 582]",1514955875.551163,1514955886.232028,3
"[575, 583]",1514955898.243061,1514955908.259806,3
"[575, 584]",1514955920.271305,1514955929.951069,3
"[575, 585]",1514955941.95645,1514955949.970365,3
"[575, 586]",1514955961.982028,1514955969.657722,3
"[575, 587]",1514955981.667012,1514955989.011733,3
"[575, 588]",1514956001.02343,1514956006.696187,3
"[575, 589]",1514956018.703364,1514956024.37588,3
"[575, 590]",1514956036.385724,1514956042.72758,3
"[575, 591]",1514956054.739007,1514956075.991245,4
"[575, 592]",1514956087.999667,1514956109.266591,4
"[575, 593]",1514956121.277203,1514956130.991783,4
"[575, 594]",1514956143.001242,1514956164.336716,4
"[575, 595]",1514956176.347026,1514956190.370939,3
"[575, 596]",1514956202.383052,1514956215.066956,3
"[575, 597]",1514956227.077158,1514956238.760312,3
"[575, 598]",1514956250.76705,1514956262.101739,3
"[575, 599]",1514956274.112509,1514956284.461274,3
"[575, 600]",1514956296.473166,1514956305.819806,3
"[575, 601]",1514956317.827867,1514956326.172877,3
"[575, 602]",1514956338.184618,1514956346.197536,3
"[575, 603]",1514956358.205147,1514956366.884046,3
"[575, 604]",1514956378.894002,1514956385.568672,3
"[575, 605]",1514956397.578907,1514956404.253258,3
"[575, 606]",1514956416.266533,1514956423.611002,3
"[575, 607]",1514956435.621672,1514956443.635441,3
"[575, 608]",1514956455.647639,1514956464.662273,3
"[575, 609]",1514956476.668008,1514956486.213628,4
"[575, 610]",1514956498.223045,1514956519.558186,4
"[575, 611]",1514956531.569443,1514956545.593205,3
"[575, 612]",1514956557.604528,1514956570.625873,3
"[575, 613]",1514956582.637117,1514956594.972828,3
"[575, 614]",1514956606.982069,1514956618.665006,3
"[575, 615]",1514956630.675108,1514956641.693084,3
"[575, 616]",1514956653.704169,1514956664.053865,3
"[575, 617]",1514956676.063378,1514956685.07988,3
"[575, 618]",1514956697.091011,1514956706.10644,3
"[575, 619]",1514956718.115392,1514956736.810342,3
"[575, 620]",1514956748.819507,300.0,1
"[575, 621]",1514957060.829668,1514957068.505393,3
"[575, 622]",1514957080.515361,300.0,1
"[575, 623]",1514957392.523558,1514957402.203443,3
"[575, 624]",1514957414.212214,300.0,1
"[575, 625]",1514957726.224801,1514957735.839025,4
"[575, 626]",1514957747.848823,1514957769.185343,4
"[575, 627]",1514957781.192663,1514957802.528158,4
"[575, 628]",1514957814.538269,1514957835.874279,4
"[575, 629]",1514957847.881519,1514957869.146864,4
"[575, 630]",1514957881.153691,1514957902.389103,4
"[575, 631]",1514957914.396931,1514957935.663049,4
"[575, 632]",1514957947.673773,1514957969.009344,4
"[575, 633]",1514957981.022683,1514958002.35662,4
"[575, 634]",1514958014.365427,1514958035.631893,4
"[575, 635]",1514958047.640326,1514958068.976192,4
"[575, 636]",1514958080.984509,1514958090.63059,4
"[575, 637]",1514958102.641238,1514958112.286763,4
"[575, 638]",1514958124.29674,1514958134.011574,4
"[575, 639]",1514958146.020023,300.0,1
"[575, 640]",1514958458.030758,1514958469.048765,3
"[575, 641]",1514958481.056889,1514958502.393739,4
"[575, 642]",1514958514.400691,1514958524.14615,4
"[575, 643]",1514958536.154872,1514958558.824927,3
"[575, 644]",1514958570.834867,1514958584.172685,3
"[575, 645]",1514958596.184805,1514958617.521461,4
"[575, 646]",1514958629.529671,1514958639.174951,4
"[575, 647]",1514958651.185234,300.0,1
"[575, 648]",1514958963.194095,1514958983.52982,3
"[575, 649]",1514958995.537388,1514959016.874599,4
"[576, 577]",1514959062.146324,1514959085.11778,4
"[576, 578]",1514959097.125889,1514959121.799239,3
"[576, 579]",1514959133.809971,1514959149.152001,3
"[576, 580]",1514959161.163419,1514959176.504406,3
"[576, 581]",1514959188.515019,1514959202.538446,3
"[576, 582]",1514959214.549763,1514959228.573633,3
"[576, 583]",1514959240.583056,1514959252.603214,3
"[576, 584]",1514959264.615023,1514959275.94954,3
"[576, 585]",1514959287.961122,1514959298.643117,3
"[576, 586]",1514959310.649744,1514959320.328456,3
"[576, 587]",1514959332.341042,1514959341.354717,3
"[576, 588]",1514959353.361074,1514959361.036715,3
"[576, 589]",1514959373.044667,1514959380.388172,3
"[576, 590]",1514959392.399851,1514959400.076651,3
"[576, 591]",1514959412.087044,1514959435.159467,4
"[576, 592]",1514959447.167025,1514959466.864553,4
"[576, 593]",1514959478.873066,1514959485.213704,4
"[576, 594]",1514959497.22123,1514959516.918127,4
"[576, 595]",1514959528.926227,1514959544.266348,3
"[576, 596]",1514959556.278607,1514959571.302816,3
"[576, 597]",1514959583.309671,1514959597.334341,3
"[576, 598]",1514959609.343038,1514959623.029839,3
"[576, 599]",1514959635.038382,1514959647.058466,3
"[576, 600]",1514959659.06952,1514959671.405351,3
"[576, 601]",1514959683.411055,1514959694.091774,3
"[576, 602]",1514959706.101174,1514959716.118681,3
"[576, 603]",1514959728.130183,1514959737.80955,3
"[576, 604]",1514959749.816696,1514959758.162544,3
"[576, 605]",1514959770.169969,1514959778.515851,3
"[576, 606]",1514959790.525166,1514959799.202367,3
"[576, 607]",1514959811.212257,1514959820.560512,3
"[576, 608]",1514959832.568815,1514959843.250691,3
"[576, 609]",1514959855.259739,1514959861.60088,4
"[576, 610]",1514959873.611489,1514959897.015669,4
"[576, 611]",1514959909.02585,1514959925.716705,3
"[576, 612]",1514959937.725026,1514959953.064566,3
"[576, 613]",1514959965.071318,1514959987.107558,3
"[576, 614]",1514959999.117199,1514960013.457123,3
"[576, 615]",1514960025.469257,1514960038.491745,3
"[576, 616]",1514960050.499045,1514960062.834811,3
"[576, 617]",1514960074.844436,1514960085.863993,3
"[576, 618]",1514960097.873533,1514960109.893643,3
"[576, 619]",1514960121.903038,1514960134.925371,3
"[576, 620]",1514960146.935008,1514960160.271248,3
"[576, 621]",1514960172.280886,300.0,1
"[576, 622]",1514960484.289003,1514960496.973924,3
"[576, 623]",1514960508.983046,1514960519.665097,3
"[576, 624]",1514960531.674002,300.0,1
"[576, 625]",1514960843.685376,1514960850.026315,4
"[576, 626]",1514960862.037855,1514960885.008743,4
"[576, 627]",1514960897.015063,1514960920.054503,4
"[576, 628]",1514960932.063027,1514960955.034241,4
"[576, 629]",1514960967.043725,1514960990.247688,4
"[576, 630]",1514961002.257197,1514961025.09825,4
"[576, 631]",1514961037.103399,1514961060.042904,4
"[576, 632]",1514961072.048814,1514961095.088507,4
"[576, 633]",1514961107.097237,1514961126.795649,4
"[576, 634]",1514961138.805695,1514961161.845697,4
"[576, 635]",1514961173.855556,1514961193.554379,4
"[576, 636]",1514961205.562859,1514961211.904122,4
"[576, 637]",1514961223.912071,1514961230.253118,4
"[576, 638]",1514961242.258535,1514961248.599468,4
"[576, 639]",1514961260.612057,1514961274.298451,3
"[576, 640]",1514961286.306167,1514961298.643274,3
"[576, 641]",1514961310.651541,1514961333.623133,4
"[576, 642]",1514961345.632875,1514961351.973263,4
"[576, 643]",1514961363.984925,1514961386.988197,3
"[576, 644]",1514961398.997943,1514961411.334242,3
