,403
1000,42.6992151737
404,2.00917696953
405,2.67063307762
406,3.67212414742
407,4.34259104729
408,5.34353899956
409,14.6984300613
410,200.0
411,200.0
412,200.0
413,200.0
414,30.0018639565
415,58.3353688717
416,200.0
417,200.0
418,11.690212965
419,142.343164921
420,31.6746311188
421,14.3371200562
422,22.352145195
423,55.335324049
424,12.029831171
425,14.0337400436
426,200.0
427,200.0
428,6.67838597298
429,4.010420084
430,4.00924992561
431,4.67472410202
432,11.3419589996
433,200.0
434,200.0
435,200.0
436,200.0
437,200.0
438,16.3390960693
439,29.030561924
440,30.6702349186
441,17.3399829865
442,14.6980340481
443,23.3541870117
444,27.3631498814
445,12.3360621929
446,87.3622760773
447,11.3432331085
448,20.3483099937
449,16.0358259678
450,9.02032709122
451,5.67839789391
452,5.01163101196
453,5.34506797791
454,7.34827303886
455,200.0
456,44.66862607
457,28.0282018185
458,21.0135238171
459,38.6895780563
460,200.0
461,85.361328125
462,27.0263130665
463,52.0159418583
464,37.0149419308
465,101.695345879
466,58.3378870487
467,32.6736660004
468,11.0263159275
469,10.3404278755
470,8.33533906937
471,200.0
472,15.3356301785
473,20.0104839802
474,16.0385329723
475,200.0
476,200.0
477,58.0335059166
478,21.011095047
479,38.3537349701
480,68.3550150394
481,50.6815891266
482,54.342110157
483,200.0
484,200.0
485,200.0
486,17.3415939808
487,27.671287775
488,33.3375668526
489,13.3383741379
490,41.3586587906
491,6.67839694023
492,19.3445961475
493,200.0
494,200.0
495,200.0
496,200.0
497,200.0
498,200.0
499,200.0
500,68.3586950302
501,200.0
502,31.335299015
503,38.0037970543
504,200.0
505,200.0
506,200.0
507,200.0
508,200.0
509,200.0
510,200.0
511,12.3350520134
512,22.6826360226
513,13.6957039833
514,200.0
515,200.0
516,41.0093479156
517,85.3605530262
518,50.3446760178
519,22.0138089657
520,200.0
521,200.0
522,200.0
523,200.0
524,200.0
525,200.0
526,200.0
527,13.3362379074
528,24.6735591888
529,14.6970510483
530,200.0
531,200.0
532,200.0
533,61.33613801
534,200.0
535,46.6701540947
536,200.0
537,200.0
538,200.0
539,200.0
540,200.0
541,200.0
542,200.0
543,45.0059218407
544,13.6948959827
545,17.33928895
546,200.0
547,200.0
548,54.0234520435
549,84.3547239304
550,52.0182518959
551,200.0
552,200.0
553,200.0
554,200.0
555,200.0
556,200.0
557,200.0
558,27.0266239643
559,200.0
560,26.0223119259
561,200.0
562,200.0
563,33.0081989765
564,41.6942698956
565,48.6758589745
566,38.3555920124
567,92.0151128769
568,33.3415429592
569,20.6797471046
570,73.0019049644
571,200.0
572,16.6696469784
573,15.6991519928
574,24.6727571487
575,15.668489933
576,200.0
577,200.0
578,60.3391160965
579,44.0019948483
580,54.3420889378
581,40.3572728634
582,33.341356039
583,44.3352129459
584,33.3397910595
585,23.3503031731
586,18.6754221916
587,21.683300972
588,35.3455181122
589,28.364107132
590,59.3365159035
591,200.0
592,200.0
593,200.0
594,200.0
595,64.0083799362
596,64.3480479717
597,38.3504180908
598,32.3354289532
599,31.3707659245
600,57.6947848797
601,28.3643290997
602,19.3437700272
603,77.0050561428
604,37.0014588833
605,76.3364350796
606,50.01552701
607,42.6991510391
608,131.66800189
609,200.0
610,200.0
611,50.0130620003
612,27.0247921944
613,34.6789150238
614,21.3503601551
615,58.7003200054
616,57.6944770813
617,28.6701891422
618,30.031596899
619,154.353992939
620,200.0
621,200.0
622,18.3429961205
623,200.0
624,29.3672058582
625,200.0
626,200.0
627,200.0
628,200.0
629,200.0
630,200.0
631,200.0
632,200.0
633,200.0
634,200.0
635,200.0
636,200.0
637,200.0
638,200.0
639,35.682541132
640,41.0031080246
641,200.0
642,200.0
643,30.671216011
644,44.0032939911
645,200.0
646,200.0
647,106.674998045
648,200.0
649,200.0
650,200.0
651,200.0
652,200.0
653,12.6939330101
