,36
1000,10.340929985
37,200.0
38,11.6927940845
39,8.33593797684
40,6.68019390106
41,5.67686605453
42,6.01483297348
43,6.34616994858
44,8.35017299652
45,200.0
46,15.336179018
47,7.68275904655
48,7.68201208115
49,6.67975187302
50,6.67906117439
51,7.34850406647
52,18.3424150944
53,200.0
54,14.699201107
55,8.33584213257
56,8.68522906303
57,7.34994196892
58,7.34847187996
59,8.35084605217
60,27.0278010368
61,200.0
62,200.0
63,22.6827111244
64,200.0
65,21.0121669769
66,21.6690900326
67,19.3472979069
68,200.0
69,11.3423891068
70,7.34842896461
71,8.68502902985
72,8.35066199303
73,8.33508300781
74,9.02489209175
75,11.3355979919
76,200.0
77,14.6969189644
78,18.0047290325
79,24.3563821316
80,17.0030782223
81,25.3612082005
82,14.3353779316
83,11.0268089771
84,10.3407769203
85,10.3412048817
86,9.3388209343
87,9.3384771347
88,9.02301216125
89,10.0247590542
90,18.674118042
91,31.6780760288
92,19.0076858997
93,21.0142278671
94,16.6725299358
95,16.0375599861
96,13.0307350159
97,12.3370900154
98,11.3420000076
99,11.0256798267
100,10.3391010761
101,10.024810791
102,10.0226089954
103,10.0228071213
104,10.6898920536
105,15.0326640606
106,200.0
107,32.0043530464
108,19.0073359013
109,21.0130090714
110,13.6973390579
111,13.6965680122
112,12.3376131058
113,13.030246973
114,12.0287051201
115,11.0252861977
116,11.0263421535
117,11.0257868767
118,11.0259850025
119,11.6912460327
120,26.6753089428
121,200.0
122,17.6713418961
123,16.6702179909
124,15.6992440224
125,15.6686630249
126,14.0328991413
127,13.0295989513
128,13.0303161144
129,12.3364069462
130,12.0274119377
131,11.6910340786
132,11.691398859
133,11.6903810501
134,12.3366620541
135,200.0
136,200.0
137,18.3452849388
138,16.0026509762
139,15.6699659824
140,14.6973948479
141,14.3354289532
142,14.0319638252
143,13.3358459473
144,13.3359200954
145,13.0315351486
146,12.6942558289
147,12.3364570141
148,13.0308191776
149,21.6805119514
150,200.0
151,200.0
152,18.0049769878
153,16.6718430519
154,17.3435029984
155,15.3373639584
156,15.0372982025
157,14.7006440163
158,14.3355228901
159,14.0336229801
160,13.6971888542
161,13.3366360664
162,13.3355538845
163,13.6962020397
164,16.3405909538
165,200.0
166,200.0
167,200.0
168,200.0
169,200.0
170,200.0
171,19.6763038635
172,18.0072669983
173,17.6748831272
174,16.6694228649
175,16.3399238586
176,16.0028469563
177,15.3375780582
178,15.0372109413
179,14.6972110271
180,14.698346138
181,14.6971940994
182,14.3350400925
183,14.3350071907
184,16.0373389721
185,42.0024769306
186,45.0088799
187,26.3650350571
188,22.3508601189
189,26.3653330803
190,30.6754109859
191,19.6757860184
192,20.0125398636
193,21.6690499783
194,200.0
195,200.0
196,21.3480210304
197,17.3417329788
198,200.0
199,200.0
200,200.0
201,200.0
202,200.0
203,15.3369309902
204,40.004914999
205,28.6697230339
206,44.3410999775
207,25.668792963
208,22.3545529842
209,20.6822268963
210,30.3356010914
211,200.0
212,62.354295969
213,93.685988903
214,200.0
215,200.0
216,200.0
217,16.6724059582
218,18.6772401333
219,23.6723051071
220,200.0
221,41.6979629993
222,33.682363987
223,22.6683628559
224,200.0
225,200.0
226,43.3373739719
227,37.0170049667
228,34.0096700191
229,200.0
230,200.0
231,17.67542696
232,19.3432080746
233,19.0073540211
234,38.3503291607
235,32.3397841454
236,20.0129048824
237,35.6826820374
238,41.6995241642
239,200.0
240,40.3582029343
241,41.3653550148
242,54.3423638344
243,200.0
244,200.0
245,18.3448400497
246,20.6821160316
247,20.3495562077
248,107.348728895
249,25.3586449623
250,26.6689889431
251,24.0224859715
252,27.3654179573
253,200.0
254,45.0063738823
255,35.3474321365
256,97.3355550766
257,200.0
258,200.0
259,200.0
260,17.0051298141
261,33.340034008
262,46.3416039944
263,34.3429780006
264,23.0163190365
265,29.3653450012
266,200.0
267,200.0
268,39.3540980816
269,86.0018601418
270,45.703774929
271,200.0
272,200.0
273,200.0
274,21.6825010777
275,22.6843490601
276,29.0319550037
277,31.3357980251
278,23.0200779438
279,24.6769421101
280,200.0
281,200.0
282,200.0
283,29.6690909863
284,34.6844711304
285,200.0
286,200.0
287,32.6802728176
288,22.3515188694
289,208.673460007
290,31.3351671696
291,36.6835739613
292,25.6683130264
293,43.001885891
294,200.0
295,200.0
296,41.3565590382
297,48.0106899738
298,40.0052959919
299,200.0
300,200.0
301,34.3437440395
302,23.3510718346
303,32.6774520874
304,31.0054140091
305,29.0311801434
306,26.0247199535
307,26.3636679649
308,49.3503530025
309,200.0
310,40.6985201836
311,37.0044660568
312,33.0092158318
313,200.0
314,200.0
315,200.0
316,34.0139219761
317,29.3684689999
318,35.6827869415
319,24.6718800068
320,24.0211040974
321,23.3527600765
322,50.0219860077
323,54.3379540443
324,34.3465750217
325,92.673718214
326,30.0321578979
327,27.0270559788
328,27.0271821022
329,40.6962649822
330,40.0020411015
331,46.6770009995
332,70.0292139053
333,200.0
334,27.6687088013
335,42.3663430214
336,25.3612039089
337,35.0169291496
338,23.0144410133
339,26.0262489319
340,34.6850719452
341,34.346394062
342,31.6775929928
343,38.6883461475
344,34.008040905
345,34.0084738731
346,200.0
347,41.0026750565
348,29.0023200512
349,39.6956329346
350,200.0
351,79.3477520943
352,28.3679490089
353,28.3678178787
354,44.0046181679
355,26.3618290424
356,23.6828110218
357,25.6683189869
358,32.6789550781
359,37.3488929272
360,30.0039799213
361,30.0021369457
362,28.0309760571
363,32.6801559925
364,28.6695590019
365,28.6686837673
366,200.0
367,42.3655312061
368,200.0
369,200.0
370,200.0
371,35.349162817
372,38.0064191818
373,33.0118939877
374,28.3695058823
375,24.6764559746
376,26.3627870083
377,27.3659219742
378,200.0
379,29.6708650589
380,44.3399970531
381,37.0160648823
382,28.0272400379
383,41.6992959976
384,41.700699091
385,31.6756219864
386,200.0
387,200.0
388,200.0
389,200.0
390,200.0
391,200.0
392,200.0
393,75.0065510273
394,57.0373659134
395,45.3418529034
396,27.6688809395
397,27.6683759689
398,26.6691401005
399,60.0033900738
400,25.6698849201
401,27.3662638664
402,29.3707220554
403,200.0
404,29.6725211143
405,31.6757290363
406,31.6720941067
407,120.00214386
408,30.0051729679
409,52.3408470154
410,32.341714859
411,200.0
412,200.0
413,200.0
414,200.0
415,200.0
416,200.0
417,200.0
418,31.6737630367
419,30.0045850277
420,39.3596251011
421,29.6720371246
422,38.6898369789
423,27.3664078712
424,26.3586850166
425,30.6692759991
426,200.0
427,200.0
428,40.006043911
429,32.0034461021
430,75.0038471222
431,33.3406980038
432,36.0025010109
433,200.0
434,200.0
435,200.0
436,200.0
437,200.0
438,200.0
439,200.0
440,200.0
441,30.6710550785
442,39.6881849766
443,32.335490942
444,37.3501729965
445,38.6893420219
446,35.6862809658
447,30.0320088863
448,27.6689639091
449,66.0141589642
450,200.0
451,50.678894043
452,44.0067169666
453,94.0191612244
454,50.6820380688
455,200.0
456,200.0
457,200.0
458,200.0
459,36.689196825
460,37.0047969818
461,48.0165448189
462,41.0019650459
463,30.6744971275
464,29.6736490726
465,30.0046980381
466,37.6919310093
467,30.6746490002
468,28.0295648575
469,31.336149931
470,200.0
471,200.0
472,200.0
473,200.0
474,39.3547739983
475,200.0
