,354
1000,20.0368030071
355,2.00390005112
356,2.66878795624
357,3.66983413696
358,4.33763194084
359,5.34150290489
360,6.00910520554
361,7.0129981041
362,7.67709612846
363,8.68111610413
364,9.6806139946
365,10.3486499786
366,11.3478600979
367,31.6795620918
368,14.3369400501
369,200.0
370,200.0
371,6.01304602623
372,5.33935189247
373,3.33806014061
374,6.00876307487
375,3.33613300323
376,4.00589704514
377,4.67145991325
378,6.00877785683
379,6.67808294296
380,7.34145212173
381,8.67994093895
382,9.01330184937
383,9.67762207985
384,10.6833639145
385,99.3370540142
386,200.0
387,200.0
388,200.0
389,23.6707909107
390,200.0
391,28.6840391159
392,200.0
393,70.027176857
394,200.0
395,8.01052212715
396,5.00730895996
397,4.33796095848
398,3.66873121262
399,6.34170794487
400,4.33741998672
401,4.34061694145
402,6.01048898697
403,9.33577299118
404,6.67526292801
405,9.34929394722
406,8.01565694809
407,10.6810500622
408,10.0200779438
409,11.6827878952
410,200.0
411,200.0
412,200.0
413,200.0
414,16.0299229622
415,12.0238208771
416,200.0
417,11.6852440834
418,7.67836284637
419,6.34395718575
420,5.67486596107
421,5.00940704346
422,4.67213797569
423,7.34493994713
424,6.34376883507
425,19.692043066
426,200.0
427,200.0
428,9.01261091232
429,10.3348948956
430,28.0104510784
431,11.3477070332
432,27.004240036
433,200.0
434,200.0
435,200.0
436,200.0
437,200.0
438,14.0210921764
439,11.3353168964
440,10.6783881187
441,11.6854650974
442,7.34208512306
443,6.67429804802
444,5.67421388626
445,5.67458295822
446,5.34184598923
447,8.34668803215
448,7.34551286697
449,9.35047101974
450,27.6813869476
451,13.0239479542
452,12.3377840519
453,31.3558039665
454,46.6853690147
455,200.0
456,14.6929900646
457,12.6859941483
458,11.3364880085
459,10.3355278969
460,9.34936094284
461,8.6799519062
462,8.01608204842
463,7.34441184998
464,7.01249909401
465,6.67612099648
466,6.3439450264
467,10.6839110851
468,8.3473880291
469,8.68080115318
470,10.3345150948
471,20.3368051052
472,200.0
473,200.0
474,33.6810100079
475,200.0
476,200.0
477,13.6908991337
478,13.3403508663
479,12.022701025
480,11.0209000111
481,15.0285639763
482,35.0296449661
483,12.6866550446
484,200.0
485,200.0
486,17.6895968914
487,12.3345270157
488,8.67560601234
489,8.34426999092
490,8.67813110352
491,13.0252938271
492,14.6903522015
493,200.0
494,200.0
495,200.0
496,200.0
497,200.0
498,200.0
499,200.0
500,14.6920771599
501,14.3415880203
502,13.0237619877
503,12.6863172054
504,200.0
505,200.0
506,200.0
507,200.0
508,200.0
509,200.0
510,200.0
511,11.681221962
512,9.34805607796
513,12.0224719048
514,200.0
515,200.0
516,16.0286300182
517,13.0244469643
518,13.0235939026
519,13.3379909992
520,200.0
521,200.0
522,200.0
523,200.0
524,200.0
525,200.0
526,200.0
527,12.0228238106
528,9.34501791
529,19.0328190327
530,200.0
531,200.0
532,200.0
533,16.3382720947
534,15.6921048164
535,15.02850914
536,200.0
537,200.0
538,200.0
539,200.0
540,200.0
541,200.0
542,200.0
543,11.6842980385
544,12.6862111092
545,18.3356020451
546,200.0
547,200.0
548,17.6900188923
549,17.6889650822
550,15.3370399475
551,200.0
552,200.0
553,200.0
554,200.0
555,200.0
556,200.0
557,200.0
558,14.6907911301
559,11.3368360996
560,12.338080883
561,200.0
562,200.0
563,16.3395290375
564,16.6959261894
565,16.6952221394
566,21.0015501976
567,27.0071780682
568,27.0143978596
569,49.6944208145
570,20.3369810581
571,24.6775979996
572,23.3423221111
573,14.3422088623
574,12.3395278454
575,32.0203280449
576,200.0
577,200.0
578,26.0095860958
579,17.0318470001
580,17.6698009968
581,30.6679830551
582,200.0
583,22.0318160057
584,17.6894030571
585,33.3503758907
586,41.3651480675
587,28.3503010273
588,15.6929769516
589,13.0244948864
590,16.6958599091
591,200.0
592,200.0
593,200.0
594,200.0
595,18.336135149
596,18.6972119808
597,20.0026299953
598,27.6692788601
599,19.0348749161
600,16.3383171558
601,25.3464369774
602,26.0124909878
603,15.3351421356
604,15.6918678284
605,15.6924769878
606,20.6685378551
607,17.6956429482
608,18.3351860046
609,200.0
610,200.0
611,18.6968522072
612,19.337433815
613,23.6756150723
614,28.0091428757
615,34.3637139797
616,26.011993885
617,17.6961250305
618,43.0126299858
619,34.3639621735
620,200.0
621,200.0
622,200.0
623,28.6790881157
624,26.681593895
625,200.0
626,200.0
627,200.0
628,200.0
629,200.0
630,200.0
631,200.0
632,200.0
633,200.0
634,200.0
635,200.0
636,200.0
637,200.0
638,200.0
639,21.3406140804
640,26.3505480289
641,200.0
642,200.0
643,200.0
644,40.6721711159
645,200.0
646,200.0
647,200.0
648,200.0
649,200.0
650,200.0
651,200.0
652,200.0
653,10.6901299953
