,126
1000,6.01399612427
127,2.00534105301
128,2.66915607452
129,3.67316198349
130,4.34144997597
131,5.34341001511
132,6.01299095154
133,7.01606988907
134,8.01796507835
135,200.0
136,200.0
137,7.34775304794
138,6.34662508965
139,6.34668493271
140,5.01290297508
141,3.00706601143
142,5.34458398819
143,5.34379506111
144,4.00995898247
145,4.67482113838
146,5.67788815498
147,6.34760212898
148,7.34749412537
149,21.0115427971
150,200.0
151,200.0
152,7.34840297699
153,6.01456308365
154,5.34538888931
155,4.34202599525
156,3.67198395729
157,6.34698700905
158,4.67463302612
159,4.67438101768
160,6.01526379585
161,6.01367211342
162,6.67872095108
163,7.34870791435
164,61.0048940182
165,200.0
166,200.0
167,200.0
168,200.0
169,200.0
170,200.0
171,11.6901190281
172,7.34781098366
173,6.34611392021
174,5.67669200897
175,5.34422898293
176,4.67456388474
177,6.67832708359
178,5.67705702782
179,5.34384703636
180,6.01542282104
181,7.35016798973
182,7.01752281189
183,8.01952695847
184,8.68482613564
185,11.0275421143
186,200.0
187,12.6921839714
188,13.6951200962
189,21.6824169159
190,15.668364048
191,10.0248029232
192,9.33789801598
193,8.33626794815
194,14.3365199566
195,200.0
196,200.0
197,200.0
198,200.0
199,200.0
200,200.0
201,200.0
202,200.0
203,8.68450903893
204,9.68591094017
205,9.68613195419
206,10.6896779537
207,11.689622879
208,12.6926989555
209,13.0307250023
210,22.3484039307
211,200.0
212,27.024050951
213,200.0
214,200.0
215,200.0
216,200.0
217,9.33832001686
218,10.022701025
219,11.0244951248
220,12.0275998116
221,12.0276901722
222,13.0294749737
223,14.6692881584
224,200.0
225,200.0
226,26.6690611839
227,35.3486990929
228,33.0121588707
229,200.0
230,200.0
231,10.0226531029
232,11.3404929638
233,12.028275013
234,12.0272421837
235,13.3357717991
236,14.3360528946
237,14.0338878632
238,200.0
239,200.0
240,29.6710169315
241,29.0320658684
242,34.3411262035
243,200.0
244,200.0
245,14.0335299969
246,12.6927609444
247,12.3372988701
248,13.3364479542
249,13.6949119568
250,13.3359029293
251,15.6705160141
252,200.0
253,200.0
254,28.0248861313
255,200.0
256,23.671009779
257,200.0
258,200.0
259,22.3522610664
260,13.3356149197
261,23.3566601276
262,14.0338950157
263,14.0315301418
264,14.0304460526
265,15.0320801735
266,200.0
267,200.0
268,24.6706678867
269,24.02095294
270,24.0184760094
271,200.0
272,200.0
273,15.6689889431
274,14.6956260204
275,15.6997511387
276,15.0333321095
277,14.3356602192
278,15.6687591076
279,16.0021049976
280,200.0
281,200.0
282,22.0164139271
283,25.0213091373
284,46.003674984
285,200.0
286,200.0
287,23.0141260624
288,15.3352520466
289,16.0362379551
290,15.0371930599
291,15.3353028297
292,15.337898016
293,15.6699910164
294,200.0
295,200.0
296,23.6729700565
297,22.6701860428
298,25.0239679813
299,200.0
300,200.0
301,17.0040431023
302,16.0369110107
303,14.6971950531
304,24.3533210754
305,16.6700670719
306,16.3374319077
307,17.3421938419
308,32.6765341759
309,200.0
310,37.0037779808
311,32.0097370148
312,26.3609199524
313,43.700469017
314,200.0
315,200.0
316,35.3449680805
317,29.0283479691
318,29.3665599823
319,20.0114309788
320,19.6808099747
321,15.6992409229
322,18.6762149334
323,16.3370218277
324,16.3359839916
325,18.0070419312
326,17.3419969082
327,17.6744279861
328,26.6754660606
329,24.0210189819
330,31.6744229794
331,22.0190529823
332,200.0
333,47.6721131802
334,30.0029139519
335,21.3482091427
336,20.6756849289
337,18.6749470234
338,28.6698288918
339,18.0039830208
340,16.3392879963
341,18.6761789322
342,17.0039670467
343,17.6719272137
344,18.3420090675
345,19.0087571144
346,20.0118730068
347,21.3476629257
348,28.029031992
349,22.6702198982
350,200.0
351,200.0
352,22.3539350033
353,22.0125749111
354,29.03408885
355,21.0140349865
356,19.6763558388
357,18.6761050224
358,20.0077569485
359,19.0081579685
360,19.3450491428
361,19.343375206
362,18.3403129578
363,27.3595709801
364,20.0099310875
365,20.6787850857
366,21.6810090542
367,30.0038309097
368,30.6716659069
369,200.0
370,200.0
