episode,loss
1,1.1691
2,0.00112211
3,0.0021276
4,0.00011963
5,0.00313102
6,0.00014665
7,0.00112659
8,0.00212802
9,0.00116584
10,0.00213568
11,0.000132482
12,0.00213448
13,0.00610844
14,0.00213329
15,0.0021473
16,0.00214848
17,0.0011419
18,0.000159237
19,0.00012277
20,0.00314992
21,0.00515826
22,0.00214179
23,0.00114045
24,0.00214676
25,0.000148164
26,0.00114978
27,0.00512798
28,0.00213822
29,0.0041365
30,0.00214414
31,0.00214465
32,0.0031374
33,0.00514592
34,0.00215899
35,0.00214827
36,0.00214428
37,0.00215093
38,0.00111529
39,0.0011202
40,0.00412819
41,0.00310883
42,0.00112516
43,0.00215769
44,0.00111394
45,0.00113485
46,0.00213441
47,0.00413689
48,0.00310438
49,0.00314058
50,0.00112583
51,0.00211929
52,0.00213232
53,0.00113472
54,0.000135396
55,0.00113309
56,0.00213794
57,0.000142007
58,0.0021472
59,0.00113946
60,0.00118125
61,0.00115713
62,0.00215125
63,0.00514085
64,0.00112917
65,0.00116981
66,0.00315475
67,0.00112158
68,0.00313747
69,0.0011331
70,0.00113302
71,0.00314125
72,0.00214577
73,0.00313032
74,0.00411536
75,0.000144715
76,0.00215542
77,0.000142809
78,0.0021396
79,0.00412919
80,0.00111351
81,0.00113024
82,0.00112994
83,0.00116424
84,0.00114036
85,0.000156608
86,0.00112528
87,0.0021425
88,0.00116404
89,0.00214637
90,0.00212897
91,0.00212686
92,0.00113155
93,0.0021522
94,0.00216601
95,0.00315141
96,0.00212901
97,0.00415924
98,0.000157642
99,0.00312737
100,0.00113072
101,0.00514712
102,0.00314372
103,0.00415303
104,0.0011481
105,0.00318568
106,0.000137487
107,0.00214734
108,0.000152771
109,0.00111693
110,0.000142338
111,0.00313262
112,0.00314255
113,0.00213315
114,0.00113207
115,0.00116605
116,0.00214359
117,0.00417577
118,0.00117408
119,0.00313801
120,0.00413362
121,0.0011445
122,0.000152189
123,0.00414373
124,0.00118526
125,0.00416755
126,0.00517506
127,0.00116655
128,0.00114607
129,0.00218122
130,0.0001848
131,0.000200236
132,0.00218253
133,0.00118008
134,0.00115371
135,0.00412615
136,0.00420731
137,0.00115084
138,0.00512304
139,0.00217002
140,0.00216889
141,0.00116312
142,0.00620562
143,0.0011711
144,0.00120316
145,0.0011795
146,0.00117915
147,0.00116318
148,0.00115306
149,0.00312945
150,0.00117818
151,0.000167666
152,0.00117259
153,0.0021923
154,0.00114094
155,0.00216433
156,0.00218389
157,0.00220213
158,0.00117313
159,0.0021859
160,0.00119478
161,0.0022238
162,0.00120886
163,0.00120667
164,0.000198589
165,0.00020747
166,0.000193568
167,0.00119996
168,0.00115463
169,0.00119034
170,0.00118912
171,0.0011763
