pose,start,finish_time,goal_state
"[650, 0]",1515853783.224368,1515853804.574353,4
"[650, 1]",1515853816.584644,1515853837.935777,4
"[650, 2]",1515853849.948502,1515853871.299452,4
"[650, 3]",1515853883.31007,1515853904.660407,4
"[650, 4]",1515853916.670099,1515853938.0211,4
"[650, 5]",1515853950.03242,1515853971.384211,4
"[650, 6]",1515853983.395582,1515854004.745701,4
"[650, 7]",1515854016.758279,1515854038.109928,4
"[650, 8]",1515854050.12103,1515854071.469771,4
"[650, 9]",1515854083.477498,1515854104.828622,4
"[650, 10]",1515854116.839582,1515854138.189313,4
"[650, 11]",1515854150.198693,1515854171.549077,4
"[650, 12]",1515854183.559234,1515854204.909876,4
"[650, 13]",1515854216.919948,1515854238.269964,4
"[650, 14]",1515854250.279731,1515854271.293047,4
"[650, 15]",1515854283.301873,1515854304.651501,4
"[650, 16]",1515854316.664216,1515854338.013991,4
"[650, 17]",1515854350.023897,1515854371.37211,4
"[650, 18]",1515854383.382059,1515854404.73129,4
"[650, 19]",1515854416.743447,1515854438.092543,4
"[650, 20]",1515854450.10142,1515854471.451092,4
"[650, 21]",1515854483.461973,1515854504.81133,4
"[650, 22]",1515854516.820231,1515854538.170373,4
"[650, 23]",1515854550.178638,1515854571.528913,4
"[650, 24]",1515854583.538057,1515854604.887267,4
"[650, 25]",1515854616.894452,1515854638.244005,4
"[650, 26]",1515854650.25628,1515854671.606663,4
"[650, 27]",1515854683.614281,1515854704.961921,4
"[650, 28]",1515854716.971157,1515854738.320631,4
"[650, 29]",1515854750.328586,1515854771.677368,4
"[650, 30]",1515854783.686063,1515854805.034746,4
"[650, 31]",1515854817.046151,1515854838.396274,4
"[650, 32]",1515854850.407672,1515854871.756861,4
"[650, 33]",1515854883.76307,1515854905.113418,4
"[650, 34]",1515854917.126867,1515854938.471945,4
"[650, 35]",1515854950.484306,1515854971.832848,4
"[650, 36]",1515854983.843111,1515855004.854679,4
"[650, 37]",1515855016.862982,1515855038.213599,4
"[650, 38]",1515855050.22344,1515855071.574283,4
"[650, 39]",1515855083.583364,1515855104.932782,4
"[650, 40]",1515855116.941824,1515855138.291269,4
"[650, 41]",1515855150.29852,1515855171.648716,4
"[650, 42]",1515855183.659617,1515855205.009455,4
"[650, 43]",1515855217.023152,1515855238.37494,4
"[650, 44]",1515855250.383378,1515855271.73253,4
"[650, 45]",1515855283.739863,1515855305.089678,4
"[650, 46]",1515855317.097638,1515855338.446105,4
"[650, 47]",1515855350.455078,1515855371.805165,4
"[650, 48]",1515855383.815384,1515855405.164729,4
"[650, 49]",1515855417.174087,1515855438.523683,4
"[650, 50]",1515855450.531741,1515855471.880577,4
"[650, 51]",1515855483.889775,1515855505.241032,4
"[650, 52]",1515855517.250651,1515855538.601896,4
"[650, 53]",1515855550.610182,1515855571.958093,4
"[650, 54]",1515855583.967443,1515855605.316,4
"[650, 55]",1515855617.325141,1515855638.674966,4
"[650, 56]",1515855650.684077,1515855672.032356,4
"[650, 57]",1515855684.042056,1515855705.389791,4
"[650, 58]",1515855717.397297,1515855738.744858,4
"[650, 59]",1515855750.751371,1515855772.100782,4
"[650, 60]",1515855784.112205,1515855805.460223,4
"[650, 61]",1515855817.473192,1515855838.82075,4
"[650, 62]",1515855850.83112,1515855871.840184,4
"[650, 63]",1515855883.850774,1515855905.199515,4
"[650, 64]",1515855917.209797,1515855938.558049,4
"[650, 65]",1515855950.568378,1515855971.91714,4
"[650, 66]",1515855983.92753,1515856005.276202,4
"[650, 67]",1515856017.284712,1515856038.63352,4
"[650, 68]",1515856050.642084,1515856071.990399,4
"[650, 69]",1515856084.002063,1515856105.350873,4
"[650, 70]",1515856117.360157,1515856138.706164,4
"[650, 71]",1515856150.71563,1515856172.064815,4
"[650, 72]",1515856184.078512,1515856205.425309,4
"[650, 73]",1515856217.438789,1515856238.78568,4
"[650, 74]",1515856250.796145,1515856272.144593,4
"[650, 75]",1515856284.152654,1515856305.501992,4
"[650, 76]",1515856317.512452,1515856338.523958,4
"[650, 77]",1515856350.533281,1515856371.883541,4
"[650, 78]",1515856383.892103,1515856405.240519,4
"[650, 79]",1515856417.250049,1515856438.599885,4
"[650, 80]",1515856450.612367,1515856471.961458,4
"[650, 81]",1515856483.970411,1515856505.320034,4
"[650, 82]",1515856517.328875,1515856538.67722,4
"[650, 83]",1515856550.686064,1515856572.032471,4
"[650, 84]",1515856584.042043,1515856605.387631,4
"[650, 85]",1515856617.398263,1515856638.747389,4
"[650, 86]",1515856650.758052,1515856672.107853,4
"[650, 87]",1515856684.118304,1515856705.129441,4
"[650, 88]",1515856717.142502,1515856738.4907,4
"[650, 89]",1515856750.500333,1515856771.849423,4
"[650, 90]",1515856783.85854,1515856805.207991,4
"[650, 91]",1515856817.218322,1515856838.567916,4
"[650, 92]",1515856850.576016,1515856871.925271,4
"[650, 93]",1515856883.939052,1515856905.288306,4
"[650, 94]",1515856917.300518,1515856938.649108,4
"[650, 95]",1515856950.660763,1515856972.008883,4
"[650, 96]",1515856984.01809,1515857005.367686,4
"[650, 97]",1515857017.380707,1515857038.391597,4
"[650, 98]",1515857050.404473,1515857071.752927,4
"[650, 99]",1515857083.764977,1515857105.11429,4
"[650, 100]",1515857117.12072,1515857138.470305,4
"[650, 101]",1515857150.477547,1515857171.825941,4
"[650, 102]",1515857183.832339,1515857205.180376,4
"[650, 103]",1515857217.188673,1515857238.537497,4
"[650, 104]",1515857250.550134,1515857271.899316,4
"[650, 105]",1515857283.90853,1515857305.256406,4
"[650, 106]",1515857317.266444,1515857338.614839,4
"[650, 107]",1515857350.623252,1515857371.972016,4
"[650, 108]",1515857383.978414,1515857405.32755,4
