pose,start,finish_time,goal_state
"[250, 251]",1514826725.196752,1514826727.201143,3
"[250, 252]",1514826739.206598,300.0,1
"[250, 253]",1514827051.218108,1514827075.817449,4
"[250, 254]",1514827087.827365,1514827121.497825,3
"[250, 255]",1514827133.502899,1514827155.839946,3
"[250, 256]",1514827167.851255,1514827193.192,3
"[250, 257]",1514827205.202375,300.0,1
"[250, 258]",1514827517.211861,1514827538.546908,4
"[250, 259]",1514827550.557356,300.0,1
"[250, 260]",1514827862.56701,1514827869.576834,3
"[250, 261]",1514827881.578895,1514827887.590081,3
"[250, 262]",1514827899.597967,1514827904.937874,3
"[250, 263]",1514827916.945271,1514827921.621185,3
"[250, 264]",1514827933.62933,1514827936.634385,3
"[250, 265]",1514827948.64391,1514827957.32269,3
"[250, 266]",1514827969.330512,1514827981.348211,3
"[250, 267]",1514827993.354409,1514828018.053269,4
"[250, 268]",1514828030.058091,1514828091.395473,3
"[250, 269]",1514828103.402849,1514828123.434209,3
"[250, 270]",1514828135.444152,1514828159.445148,3
"[250, 271]",1514828171.453933,1514828192.819383,4
"[250, 272]",1514828204.82654,1514828229.424704,4
"[250, 273]",1514828241.437286,300.0,1
"[250, 274]",1514828553.446683,1514828561.790501,3
"[250, 275]",1514828573.7985,1514828579.470333,3
"[250, 276]",1514828591.476451,1514828596.483936,3
"[250, 277]",1514828608.493388,1514828612.832897,3
"[250, 278]",1514828624.843383,1514828628.511939,3
"[250, 279]",1514828640.521362,1514828649.535532,3
"[250, 280]",1514828661.544237,300.0,1
"[250, 281]",1514828973.55423,1514828998.08963,4
"[250, 282]",1514829010.097163,1514829028.434432,3
"[250, 283]",1514829040.442675,1514829062.140913,3
"[250, 284]",1514829074.146181,1514829090.174399,3
"[250, 285]",1514829102.181162,300.0,1
"[250, 286]",1514829414.192807,1514829438.7889,4
"[250, 287]",1514829450.798149,1514829460.474291,3
"[250, 288]",1514829472.480154,1514829480.826958,3
"[250, 289]",1514829492.834112,1514829499.174816,3
"[250, 290]",1514829511.182855,1514829517.194431,3
"[250, 291]",1514829529.205189,1514829534.212566,3
"[250, 292]",1514829546.218692,1514829550.891397,3
"[250, 293]",1514829562.900688,1514829569.57318,3
"[250, 294]",1514829581.583028,1514829589.258639,3
"[250, 295]",1514829601.266376,1514829625.966185,4
"[250, 296]",1514829637.972535,1514829680.339653,3
"[250, 297]",1514829692.349137,1514829715.686242,3
"[250, 298]",1514829727.697149,1514829741.718006,3
"[250, 299]",1514829753.728475,1514829808.109176,4
"[250, 300]",1514829820.117814,1514829844.755431,4
"[250, 301]",1514829856.763804,300.0,1
"[250, 302]",1514830168.771291,1514830175.780729,3
"[250, 303]",1514830187.785343,1514830194.459029,3
"[250, 304]",1514830206.468324,1514830212.808291,3
"[250, 305]",1514830224.819525,1514830230.490753,3
"[250, 306]",1514830242.500521,1514830247.842301,3
"[250, 307]",1514830259.852717,1514830267.864145,3
"[250, 308]",1514830279.871749,1514830293.211519,3
"[250, 309]",1514830305.219785,1514830326.453187,4
"[250, 310]",1514830338.457137,1514830351.145541,3
"[250, 311]",1514830363.152272,1514830375.834219,3
"[250, 312]",1514830387.841918,1514830411.176075,3
"[250, 313]",1514830423.183375,300.0,1
"[250, 314]",1514830735.193793,1514830759.83001,4
"[250, 315]",1514830771.839286,1514830793.205506,4
"[250, 316]",1514830805.21117,1514830822.240173,3
"[250, 317]",1514830834.249147,1514830859.923528,3
"[250, 318]",1514830871.935273,300.0,1
"[250, 319]",1514831183.943499,1514831210.614394,3
"[250, 320]",1514831222.625157,1514831231.301205,3
"[250, 321]",1514831243.313547,1514831251.328519,3
"[250, 322]",1514831263.335922,1514831270.678514,3
"[250, 323]",1514831282.687392,1514831289.69897,3
"[250, 324]",1514831301.709503,1514831310.054271,3
"[250, 325]",1514831322.06414,1514831328.404563,3
"[250, 326]",1514831340.415158,1514831352.098576,3
"[250, 327]",1514831364.10707,1514831379.129942,3
"[250, 328]",1514831391.138193,1514831403.487822,3
"[250, 329]",1514831415.494704,1514831430.180434,3
"[250, 330]",1514831442.188512,1514831457.878398,3
"[250, 331]",1514831469.885182,1514831491.584275,3
"[250, 332]",1514831503.588921,1514831524.287163,3
"[250, 333]",1514831536.295238,1514831553.988891,3
"[250, 334]",1514831565.998805,1514831580.338713,3
"[250, 335]",1514831592.347845,1514831607.033225,3
"[250, 336]",1514831619.043965,1514831632.378325,3
"[250, 337]",1514831644.385895,1514831654.403151,3
"[250, 338]",1514831666.41007,1514831675.423145,3
"[250, 339]",1514831687.434184,1514831696.110773,3
"[250, 340]",1514831708.120922,1514831716.136451,3
"[250, 341]",1514831728.142458,1514831735.484384,3
"[250, 342]",1514831747.492005,1514831754.836286,3
"[250, 343]",1514831766.844596,1514831774.18721,3
"[250, 344]",1514831786.198147,1514831804.539374,3
"[250, 345]",1514831816.54636,1514831834.236706,3
"[250, 346]",1514831846.243858,1514831900.126724,4
"[250, 347]",1514831912.13488,1514831923.153808,3
"[250, 348]",1514831935.164846,1514831952.500958,3
"[250, 349]",1514831964.505356,1514831986.540351,3
"[250, 350]",1514831998.547683,300.0,1
"[250, 351]",1514832310.556511,300.0,1
"[250, 352]",1514832622.567637,1514832637.588925,3
"[250, 353]",1514832649.595868,1514832661.94564,3
"[250, 354]",1514832673.951395,1514832685.636819,3
