pose,start,finish_time,goal_state
30,1515123756.906532,1515123778.262359,4
31,1515150353.859397,1515150364.547039,3
32,1515182429.235442,1515182438.256966,3
33,1515215648.495377,1515215657.833262,3
34,1515247387.386035,1515247396.406553,3
35,1515281737.930201,1515281747.617952,3
36,1515315065.980786,1515315076.321716,3
37,1515347049.239897,1515347070.596015,4
38,1515379683.91318,1515379693.937812,3
39,1515410088.914707,1515410096.931152,3
40,1515442551.454487,1515442559.789783,3
41,1515474122.186915,1515474130.870456,3
42,1515508248.491945,1515508257.175653,3
43,1515543842.778155,1515543852.114513,3
