pose,start,finish_time,goal_state
"[500, 501]",1515214484.460167,1515214486.463707,3
"[500, 502]",1515214498.476897,1515214501.144854,3
"[500, 503]",1515214513.153926,1515214517.160565,3
"[500, 504]",1515214529.173169,1515214550.539951,4
"[500, 505]",1515214562.550534,1515214572.09626,4
"[500, 506]",1515214584.107021,1515214593.652493,4
"[500, 507]",1515214605.663033,1515214615.308955,4
"[500, 508]",1515214627.319038,1515214636.933775,4
"[500, 509]",1515214648.944205,1515214658.558996,4
"[500, 510]",1515214670.570415,1515214691.906237,4
"[500, 511]",1515214703.913927,1515214769.921218,3
"[500, 512]",1515214781.930389,1515214794.266155,3
"[500, 513]",1515214806.275033,1515214822.965323,3
"[500, 514]",1515214834.973411,1515214856.30754,4
"[500, 515]",1515214868.314996,1515214877.861512,4
"[500, 516]",1515214889.868752,1515214892.873627,3
"[500, 517]",1515214904.882008,1515214910.892303,3
"[500, 518]",1515214922.902163,1515214926.908633,3
"[500, 519]",1515214938.919706,1515214942.926359,3
"[500, 520]",1515214954.932351,1515214976.296453,4
"[500, 521]",1515214988.303762,1515214997.818027,4
"[500, 522]",1515215009.827881,1515215019.441886,4
"[500, 523]",1515215031.45148,1515215041.096215,4
"[500, 524]",1515215053.104997,1515215062.749575,4
"[500, 525]",1515215074.75887,1515215084.371906,4
"[500, 526]",1515215096.381202,1515215117.813816,4
"[500, 527]",1515215129.823001,1515215153.15749,3
"[500, 528]",1515215165.165445,1515215190.166658,3
"[500, 529]",1515215202.173447,1515215219.199239,3
"[500, 530]",1515215231.209137,1515215252.471695,4
"[500, 531]",1515215264.480309,1515215274.194333,4
"[500, 532]",1515215286.203931,1515215307.435896,4
"[500, 533]",1515215319.445119,1515215325.785941,3
"[500, 534]",1515215337.795032,1515215344.136008,3
"[500, 535]",1515215356.144015,1515215360.814771,3
"[500, 536]",1515215372.823002,1515215394.154477,4
"[500, 537]",1515215406.165174,1515215415.810035,4
"[500, 538]",1515215427.821628,1515215437.566682,4
"[500, 539]",1515215449.575176,1515215459.220342,4
"[500, 540]",1515215471.230365,1515215480.8439,4
"[500, 541]",1515215492.849464,1515215502.494185,4
"[500, 542]",1515215514.50512,1515215535.837015,4
"[500, 543]",1515215547.845215,1515215582.195211,3
"[500, 544]",1515215594.208618,1515215633.88032,3
"[500, 545]",1515215645.890174,1515215675.897148,3
"[500, 546]",1515215687.909133,1515215709.171539,4
"[500, 547]",1515215721.178134,1515215742.542058,4
