pose,start,finish_time,goal_state
"[200, 201]",1514830761.540261,1514830789.206417,4
"[200, 202]",1514830801.219529,1514830828.790044,4
"[200, 203]",1514830840.799682,1514830862.482315,3
"[200, 204]",1514830874.492316,1514830894.170165,3
"[200, 205]",1514830906.177095,1514830926.188168,3
"[200, 206]",1514830938.199762,1514830961.553435,3
"[200, 207]",1514830973.562643,1514830998.921111,3
"[200, 208]",1514831010.931043,1514831047.613502,4
"[200, 209]",1514831059.625681,1514831081.977903,3
"[200, 210]",1514831093.986343,1514831146.00493,3
"[200, 211]",1514831158.013268,1514831185.679182,4
"[200, 212]",1514831197.687016,1514831272.688788,3
"[200, 213]",1514831284.696698,1514831324.38621,3
"[200, 214]",1514831336.396092,1514831377.087569,3
"[200, 215]",1514831389.096542,1514831413.768506,4
"[200, 216]",1514831425.77722,1514831453.442461,4
"[200, 217]",1514831465.450633,1514831491.473135,3
"[200, 218]",1514831503.480664,1514831523.82639,3
"[200, 219]",1514831535.836302,1514831596.535187,4
"[200, 220]",1514831608.54514,1514831630.89696,3
"[200, 221]",1514831642.904327,1514831723.592241,4
"[200, 222]",1514831735.598804,1514831780.936269,4
"[200, 223]",1514831792.943762,1514831818.301793,3
"[200, 224]",1514831830.313837,300.0,1
"[200, 225]",1514832142.324428,1514832169.921722,4
"[200, 226]",1514832181.93139,1514832247.285063,3
"[200, 227]",1514832259.292681,1514832340.296755,3
"[200, 228]",1514832352.30609,1514832396.007152,3
"[200, 229]",1514832408.014691,1514832435.678073,4
"[200, 230]",1514832447.68702,1514832472.041526,4
"[200, 231]",1514832484.051513,1514832504.060879,3
"[200, 232]",1514832516.06954,1514832545.433855,3
"[200, 233]",1514832557.446717,1514832598.453891,4
"[200, 234]",1514832610.463035,1514832655.829564,4
"[200, 235]",1514832667.838735,1514832692.860555,3
"[200, 236]",1514832704.867716,1514832728.884128,3
"[200, 237]",1514832740.893075,1514832774.23325,3
"[200, 238]",1514832786.243371,1514832833.915106,4
"[200, 239]",1514832845.927213,1514832867.273585,4
"[200, 240]",1514832879.282054,1514832942.627797,3
"[200, 241]",1514832954.637897,1514832991.653124,3
"[200, 242]",1514833003.664534,1514833040.680225,3
"[200, 243]",1514833052.689174,1514833080.351809,4
"[200, 244]",1514833092.363207,1514833117.036541,4
"[200, 245]",1514833129.046579,1514833185.741863,4
