episode,loss
1,0.00712942
2,0.00659134
3,0.00504447
4,0.00497666
5,0.00628436
6,0.00440508
7,0.00385258
8,0.00452005
9,0.00517468
10,0.00866675
11,0.00676402
12,0.00340811
13,0.00495101
14,0.00676604
15,0.00522107
16,0.00684183
17,0.00559849
18,0.00733866
19,0.00693425
20,0.00560665
21,0.00489726
22,0.00613447
23,0.0071902
24,0.00665759
25,0.00476423
26,0.0073691
27,0.00540767
28,0.00555687
29,0.0037932
30,0.00606666
31,0.00552844
32,0.00440579
33,0.00387885
34,0.00492455
35,0.00533503
36,0.00353918
37,0.00697869
38,0.00679908
39,0.00449592
40,0.00370962
41,0.00488827
42,0.00431596
43,0.00638184
44,0.00671206
45,0.00697487
46,0.00648851
47,0.00472061
48,0.00519288
49,0.00593953
50,0.0066561
51,0.00547383
52,0.00593045
53,0.00578146
54,0.0046534
55,0.00565576
56,0.00680518
57,0.00450469
58,0.00450984
59,0.00340819
60,0.00458364
61,0.00671658
62,0.00590684
63,0.00448567
64,0.00437003
65,0.0046082
66,0.00499243
67,0.00641659
68,0.00570874
69,0.00549398
70,0.0044301
71,0.0043035
72,0.00593577
73,0.00658483
74,0.00735458
75,0.00721955
76,0.00757258
77,0.00696954
78,0.00474127
79,0.00383804
80,0.00700799
81,0.00481564
82,0.00456102
83,0.00709795
84,0.00524313
85,0.00670155
86,0.00775646
87,0.00757359
88,0.0061252
89,0.0052396
90,0.00660176
91,0.00463752
92,0.00813686
93,0.00471004
94,0.00641107
95,0.00645285
96,0.0109888
97,0.00519463
98,0.00552182
99,0.00531648
100,0.00612456
101,0.00586503
102,0.00587797
103,0.00560081
104,0.00546368
105,0.00536527
106,0.00618764
107,0.00670735
108,0.00743073
109,0.00426439
110,0.00640707
111,0.0055201
112,0.00616365
113,0.00607358
114,0.00748323
115,0.00682443
116,0.00708724
117,0.00719151
118,0.00693823
119,0.00386845
120,0.00773655
121,0.00459474
122,0.00500298
123,0.00550877
124,0.00485646
125,0.00897223
126,0.00464482
127,0.00563892
128,0.00583989
129,0.00487149
130,0.00525915
131,0.00811805
132,0.00461977
133,0.00704676
134,0.00672828
135,0.00987166
136,0.0043366
137,0.0048419
