rewards
10000
19985
19120
19470
19803
19643
11410
19957
19188
19374
19862
19577
19986
19491
19774
19960
19367
19805
19876
17906
19899
19868
15426
19814
12248
19373
18982
19907
19603
19987
19665
19778
18850
19016
18873
19829
19827
19248
19859
17843
19757
19970
19709
18089
18461
19825
19798
19678
19215
18728
19461
19733
19860
18835
19577
18012
19994
19763
19977
19930
18166
19899
19610
9357
19921
19680
19999
19345
16722
19753
18318
19606
19991
18982
19650
19302
19821
18652
19955
19695
19843
19801
19398
19654
19456
19907
19812
19793
19985
19937
19905
19714
14350
17885
18591
19528
19598
19972
4603
18156
18024
19921
19877
19812
19606
19862
19785
19741
14889
19807
19042
19085
19792
19573
19136
19610
19718
19385
19706
19776
19998
18306
19819
19973
19501
19939
19929
19823
19780
17580
19789
19810
19927
18220
18849
18494
17169
19919
19889
19176
20000
19961
19462
19478
19645
19745
19986
11857
19926
19909
19907
19984
19577
19549
19778
19628
19980
19599
16124
19955
18500
19997
19840
19978
18400
19787
19739
19766
19257
19355
19957
19513
19442
19605
16834
18998
19665
20000
18140
19734
19922
19622
19992
19704
19824
19540
19873
19986
19927
19499
19937
19864
19882
19988
19446
19221
19894
19413
19375
19897
15015
19566
19198
19977
18996
19901
19615
19969
19886
19749
19426
19242
19970
19858
19898
19947
19937
19903
19803
19561
19780
19191
19944
19937
19881
17846
19794
19981
19969
19441
19661
19848
19672
19783
19437
19976
19531
19871
17974
19807
19857
19832
19372
19579
19766
19979
19911
16237
19850
19490
19821
19947
19991
19818
19824
19866
19493
19891
12181
17584
19787
18950
18787
19146
19931
19818
19941
15719
19267
19466
18224
19967
19991
18944
19720
19957
18555
18986
18994
19801
8767
19951
18639
19984
19890
18799
19023
19640
19806
19961
18987
19964
19999
19773
19882
19454
19586
19857
19693
19332
19116
16720
19961
14024
18987
19592
19900
18273
19349
18963
19531
19606
19946
19993
19993
19664
18601
19121
18569
19760
19881
19383
19976
19996
13384
19287
13096
19903
19768
19494
19478
19518
19599
19713
19898
19992
19808
19592
19627
18126
19861
19832
19894
19348
19903
19483
19779
19813
19733
19764
19828
19966
19068
18864
18673
19776
17497
19850
19867
18686
19817
19921
19118
19782
19803
19215
18622
19949
19905
18716
14499
19861
19865
18911
17631
19808
19944
19618
19879
19915
19938
19504
15586
19794
19026
19743
17441
19242
19926
19499
19976
19312
19239
19830
19888
19068
19061
19952
18779
19753
19546
19296
19650
19565
19021
19820
19458
19866
19821
19552
15077
19299
19356
19928
19968
9338
17669
19860
19979
19878
19855
19967
19701
19962
18299
19989
18896
19910
19747
19406
17344
19772
19331
19925
19989
19842
19516
19584
19734
9179
19770
19962
19860
19896
19839
19434
18659
19836
19729
19781
19993
18602
19519
19892
16901
19348
19779
19721
19941
19854
19940
19374
19879
19976
19656
19832
19884
19944
18142
17982
19434
19411
19360
19918
19003
18676
19706
19470
19461
19973
19598
19788
19703
19977
19948
19156
19979
19827
19981
19985
7686
19682
19781
19659
19994
18245
19678
18813
19758
19671
19687
19819
19980
19879
19224
19109
19640
19513
19916
19522
19965
17003
19678
19600
18997
19658
19587
19959
19770
19902
18514
19621
18932
19913
18783
19980
19918
19766
19913
19292
19901
18053
19958
18553
19635
19930
19959
19943
19885
19405
19474
19566
19352
18606
19195
19636
19849
19870
19652
19463
19717
19970
19806
18329
19909
19975
15781
19872
19951
19379
19939
19879
19807
19952
19435
19341
18284
19577
19474
18411
19974
19990
19878
19409
19960
19050
16450
19910
18228
18777
19873
19959
19890
19695
19570
19826
19970
19508
18646
19339
19479
17061
19916
19970
19541
19769
2836
19921
19715
19792
19068
19519
19988
19894
19995
19767
19722
18288
19801
19765
19007
19815
19677
19751
19962
19787
18167
19503
19391
18880
10409
19633
19782
19973
4989
19737
11264
19404
19830
19055
19626
19794
18905
19954
19789
19847
19908
18888
19580
19341
19550
19777
18234
19599
19623
19663
19976
19413
19518
19978
19244
19987
19954
19882
19003
19890
19598
19888
17572
19875
19172
19939
19703
19970
19631
19810
19668
19769
19523
19514
18767
19851
19507
19610
19923
19993
19356
19080
18332
19967
19345
19399
19732
19486
19864
16761
19337
19252
19666
14798
19908
19379
19959
19861
19676
19896
18094
19471
19979
14707
19904
19954
9046
19340
19777
19878
19805
19464
19908
19759
19961
19670
19303
19652
19996
18464
19925
19153
19872
19574
19897
19962
19869
19984
19113
19915
19864
19510
19728
19866
15669
19727
18233
19828
16611
19899
19184
19627
19816
19651
18200
19998
19664
19955
19807
19792
18961
19812
9700
19341
19919
19860
19943
19962
19764
18777
19831
19880
19218
19764
17925
19225
19977
19966
19775
19962
19359
19879
19731
19793
15388
19994
19776
17532
18993
19989
19711
19009
19838
19689
19785
19795
19847
19759
19836
19365
19122
19956
19315
19900
19959
19900
19914
19309
19919
19233
17946
19128
19803
19225
19784
19584
19044
18215
19386
19975
18921
19849
19928
17667
16677
19994
19992
19843
19843
19811
19497
19605
16971
19714
18414
17342
19803
19264
19825
19766
19821
19359
18397
19737
19508
17413
19113
19963
19695
19690
19961
19865
19646
18759
19898
19891
19995
19569
19721
19888
19799
19709
19796
14667
19196
19971
17700
18560
19406
19922
19807
19964
19912
18875
18332
19757
19786
19055
19859
19718
19944
19406
14605
18521
19494
19960
19293
19884
19589
19607
19809
19445
