pose,start,finish_time,goal_state
"[235, 443]",1515583479.07229,1515583495.741707,3
"[235, 444]",1515583507.751216,1515583522.449861,3
"[235, 445]",1515583534.460262,1515583548.493746,3
"[235, 446]",1515583560.502058,1515583574.199163,3
"[235, 447]",1515583586.207222,1515583599.546445,3
"[235, 448]",1515583611.555885,1515583624.891436,3
"[235, 449]",1515583636.899675,1515583717.241525,3
"[235, 450]",1515583729.249776,1515583746.920838,3
"[235, 451]",1515583758.929516,1515583773.264582,3
"[235, 452]",1515583785.271568,1515583800.609447,3
"[235, 453]",1515583812.618781,1515583826.652851,3
"[235, 454]",1515583838.662195,1515583863.021216,3
"[235, 455]",1515583875.030059,1515583896.345298,4
"[235, 456]",1515583908.352065,1515583936.718844,3
"[235, 457]",1515583948.726417,1515583973.08308,3
"[235, 458]",1515583985.090218,1515584005.437324,3
"[235, 459]",1515584017.447549,1515584038.127745,3
"[235, 460]",1515584050.136163,1515584069.812212,3
"[235, 461]",1515584081.821218,1515584100.495225,3
"[235, 462]",1515584112.502077,1515584130.17697,3
"[235, 463]",1515584142.185381,1515584158.522154,3
"[235, 464]",1515584170.528408,1515584186.197484,3
"[235, 465]",1515584198.204041,1515584213.240095,3
"[235, 466]",1515584225.248756,1515584239.945558,3
"[235, 467]",1515584251.954406,1515584266.289297,3
"[235, 468]",1515584278.297299,1515584292.330422,3
"[235, 469]",1515584304.340177,1515584326.019834,3
"[235, 470]",1515584338.030099,1515584353.064867,3
"[235, 471]",1515584365.07232,300.0,1
"[235, 472]",1515584677.081549,300.0,1
"[235, 473]",1515584989.092333,300.0,1
"[235, 474]",1515585301.103259,1515585316.440421,3
"[235, 475]",1515585328.449346,1515585353.003279,4
"[235, 476]",1515585365.01102,1515585386.266153,4
"[235, 477]",1515585398.276493,1515585421.293163,3
"[235, 478]",1515585433.300902,1515585454.983245,3
"[235, 479]",1515585466.991922,1515585487.670332,3
"[235, 480]",1515585499.676203,1515585519.6862,3
"[235, 481]",1515585531.697441,300.0,1
"[235, 482]",1515585843.709275,1515585869.066185,3
"[235, 483]",1515585881.0757,300.0,1
"[235, 484]",1515586193.084335,300.0,1
"[235, 485]",1515586505.0941,300.0,1
"[235, 486]",1515586817.1082,1515586851.115404,3
"[235, 487]",1515586863.124937,1515586888.146803,3
"[235, 488]",1515586900.156694,1515586915.192192,3
"[235, 489]",1515586927.199511,1515586942.201039,3
"[235, 490]",1515586954.212421,1515586970.249106,3
"[235, 491]",1515586982.258624,1515586999.263809,3
"[235, 492]",1515587011.274071,1515587041.950561,3
"[235, 493]",1515587053.961655,1515587078.680361,4
"[235, 494]",1515587090.692093,1515587115.351598,4
"[235, 495]",1515587127.364764,1515587151.952098,4
"[235, 496]",1515587163.96165,1515587188.516396,4
"[235, 497]",1515587200.525954,1515587225.144466,4
"[235, 498]",1515587237.155694,1515587261.708532,4
"[235, 499]",1515587273.716882,1515587295.031536,4
"[235, 500]",1515587307.040932,1515587334.709725,3
"[235, 501]",1515587346.72211,1515587370.075649,3
"[235, 502]",1515587382.086424,1515587402.766012,3
"[235, 503]",1515587414.776853,1515587437.126465,3
"[235, 504]",1515587449.134087,1515587470.447562,4
"[235, 505]",1515587482.455622,1515587507.008616,4
"[235, 506]",1515587519.017062,1515587543.635228,4
"[235, 507]",1515587555.644858,1515587580.198625,4
"[235, 508]",1515587592.210627,1515587616.864513,4
"[235, 509]",1515587628.873258,1515587653.490174,4
"[235, 510]",1515587665.498981,1515587686.913075,4
"[235, 511]",1515587698.922895,1515587714.925538,3
"[235, 512]",1515587726.933507,1515587742.602395,3
"[235, 513]",1515587754.610058,1515587771.614282,3
"[235, 514]",1515587783.622808,1515587804.78027,4
"[235, 515]",1515587816.789285,1515587841.307542,4
"[235, 516]",1515587853.317006,1515587880.345462,3
"[235, 517]",1515587892.353054,1515587914.36782,3
"[235, 518]",1515587926.37393,1515587949.73017,3
"[235, 519]",1515587961.73942,1515587989.407965,3
"[235, 520]",1515588001.416261,1515588022.771892,4
"[235, 521]",1515588034.782069,1515588059.441744,4
"[235, 522]",1515588071.450094,1515588096.103737,4
"[235, 523]",1515588108.111698,1515588132.699908,4
"[235, 524]",1515588144.709256,1515588169.264829,4
"[235, 525]",1515588181.275647,1515588205.929644,4
"[235, 526]",1515588217.938003,1515588239.191589,4
"[235, 527]",1515588251.19731,1515588268.53849,3
"[235, 528]",1515588280.548195,1515588297.218698,3
"[235, 529]",1515588309.223871,1515588333.899414,3
"[235, 530]",1515588345.908394,1515588367.163327,4
"[235, 531]",1515588379.170443,1515588403.75756,4
"[235, 532]",1515588415.766379,1515588437.082384,4
"[235, 533]",1515588449.092129,1515588473.44839,3
"[235, 534]",1515588485.458063,1515588509.816464,3
"[235, 535]",1515588521.82607,1515588546.495798,3
"[235, 536]",1515588558.505515,1515588579.663442,4
"[235, 537]",1515588591.674065,1515588616.392227,4
"[235, 538]",1515588628.400406,1515588653.087315,4
"[235, 539]",1515588665.099245,1515588689.654864,4
"[235, 540]",1515588701.663616,1515588726.38191,4
"[235, 541]",1515588738.390098,1515588763.108743,4
"[235, 542]",1515588775.115983,1515588796.428215,4
"[235, 543]",1515588808.438092,1515588827.446132,3
"[235, 544]",1515588839.453244,1515588856.456907,3
"[235, 545]",1515588868.46832,1515588888.146588,3
"[235, 546]",1515588900.156818,1515588921.511695,4
"[235, 547]",1515588933.519141,1515588954.730126,4
"[235, 548]",1515588966.738447,1515588996.410483,3
"[235, 549]",1515589008.421531,1515589033.781533,3
"[235, 550]",1515589045.790558,1515589075.821447,3
"[235, 551]",1515589087.832047,1515589109.185557,4
"[235, 552]",1515589121.194077,1515589145.91145,4
"[235, 553]",1515589157.919249,1515589182.536401,4
"[235, 554]",1515589194.546478,1515589219.2996,4
"[235, 555]",1515589231.311829,1515589256.065657,4
"[235, 556]",1515589268.075239,1515589292.730825,4
"[235, 557]",1515589304.739904,1515589325.997242,4
"[235, 558]",1515589338.007168,1515589357.017039,3
"[235, 559]",1515589369.026655,1515589387.371167,3
"[235, 560]",1515589399.37938,1515589434.72774,3
"[235, 561]",1515589446.738358,1515589467.892863,4
"[235, 562]",1515589479.903796,1515589501.219542,4
"[235, 563]",1515589513.226107,1515589539.590114,3
"[235, 564]",1515589551.597933,1515589578.273362,3
"[235, 565]",1515589590.28275,1515589615.956002,3
"[235, 566]",1515589627.967835,1515589695.64247,3
"[235, 567]",1515589707.652267,1515589737.654067,3
"[235, 568]",1515589749.661755,1515589809.335879,3
"[235, 569]",1515589821.346087,300.0,1
"[235, 570]",1515590133.359052,1515590191.028675,3
"[235, 571]",1515590203.040177,1515590291.043142,3
"[235, 572]",1515590303.052629,1515590333.05595,3
"[235, 573]",1515590345.06623,1515590366.746745,3
"[235, 574]",1515590378.756041,1515590397.762637,3
"[235, 575]",1515590409.770076,1515590432.789351,3
"[235, 576]",1515590444.796744,1515590466.209505,4
"[235, 577]",1515590478.219453,1515590499.472885,4
"[235, 578]",1515590511.483378,1515590548.485859,3
"[235, 579]",1515590560.493147,1515590589.162673,3
"[235, 580]",1515590601.174039,1515590627.843131,3
"[235, 581]",1515590639.851143,1515590688.527735,3
"[235, 582]",1515590700.538547,1515590761.878631,3
"[235, 583]",1515590773.888884,1515590802.918385,3
"[235, 584]",1515590814.929672,1515590839.955754,3
"[235, 585]",1515590851.966026,1515590874.319097,3
"[235, 586]",1515590886.329172,1515590912.005635,3
"[235, 587]",1515590924.014068,1515590947.033499,3
"[235, 588]",1515590959.039853,1515590981.054297,3
"[235, 589]",1515590993.063391,1515591013.073082,3
"[235, 590]",1515591025.08028,1515591048.096703,3
"[235, 591]",1515591060.10615,1515591081.517793,4
"[235, 592]",1515591093.524667,1515591114.838518,4
"[235, 593]",1515591126.848269,1515591151.501388,4
"[235, 594]",1515591163.509569,1515591184.723771,4
"[235, 595]",1515591196.731318,1515591225.097254,3
"[235, 596]",1515591237.108382,1515591275.116397,3
"[235, 597]",1515591287.126329,1515591364.136165,3
"[235, 598]",1515591376.144314,1515591400.819204,3
"[235, 599]",1515591412.830041,1515591445.841222,3
"[235, 600]",1515591457.850071,1515591481.205763,3
"[235, 601]",1515591493.212195,1515591518.881984,3
"[235, 602]",1515591530.894085,1515591553.90903,3
"[235, 603]",1515591565.921128,1515591589.274163,3
"[235, 604]",1515591601.283917,1515591622.297084,3
"[235, 605]",1515591634.307932,1515591654.989185,3
"[235, 606]",1515591666.997292,1515591695.666174,3
"[235, 607]",1515591707.676238,1515591794.374395,3
"[235, 608]",1515591806.38311,1515591851.74849,3
"[235, 609]",1515591863.756856,1515591888.41765,4
"[235, 610]",1515591900.42748,1515591924.080903,4
"[235, 611]",1515591936.088471,1515591994.758064,3
"[235, 612]",1515592006.76628,1515592035.435599,3
"[235, 613]",1515592047.44608,1515592083.458176,3
"[235, 614]",1515592095.467938,1515592126.806718,3
"[235, 615]",1515592138.815219,1515592165.17515,3
"[235, 616]",1515592177.184849,1515592203.546592,3
"[235, 617]",1515592215.554392,1515592243.225004,3
"[235, 618]",1515592255.235885,1515592278.905003,3
"[235, 619]",1515592290.915877,1515592320.586701,3
"[235, 620]",1515592332.596278,300.0,1
"[235, 621]",1515592644.605773,300.0,1
"[235, 622]",1515592956.61666,1515592993.962995,3
"[235, 623]",1515593005.971752,1515593034.640114,3
"[235, 624]",1515593046.650664,1515593091.658287,3
"[235, 625]",1515593103.667838,1515593128.254466,4
"[235, 626]",1515593140.263473,1515593164.521395,4
"[235, 627]",1515593176.532598,1515593200.754506,4
"[235, 628]",1515593212.763545,1515593236.633263,4
"[235, 629]",1515593248.642956,1515593271.695875,4
"[235, 630]",1515593283.706401,1515593305.061171,4
"[235, 631]",1515593317.071612,1515593338.38569,4
"[235, 632]",1515593350.396274,1515593371.65302,4
"[235, 633]",1515593383.660311,1515593404.972491,4
"[235, 634]",1515593416.982026,1515593438.294414,4
"[235, 635]",1515593450.302486,1515593471.61325,4
"[235, 636]",1515593483.622088,1515593508.208855,4
"[235, 637]",1515593520.218551,1515593544.874917,4
"[235, 638]",1515593556.886066,1515593581.375568,4
"[235, 639]",1515593593.387189,300.0,1
"[235, 640]",1515593905.397579,1515593950.403371,3
"[235, 641]",1515593962.410468,1515593983.665025,4
"[235, 642]",1515593995.675167,1515594020.394453,4
"[235, 643]",1515594032.406084,1515594102.431569,3
"[235, 644]",1515594114.43813,1515594231.775242,4
"[235, 645]",1515594243.784844,1515594265.09602,4
"[235, 646]",1515594277.10807,1515594301.825191,4
"[235, 647]",1515594313.835506,1515594373.17113,3
"[235, 648]",1515594385.178636,1515594416.51931,3
"[235, 649]",1515594428.527599,1515594449.782895,4
"[236, 237]",1515594484.49411,1515594486.499441,3
"[236, 238]",1515594498.510297,300.0,1
"[236, 239]",1515594810.524512,1515594835.080197,4
"[236, 240]",1515594847.087212,1515594879.762851,3
"[236, 241]",1515594891.768879,1515594927.449545,3
"[236, 242]",1515594939.458294,1515594962.476343,3
"[236, 243]",1515594974.482701,1515594995.797256,4
"[236, 244]",1515595007.806087,1515595029.120288,4
"[236, 245]",1515595041.129364,1515595049.81441,3
"[236, 246]",1515595061.823729,1515595070.508215,3
"[236, 247]",1515595082.518675,1515595089.536494,3
"[236, 248]",1515595101.546355,1515595107.561522,3
"[236, 249]",1515595119.569083,1515595124.581196,3
"[236, 250]",1515595136.591383,1515595139.598638,3
"[236, 251]",1515595151.605858,1515595157.620608,3
"[236, 252]",1515595169.630104,300.0,1
"[236, 253]",1515595481.638959,1515595506.256229,4
"[236, 254]",1515595518.263392,1515595535.267444,3
"[236, 255]",1515595547.280877,1515595565.625317,3
"[236, 256]",1515595577.630264,1515595596.977025,3
"[236, 257]",1515595608.988503,300.0,1
"[236, 258]",1515595921.000317,1515595942.257442,4
"[236, 259]",1515595954.267819,300.0,1
"[236, 260]",1515596266.278102,1515596274.299015,3
"[236, 261]",1515596286.309775,1515596292.323763,3
"[236, 262]",1515596304.334071,1515596309.679295,3
"[236, 263]",1515596321.690062,1515596326.032267,3
"[236, 264]",1515596338.042267,1515596341.716222,3
"[236, 265]",1515596353.724782,1515596362.409401,3
"[236, 266]",1515596374.421336,300.0,1
"[236, 267]",1515596686.434469,1515596711.052207,4
"[236, 268]",1515596723.062087,1515596746.734451,3
"[236, 269]",1515596758.742428,1515596779.753367,3
"[236, 270]",1515596791.762061,1515596824.768649,3
"[236, 271]",1515596836.777079,1515596858.132933,4
"[236, 272]",1515596870.141258,1515596894.82902,4
"[236, 273]",1515596906.838759,300.0,1
"[236, 274]",1515597218.848955,1515597227.184447,3
"[236, 275]",1515597239.194706,1515597245.874541,3
"[236, 276]",1515597257.88409,1515597263.227609,3
"[236, 277]",1515597275.238059,1515597280.250386,3
"[236, 278]",1515597292.259469,1515597296.933825,3
"[236, 279]",1515597308.941492,1515597318.626995,3
"[236, 280]",1515597330.634812,300.0,1
"[236, 281]",1515597642.646449,1515597667.000648,4
"[236, 282]",1515597679.009265,1515597703.684467,3
"[236, 283]",1515597715.691953,1515597733.698206,3
"[236, 284]",1515597745.707716,1515597764.384788,3
"[236, 285]",1515597776.393916,1515597807.064603,3
"[236, 286]",1515597819.076133,1515597843.730866,4
"[236, 287]",1515597855.738452,300.0,1
"[236, 288]",1515598167.752349,1515598177.088161,3
"[236, 289]",1515598189.095506,1515598195.774034,3
"[236, 290]",1515598207.786043,1515598214.131301,3
"[236, 291]",1515598226.142469,1515598232.820874,3
"[236, 292]",1515598244.827415,1515598250.171038,3
"[236, 293]",1515598262.178422,1515598272.8681,3
"[236, 294]",1515598284.874383,300.0,1
"[236, 295]",1515598596.885844,1515598621.645129,4
"[236, 296]",1515598633.656474,1515598656.674727,3
"[236, 297]",1515598668.683231,1515598705.370853,3
"[236, 298]",1515598717.380053,1515598735.054612,3
"[236, 299]",1515598747.061181,300.0,1
"[236, 300]",1515599059.07303,1515599083.626347,4
"[236, 301]",1515599095.638082,300.0,1
"[236, 302]",1515599407.648952,1515599417.334644,3
"[236, 303]",1515599429.344432,1515599436.692728,3
"[236, 304]",1515599448.704032,1515599455.382855,3
"[236, 305]",1515599467.394925,1515599474.075202,3
"[236, 306]",1515599486.083232,1515599492.430966,3
"[236, 307]",1515599504.439728,1515599516.131783,3
"[236, 308]",1515599528.141064,1515599539.833706,3
"[236, 309]",1515599551.841397,1515599573.09815,4
"[236, 310]",1515599585.106916,1515599601.446155,3
"[236, 311]",1515599613.455792,1515599633.805152,3
"[236, 312]",1515599645.81408,1515599662.816031,3
"[236, 313]",1515599674.826052,300.0,1
"[236, 314]",1515599986.835355,1515600011.490927,4
"[236, 315]",1515600023.497859,1515600044.851884,4
"[236, 316]",1515600056.860685,1515600073.8626,3
"[236, 317]",1515600085.87247,1515600122.560302,3
"[236, 318]",1515600134.567936,1515600161.930246,3
"[236, 319]",1515600173.941012,1515600189.61056,3
"[236, 320]",1515600201.618527,1515600210.640645,3
"[236, 321]",1515600222.650858,1515600231.334928,3
"[236, 322]",1515600243.343451,1515600251.679142,3
"[236, 323]",1515600263.687526,1515600271.369671,3
"[236, 324]",1515600283.382102,1515600290.731763,3
"[236, 325]",1515600302.742809,1515600309.759773,3
"[236, 326]",1515600321.77006,1515600333.800046,3
"[236, 327]",1515600345.810079,1515600362.149956,3
"[236, 328]",1515600374.157056,1515600394.167432,3
"[236, 329]",1515600406.174611,1515600423.513827,3
"[236, 330]",1515600435.523674,1515600459.192851,3
"[236, 331]",1515600471.200327,1515600487.202653,3
"[236, 332]",1515600499.208565,300.0,1
"[236, 333]",1515600811.220704,300.0,1
"[236, 334]",1515601123.229625,1515601138.266526,3
"[236, 335]",1515601150.276413,1515601165.614283,3
"[236, 336]",1515601177.622658,1515601190.654639,3
"[236, 337]",1515601202.664429,1515601213.003806,3
"[236, 338]",1515601225.010873,1515601235.033375,3
"[236, 339]",1515601247.040348,1515601257.062147,3
"[236, 340]",1515601269.07012,1515601277.754903,3
"[236, 341]",1515601289.76861,1515601298.119412,3
"[236, 342]",1515601310.1244,1515601318.459498,3
"[236, 343]",1515601330.466967,1515601338.48593,3
"[236, 344]",1515601350.494101,1515601364.525899,3
"[236, 345]",1515601376.536638,1515601398.886444,3
"[236, 346]",1515601410.8941,1515601433.908368,3
"[236, 347]",1515601445.918838,1515601469.592216,3
"[236, 348]",1515601481.601375,1515601498.273105,3
"[236, 349]",1515601510.279236,1515601524.312595,3
"[236, 350]",1515601536.320444,300.0,1
"[236, 351]",1515601848.330693,300.0,1
"[236, 352]",1515602160.341441,1515602177.68294,3
"[236, 353]",1515602189.691175,1515602202.385366,3
"[236, 354]",1515602214.393569,1515602227.728967,3
"[236, 355]",1515602239.74098,1515602250.766415,3
"[236, 356]",1515602262.776212,1515602273.116544,3
"[236, 357]",1515602285.125252,1515602295.465408,3
"[236, 358]",1515602307.474062,1515602317.159541,3
"[236, 359]",1515602329.164433,1515602339.187571,3
"[236, 360]",1515602351.198473,1515602360.883052,3
"[236, 361]",1515602372.892668,1515602381.91372,3
"[236, 362]",1515602393.926079,1515602408.625031,3
"[236, 363]",1515602420.636382,1515602432.325748,3
"[236, 364]",1515602444.337599,1515602456.366037,3
"[236, 365]",1515602468.374094,1515602481.712424,3
