pose,start,finish_time,goal_state
465,1515121037.815187,1515121065.48716,3
466,1515128624.917117,1515128656.932048,3
467,1515137029.854769,1515137054.190662,3
468,1515145533.435691,1515145555.469063,3
469,1515152154.00701,1515152179.04474,3
470,1515159962.265095,1515160019.278881,3
471,1515168151.873748,1515168183.884115,3
472,1515175063.142385,300.0,1
473,1515183620.048332,300.0,1
474,1515191923.855791,300.0,1
475,1515201331.839358,1515201341.553172,4
476,1515204544.312633,1515204565.644869,4
477,1515208625.593362,1515208695.929631,3
