episode,loss
1,0.00782511
2,0.00720068
3,0.0124328
4,0.00632135
5,0.0148866
6,0.0106377
7,0.0112033
8,0.00891181
9,0.00836936
10,0.0100647
11,0.0134781
12,0.017696
13,0.00956817
14,0.00975896
15,0.0071718
16,0.0135422
17,0.00866099
18,0.00611428
19,0.00932684
20,0.00857287
21,0.00660617
22,0.0101154
23,0.00954867
24,0.0138312
25,0.0113861
26,0.0108733
27,0.00823307
28,0.00899925
29,0.00757462
30,0.0128374
31,0.0133829
32,0.0173046
33,0.0118717
34,0.0117176
35,0.010817
36,0.00403101
37,0.0100804
38,0.00703292
39,0.00646934
40,0.00281137
41,0.00175139
42,0.00187191
43,0.00175412
44,0.00200121
45,0.00159577
46,0.00221697
47,0.00190071
48,0.00158095
49,0.00212018
50,0.00203474
51,0.00249915
52,0.0019745
53,0.00226006
54,0.00215994
55,0.00220455
56,0.00182282
57,0.00135387
58,0.00229462
59,0.00123537
60,0.00155389
61,0.00187132
62,0.0017545
63,0.00187439
64,0.00219822
65,0.0016795
66,0.00207273
67,0.00199048
68,0.00197556
69,0.00168197
70,0.00183485
71,0.0020983
72,0.00173262
73,0.00224352
74,0.00181492
75,0.00188779
76,0.00183624
77,0.00162416
78,0.00259832
79,0.00183786
80,0.00153451
81,0.0020115
82,0.00270884
83,0.00155247
84,0.00161248
85,0.00171492
86,0.00165306
87,0.00199912
88,0.00230755
89,0.00157041
90,0.00236276
91,0.00107114
92,0.00170824
93,0.00168949
94,0.00206812
95,0.00195167
96,0.00226058
97,0.00194877
98,0.00192209
99,0.0016513
100,0.00130162
101,0.00191299
102,0.0018284
103,0.00146839
104,0.00227751
105,0.00150883
106,0.00207989
107,0.00190797
108,0.0016009
109,0.00186073
110,0.00101377
111,0.00164445
112,0.00212622
113,0.00105179
114,0.00186934
115,0.00174739
116,0.0014196
117,0.00131263
118,0.00155258
119,0.00146318
120,0.00166433
121,0.00163182
122,0.00173978
123,0.00159264
124,0.00204424
125,0.00167516
126,0.00224975
127,0.00148909
128,0.00194285
129,0.00171815
130,0.00180309
131,0.00181246
132,0.0017159
133,0.00127906
134,0.00178971
135,0.00207023
136,0.00159246
137,0.0021567
138,0.00213531
139,0.00165955
140,0.00137413
141,0.00139583
142,0.000952581
143,0.00240182
144,0.00170736
145,0.00213732
146,0.00146325
147,0.00152757
148,0.00178373
149,0.00196719
150,0.00175514
151,0.00217607
152,0.00253257
153,0.00181723
154,0.00171614
155,0.00256229
156,0.00153891
157,0.00243325
158,0.00189361
159,0.00215923
160,0.00216553
161,0.00152827
162,0.00169838
163,0.00237839
164,0.00121848
165,0.00242291
166,0.00177747
167,0.0019712
168,0.00182368
169,0.00137708
170,0.00273261
171,0.00191728
172,0.00196054
173,0.00260083
174,0.00224084
175,0.00160263
176,0.00243213
177,0.00202784
178,0.00162011
179,0.00196138
180,0.00209308
181,0.00204851
182,0.0014709
183,0.00279277
184,0.00220153
185,0.00172351
186,0.00177943
187,0.00197724
188,0.00219109
189,0.00183678
190,0.00242081
191,0.00230258
192,0.00204315
193,0.00251339
194,0.00163642
195,0.00154882
196,0.00219315
197,0.00226803
198,0.00274393
199,0.00214655
200,0.00154703
201,0.00167823
202,0.00241983
203,0.0021075
204,0.00229525
205,0.00263734
206,0.00156914
207,0.00164402
208,0.00246719
209,0.00169957
210,0.00140041
211,0.00200187
212,0.00214821
213,0.00175565
214,0.00234134
215,0.0021864
216,0.00238537
217,0.00120738
218,0.00196668
219,0.00177599
220,0.00211093
221,0.00175175
222,0.00152759
223,0.00209579
224,0.00119409
225,0.00225477
226,0.00234811
227,0.00211416
228,0.00135031
229,0.00150811
230,0.00167902
231,0.00165791
232,0.00204791
233,0.00195271
234,0.00168534
235,0.002305
236,0.00194009
237,0.00181408
238,0.00164908
239,0.00152449
240,0.00253024
241,0.00246838
242,0.00160568
243,0.00158893
244,0.00149612
245,0.00181159
246,0.00116717
247,0.00142267
248,0.00192994
249,0.00171079
250,0.00177657
251,0.00185724
252,0.00121153
253,0.00192635
254,0.00203337
255,0.00147073
256,0.00199485
257,0.00186307
258,0.00169023
259,0.00208422
260,0.00172584
261,0.00176769
262,0.00205247
263,0.00190471
264,0.00112896
265,0.00209492
266,0.0017602
267,0.00193112
268,0.00166176
269,0.0016228
270,0.00159533
271,0.001599
272,0.00144075
273,0.00166701
274,0.0012851
275,0.00198632
276,0.00237055
277,0.00188614
278,0.00180206
279,0.00171392
280,0.00209832
281,0.00274734
282,0.00124969
283,0.00136212
284,0.00188282
285,0.00125174
286,0.00121002
287,0.00167564
288,0.00171959
289,0.00153295
290,0.00164704
291,0.00161211
292,0.00236332
293,0.00170494
294,0.0012637
295,0.00188618
296,0.00119888
297,0.00179562
298,0.00210418
