pose,start,finish_time,goal_state
0,1514830355.10392,1514830376.524212,4
1,1514858252.743502,1514858265.080075,3
2,1514893396.547185,1514893408.238395,3
3,1514927443.259235,1514927454.951241,3
4,1514962410.131958,1514962421.824279,3
5,1514998060.702042,1514998072.73147,3
6,1515033409.09015,1515033421.425459,3
7,1515071353.894034,1515071385.264159,3
8,1515107294.85055,1515107316.205848,4
8,1515122301.644045,1515122322.959785,4
9,1515146831.408785,1515146852.762599,4
10,1515175114.768418,1515175129.465175,3
11,1515202569.084244,1515202582.113975,3
12,1515238141.835972,1515238152.524277,3
13,1515272014.828888,1515272025.856333,3
14,1515306857.378058,1515306868.067985,3
15,1515342629.342952,1515342640.36875,3
16,1515376218.131239,1515376229.466873,3
17,1515412141.422041,1515412153.113616,3
18,1515449059.436363,1515449076.10661,3
19,1515486024.690814,1515486042.69463,3
20,1515513623.62028,1515513649.296097,3
21,1515547826.76048,1515547839.790458,3
22,1515579816.480272,1515579826.165374,3
23,1515612172.089923,1515612182.112026,3
24,1515646250.174834,1515646260.513129,3
25,1515680650.729714,1515680660.755046,3
26,1515713302.574047,1515713313.262829,3
27,1515747328.060487,1515747340.396893,3
28,1515781559.204181,1515781580.461469,4
29,1515815632.752273,1515815653.906757,4
30,1515842996.65644,1515843017.972011,4
