episode,loss
10,0.026512
11,0.0283624
12,0.0161723
13,0.0261306
14,0.0181937
15,0.0141746
16,0.024179
17,0.0181859
18,0.0221813
19,0.0241571
20,0.0301831
21,0.0201792
22,0.0301865
23,0.0221494
24,0.0321808
25,0.026181
26,0.0262005
27,0.0242106
28,0.0161632
29,0.0141652
30,0.0221749
31,0.0161871
32,0.0221621
33,0.0221836
34,0.018195
35,0.0241656
36,0.0201699
37,0.0141663
38,0.0221948
39,0.0161834
40,0.02417
41,0.0181527
42,0.0241791
43,0.0241866
44,0.0141645
45,0.0241951
46,0.0161887
47,0.010148
48,0.00817616
49,0.0221414
50,0.012163
51,0.0241836
52,0.030177
53,0.00617602
54,0.026144
55,0.0261634
56,0.0101911
57,0.0281562
58,0.0141815
59,0.0121668
60,0.0281659
61,0.0261633
62,0.0241638
63,0.0241771
64,0.0261701
65,0.0081653
66,0.0221691
67,0.0201838
68,0.0181571
69,0.0301837
70,0.0301718
71,0.0101577
72,0.0142164
73,0.0141512
74,0.0201605
75,0.016146
76,0.0121894
77,0.0201881
78,0.020206
79,0.0121988
80,0.0181672
81,0.0241556
82,0.0141755
83,0.020158
84,0.0121527
85,0.0121729
86,0.0241579
87,0.0121694
88,0.0181919
89,0.0321874
90,0.0181517
91,0.024159
92,0.024167
93,0.0261601
94,0.0161522
95,0.0181526
96,0.0281652
97,0.0101604
98,0.0121782
99,0.026168
100,0.0141655
101,0.034144
102,0.0121621
103,0.0201811
104,0.0121516
105,0.0221689
106,0.0261711
107,0.0201758
108,0.0201697
109,0.0141838
110,0.0201527
111,0.0241651
112,0.0161384
113,0.0141753
114,0.0261757
115,0.0161852
116,0.0121559
117,0.0241795
118,0.02019
119,0.0321361
120,0.0181632
121,0.0221618
122,0.0101605
123,0.0221871
124,0.0141847
125,0.00617698
126,0.0221485
127,0.0181661
128,0.0201712
129,0.0201452
130,0.022155
131,0.0181741
132,0.0201735
133,0.00616815
134,0.0181619
135,0.0301578
136,0.0201782
137,0.030151
138,0.0161594
139,0.030163
140,0.0221578
141,0.0361686
142,0.032177
143,0.0101508
144,0.0241604
145,0.012159
146,0.0221872
147,0.0161715
148,0.0141667
149,0.01017
150,0.0241943
151,0.0281631
152,0.0261621
153,0.0221533
154,0.0121824
155,0.0221682
156,0.030187
157,0.0241638
158,0.0321672
159,0.0261438
160,0.0181713
161,0.0141744
162,0.0201702
163,0.0221539
164,0.0201807
165,0.0181651
166,0.0221604
167,0.0161317
168,0.0141561
169,0.0221551
170,0.0281605
171,0.0201597
172,0.0221803
173,0.0141868
174,0.0301624
175,0.0221785
176,0.0221628
177,0.0221352
178,0.0201712
179,0.0181587
180,0.018156
181,0.0161425
182,0.028141
183,0.0121692
184,0.0241526
185,0.0201319
186,0.0121842
187,0.0201552
188,0.0141634
189,0.0141394
190,0.0201732
191,0.0141649
192,0.0221557
193,0.0201647
194,0.0181852
195,0.0241735
196,0.0201884
197,0.0221433
198,0.0281567
199,0.020196
200,0.0201844
201,0.0241662
202,0.0221875
203,0.0261427
204,0.0181846
205,0.0141639
206,0.0181573
207,0.0261668
208,0.0141704
209,0.0121854
210,0.00416312
211,0.0241644
212,0.0182045
213,0.0121605
214,0.0181729
215,0.0141515
216,0.0281467
217,0.0281505
218,0.0241495
219,0.0201579
220,0.0261762
221,0.0161647
222,0.0181587
223,0.0201762
224,0.0121545
225,0.0241696
226,0.018151
227,0.018142
228,0.0281713
229,0.0221522
230,0.0221551
231,0.0261464
232,0.0361678
233,0.0161448
234,0.0241573
235,0.016194
236,0.0161508
237,0.0121678
238,0.0221622
239,0.0261491
240,0.0221554
241,0.024158
242,0.0181847
243,0.0261506
244,0.032162
245,0.016154
246,0.0201446
247,0.0221588
248,0.0221424
249,0.0261538
250,0.0261425
251,0.0161718
252,0.0141994
253,0.0321642
254,0.0241554
255,0.0281499
256,0.0201448
257,0.01615
258,0.0161385
259,0.0241731
260,0.0181588
261,0.0221719
262,0.0221718
263,0.0161644
264,0.0181678
265,0.0121621
266,0.016134
267,0.0181528
268,0.0261821
269,0.0221463
270,0.0221358
271,0.0301517
272,0.0161662
273,0.0221984
274,0.0201762
275,0.0261548
276,0.0181761
277,0.028163
278,0.0261523
279,0.0301346
280,0.0141562
281,0.0241548
282,0.0141786
283,0.0241659
284,0.0221351
285,0.0201784
286,0.0161498
287,0.0201569
288,0.0161444
289,0.0241898
290,0.0181509
291,0.0222007
292,0.00818264
293,0.0241914
294,0.0101386
295,0.0181659
296,0.020175
