,actions,next_state,start,positions,rewards,possibility
1.28389984933e-26,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[574.27197165564189, 479.35119194227997, 25.684032125606571, 127.9444313777216, 1.2838998493294205e-26, 1.2838998493294205e-26, 1.2838998493294205e-26, 1.2838998493294205e-26, 1.2838998493294205e-26]",0,"[1.0, 11.0, 10.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[5.1918306197457644, 4.3336786727768351, 0.23220207673345886, 1.1567094499453268, -100.0, -100.0, -100.0, -100.0, 1.1607375737349327e-28]","[1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, -1.0, 1.0]"
574.271971656,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[12.477198785771721, 3146.114092304641, 479.35119194227997, 25.684032125606571, 1.2838998493294205e-26, 574.27197165564189, 574.27197165564189, 574.27197165564189, 574.27197165564189]",1,"[2.0, 12.0, 11.0, 10.0, 0.0, 1.0, 1.0, 1.0, 1.0]","[0.1128028284540219, 28.443128489362369, 4.3336786727768351, 0.23220207673345886, 1.1607375737349327e-28, -100.0, -100.0, -100.0, 5.1918306197457644]","[1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0]"
12.4771987858,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[64.443129885534447, 325.21225870801084, 3146.114092304641, 479.35119194227997, 574.27197165564189, 12.477198785771721, 12.477198785771721, 12.477198785771721, 12.477198785771721]",2,"[3.0, 13.0, 12.0, 11.0, 1.0, 2.0, 2.0, 2.0, 2.0]","[0.58261212715531641, 2.9401521335075658, 28.443128489362369, 4.3336786727768351, 5.1918306197457644, -100.0, -100.0, -100.0, 0.1128028284540219]","[1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0]"
64.4431298855,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[1340.702134764713, 5286.8242088175984, 325.21225870801084, 3146.114092304641, 12.477198785771721, 64.443129885534447, 64.443129885534447, 64.443129885534447, 64.443129885534447]",3,"[4.0, 14.0, 13.0, 12.0, 2.0, 3.0, 3.0, 3.0, 3.0]","[12.120909148956137, 47.796683737529783, 2.9401521335075658, 28.443128489362369, 0.1128028284540219, -100.0, -100.0, -100.0, 0.58261212715531641]","[1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0]"
1340.70213476,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[58.938341581116418, 3180.1544289189965, 5286.8242088175984, 325.21225870801084, 64.443129885534447, 1340.702134764713, 1340.702134764713, 1340.702134764713, 1340.702134764713]",4,"[5.0, 15.0, 14.0, 13.0, 3.0, 4.0, 4.0, 4.0, 4.0]","[0.53284489162108128, 28.750877553679999, 47.796683737529783, 2.9401521335075658, 0.58261212715531641, -100.0, -100.0, -100.0, 12.120909148956137]","[1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0]"
58.9383415811,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[2.8294340447303736, 181.57478361529255, 3180.1544289189965, 5286.8242088175984, 1340.702134764713, 58.938341581116418, 58.938341581116418, 58.938341581116418, 58.938341581116418]",5,"[6.0, 16.0, 15.0, 14.0, 4.0, 5.0, 5.0, 5.0, 5.0]","[0.025580113665709215, 1.6415663098265816, 28.750877553679999, 47.796683737529783, 12.120909148956137, -100.0, -100.0, -100.0, 0.53284489162108128]","[1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0]"
2.82943404473,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[633.98651443634731, 3017.3388040072241, 181.57478361529255, 3180.1544289189965, 58.938341581116418, 2.8294340447303736, 2.8294340447303736, 2.8294340447303736, 2.8294340447303736]",6,"[7.0, 17.0, 16.0, 15.0, 5.0, 6.0, 6.0, 6.0, 6.0]","[5.7316929270758017, 27.278907496787053, 1.6415663098265816, 28.750877553679999, 0.53284489162108128, -100.0, -100.0, -100.0, 0.025580113665709215]","[1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0]"
633.986514436,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[404.09910051352318, 7.1987105590002861e-25, 3017.3388040072241, 181.57478361529255, 2.8294340447303736, 633.98651443634731, 633.98651443634731, 633.98651443634731, 633.98651443634731]",7,"[8.0, 18.0, 17.0, 16.0, 6.0, 7.0, 7.0, 7.0, 7.0]","[3.6533457786720791, 6.5081507974615513e-27, 27.278907496787053, 1.6415663098265816, 0.025580113665709215, -100.0, -100.0, -100.0, 5.7316929270758017]","[1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0]"
404.099100514,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[404.09910051352318, 404.09910051352318, 7.1987105590002861e-25, 3017.3388040072241, 633.98651443634731, 404.09910051352318, 404.09910051352318, 404.09910051352318, 404.09910051352318]",8,"[8.0, 8.0, 18.0, 17.0, 7.0, 8.0, 8.0, 8.0, 8.0]","[-100.0, -100.0, 6.5081507974615513e-27, 27.278907496787053, 5.7316929270758017, -100.0, -100.0, -100.0, 3.6533457786720791]","[-1.0, -1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0]"
127.944431378,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[25.684032125606571, 5337.5990495710685, 578.28889403181529, 127.9444313777216, 127.9444313777216, 127.9444313777216, 127.9444313777216, 1.2838998493294205e-26, 127.9444313777216]",9,"[10.0, 20.0, 19.0, 9.0, 9.0, 9.0, 9.0, 0.0, 9.0]","[0.23220207673345886, 48.255724724984859, 5.2281464798592792, -100.0, -100.0, -100.0, -100.0, 1.1607375737349327e-28, 1.1567094499453268]","[1.0, 1.0, 1.0, -1.0, -1.0, -1.0, -1.0, 1.0, 1.0]"
25.6840321256,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[479.35119194227997, -2.3655479548822377e-14, 5337.5990495710685, 578.28889403181529, 127.9444313777216, 25.684032125606571, 1.2838998493294205e-26, 574.27197165564189, 25.684032125606571]",10,"[11.0, 21.0, 20.0, 19.0, 9.0, 10.0, 0.0, 1.0, 10.0]","[4.3336786727768351, 0.0, 48.255724724984859, 5.2281464798592792, 1.1567094499453268, -100.0, 1.1607375737349327e-28, 5.1918306197457644, 0.23220207673345886]","[1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0]"
479.351191942,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[3146.114092304641, 4284.1481625092929, -2.3655479548822377e-14, 5337.5990495710685, 25.684032125606571, 1.2838998493294205e-26, 574.27197165564189, 12.477198785771721, 479.35119194227997]",11,"[12.0, 22.0, 21.0, 20.0, 10.0, 0.0, 1.0, 2.0, 11.0]","[28.443128489362369, 38.731772935944193, 0.0, 48.255724724984859, 0.23220207673345886, 1.1607375737349327e-28, 5.1918306197457644, 0.1128028284540219, 4.3336786727768351]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
3146.1140923,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[325.21225870801084, 2621.1562207564284, 4284.1481625092929, -2.3655479548822377e-14, 479.35119194227997, 574.27197165564189, 12.477198785771721, 64.443129885534447, 3146.114092304641]",12,"[13.0, 23.0, 22.0, 21.0, 11.0, 1.0, 2.0, 3.0, 12.0]","[2.9401521335075658, 23.697132713662391, 38.731772935944193, 0.0, 4.3336786727768351, 5.1918306197457644, 0.1128028284540219, 0.58261212715531641, 28.443128489362369]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
325.212258708,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[5286.8242088175984, 4223.833453178946, 2621.1562207564284, 4284.1481625092929, 3146.114092304641, 12.477198785771721, 64.443129885534447, 1340.702134764713, 325.21225870801084]",13,"[14.0, 24.0, 23.0, 22.0, 12.0, 2.0, 3.0, 4.0, 13.0]","[47.796683737529783, 38.186484692432046, 23.697132713662391, 38.731772935944193, 28.443128489362369, 0.1128028284540219, 0.58261212715531641, 12.120909148956137, 2.9401521335075658]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5286.82420882,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[3180.1544289189965, 3769.4753972446961, 4223.833453178946, 2621.1562207564284, 325.21225870801084, 64.443129885534447, 1340.702134764713, 58.938341581116418, 5286.8242088175984]",14,"[15.0, 25.0, 24.0, 23.0, 13.0, 3.0, 4.0, 5.0, 14.0]","[28.750877553679999, 34.078761899820947, 38.186484692432046, 23.697132713662391, 2.9401521335075658, 0.58261212715531641, 12.120909148956137, 0.53284489162108128, 47.796683737529783]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
3180.15442892,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[181.57478361529255, 13.150521349950953, 3769.4753972446961, 4223.833453178946, 5286.8242088175984, 1340.702134764713, 58.938341581116418, 2.8294340447303736, 3180.1544289189965]",15,"[16.0, 26.0, 25.0, 24.0, 14.0, 4.0, 5.0, 6.0, 15.0]","[1.6415663098265816, 0.11889014749136416, 34.078761899820947, 38.186484692432046, 47.796683737529783, 12.120909148956137, 0.53284489162108128, 0.025580113665709215, 28.750877553679999]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
181.574783615,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[3017.3388040072241, 5115.7680029264793, 13.150521349950953, 3769.4753972446961, 3180.1544289189965, 58.938341581116418, 2.8294340447303736, 633.98651443634731, 181.57478361529255]",16,"[17.0, 27.0, 26.0, 25.0, 15.0, 5.0, 6.0, 7.0, 16.0]","[27.278907496787053, 46.250212916600375, 0.11889014749136416, 34.078761899820947, 28.750877553679999, 0.53284489162108128, 0.025580113665709215, 5.7316929270758017, 1.6415663098265816]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
3017.33880401,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[7.1987105590002861e-25, 9.8595398565004189, 5115.7680029264793, 13.150521349950953, 181.57478361529255, 2.8294340447303736, 633.98651443634731, 404.09910051352318, 3017.3388040072241]",17,"[18.0, 28.0, 27.0, 26.0, 16.0, 6.0, 7.0, 8.0, 17.0]","[6.5081507974615513e-27, 0.089137313764422729, 46.250212916600375, 0.11889014749136416, 1.6415663098265816, 0.025580113665709215, 5.7316929270758017, 3.6533457786720791, 27.278907496787053]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
7.198710559e-25,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[7.1987105590002861e-25, 7.1987105590002861e-25, 9.8595398565004189, 5115.7680029264793, 3017.3388040072241, 633.98651443634731, 404.09910051352318, 7.1987105590002861e-25, 7.1987105590002861e-25]",18,"[18.0, 18.0, 28.0, 27.0, 17.0, 7.0, 8.0, 18.0, 18.0]","[-100.0, -100.0, 0.089137313764422729, 46.250212916600375, 27.278907496787053, 5.7316929270758017, 3.6533457786720791, -100.0, 6.5081507974615513e-27]","[-1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0]"
578.288894032,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[5337.5990495710685, 8832.7212456092548, 976.06984103881314, 578.28889403181529, 578.28889403181529, 578.28889403181529, 127.9444313777216, 25.684032125606571, 578.28889403181529]",19,"[20.0, 30.0, 29.0, 19.0, 19.0, 19.0, 9.0, 10.0, 19.0]","[48.255724724984859, 79.854136858574563, 8.824371618043088, -100.0, -100.0, -100.0, 1.1567094499453268, 0.23220207673345886, 5.2281464798592792]","[1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, 1.0]"
5337.59904957,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[-2.3655479548822377e-14, 1778.0356752122755, 8832.7212456092548, 976.06984103881314, 578.28889403181529, 127.9444313777216, 25.684032125606571, 479.35119194227997, 5337.5990495710685]",20,"[21.0, 31.0, 30.0, 29.0, 19.0, 9.0, 10.0, 11.0, 20.0]","[0.0, 16.074718107786889, 79.854136858574563, 8.824371618043088, 5.2281464798592792, 1.1567094499453268, 0.23220207673345886, 4.3336786727768351, 48.255724724984859]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
