,actions,next_state,start,positions,rewards,possibility
7954.8005803,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[4840.9176949092262, 1003.2939577212074, 5225.8059294987697, 353.67905862771482, 539.73390404764643, 2828.0058306354808, 5367.3194107563686, 520.23816169116617, 7954.8005803023661]",231,"[232.0, 246.0, 245.0, 244.0, 230.0, 216.0, 217.0, 218.0, 231.0]","[17.859184029684624, 3.701366673855349, 19.279119307581134, 1.3047979316236684, 1.9911941757621243, 10.433120277887152, 19.801192902659718, 1.9192701992595187, 29.346966099518845]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4840.91769491,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[3833.6107559571492, 1202.3178603446347, 1003.2939577212074, 5225.8059294987697, 7954.8005803023661, 5367.3194107563686, 520.23816169116617, 810.77613618007808, 4840.9176949092262]",232,"[233.0, 247.0, 246.0, 245.0, 231.0, 217.0, 218.0, 219.0, 232.0]","[14.143012607055059, 4.4356085526205424, 3.701366673855349, 19.279119307581134, 29.346966099518845, 19.801192902659718, 1.9192701992595187, 2.9911271241285107, 17.859184029684624]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
3833.61075596,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[2084.1954157750629, 584.74789648135982, 1202.3178603446347, 1003.2939577212074, 4840.9176949092262, 520.23816169116617, 810.77613618007808, 1397.3265986048805, 3833.6107559571492]",233,"[234.0, 248.0, 247.0, 246.0, 232.0, 218.0, 219.0, 220.0, 233.0]","[7.689044067676484, 2.1572604519208629, 4.4356085526205424, 3.701366673855349, 17.859184029684624, 1.9192701992595187, 2.9911271241285107, 5.1550376285680182, 14.143012607055059]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
2084.19541578,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[356.01840599173744, 18.113021120318265, 584.74789648135982, 1202.3178603446347, 3833.6107559571492, 810.77613618007808, 1397.3265986048805, 3242.2899632248409, 2084.1954157750629]",234,"[235.0, 249.0, 248.0, 247.0, 233.0, 219.0, 220.0, 221.0, 234.0]","[1.3134282859730873, 0.066822821189773188, 2.1572604519208629, 4.4356085526205424, 14.143012607055059, 2.9911271241285107, 5.1550376285680182, 11.961503330603023, 7.689044067676484]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
356.018405992,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[4045.8996109708119, 4265.3052986838393, 18.113021120318265, 584.74789648135982, 2084.1954157750629, 1397.3265986048805, 3242.2899632248409, 7789.3216625243222, 356.01840599173744]",235,"[236.0, 250.0, 249.0, 248.0, 234.0, 220.0, 221.0, 222.0, 235.0]","[14.926191741277282, 15.735626398294301, 0.066822821189773188, 2.1572604519208629, 7.689044067676484, 5.1550376285680182, 11.961503330603023, 28.736478867162266, 1.3134282859730873]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4045.89961097,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[1773.2832490996047, 1535.7691559324692, 4265.3052986838393, 18.113021120318265, 356.01840599173744, 3242.2899632248409, 7789.3216625243222, 4657.762238106362, 4045.8996109708119]",236,"[237.0, 251.0, 250.0, 249.0, 235.0, 221.0, 222.0, 223.0, 236.0]","[6.5420223764041427, 5.6657819263803217, 15.735626398294301, 0.066822821189773188, 1.3134282859730873, 11.961503330603023, 28.736478867162266, 17.18348425223888, 14.926191741277282]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
1773.2832491,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[6034.1849713569009, 3863.344999525943, 1535.7691559324692, 4265.3052986838393, 4045.8996109708119, 7789.3216625243222, 4657.762238106362, 8820.6108346263663, 1773.2832490996047]",237,"[238.0, 252.0, 251.0, 250.0, 236.0, 222.0, 223.0, 224.0, 237.0]","[22.261403036442424, 14.252708611272812, 5.6657819263803217, 15.735626398294301, 14.926191741277282, 28.736478867162266, 17.18348425223888, 32.541125893439968, 6.5420223764041427]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
6034.18497136,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[617.01941736611218, 1.5632353024189611, 3863.344999525943, 1535.7691559324692, 1773.2832490996047, 4657.762238106362, 8820.6108346263663, 3039.0995480755473, 6034.1849713569009]",238,"[239.0, 253.0, 252.0, 251.0, 237.0, 223.0, 224.0, 225.0, 238.0]","[2.2763170165479982, 0.0057671104338251761, 14.252708611272812, 5.6657819263803217, 6.5420223764041427, 17.18348425223888, 32.541125893439968, 11.211890293175149, 22.261403036442424]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
617.019417366,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[5639.6059544803011, 2736.1117158559655, 1.5632353024189611, 3863.344999525943, 6034.1849713569009, 8820.6108346263663, 3039.0995480755473, 368.74319393915891, 617.01941736611218]",239,"[240.0, 254.0, 253.0, 252.0, 238.0, 224.0, 225.0, 226.0, 239.0]","[20.805716383463011, 10.094103171932595, 0.0057671104338251761, 14.252708611272812, 22.261403036442424, 32.541125893439968, 11.211890293175149, 1.360372758904469, 2.2763170165479982]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5639.60595448,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[4057.6890955365575, 115.45492144025737, 2736.1117158559655, 1.5632353024189611, 617.01941736611218, 3039.0995480755473, 368.74319393915891, 523.67040100152008, 5639.6059544803011]",240,"[241.0, 255.0, 254.0, 253.0, 239.0, 225.0, 226.0, 227.0, 240.0]","[14.969685679357699, 0.42593797686390972, 10.094103171932595, 0.0057671104338251761, 2.2763170165479982, 11.211890293175149, 1.360372758904469, 1.9319324664866584, 20.805716383463011]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4057.68909554,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[1025.3319715581092, 230.6615378663308, 115.45492144025737, 2736.1117158559655, 5639.6059544803011, 368.74319393915891, 523.67040100152008, 1154.5760044174085, 4057.6890955365575]",241,"[242.0, 256.0, 255.0, 254.0, 240.0, 226.0, 227.0, 228.0, 241.0]","[3.7826696353115743, 0.85095990325489612, 0.42593797686390972, 10.094103171932595, 20.805716383463011, 1.360372758904469, 1.9319324664866584, 4.2594786027518099, 14.969685679357699]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
1025.33197156,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[10.780980043498213, 0.069036912116699184, 230.6615378663308, 115.45492144025737, 4057.6890955365575, 523.67040100152008, 1154.5760044174085, 1.7908220478542096, 1025.3319715581092]",242,"[243.0, 257.0, 256.0, 255.0, 241.0, 227.0, 228.0, 229.0, 242.0]","[0.039773348516061124, 0.00025469198115676996, 0.85095990325489612, 0.42593797686390972, 14.969685679357699, 1.9319324664866584, 4.2594786027518099, 0.0066067267680833246, 3.7826696353115743]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
10.7809800435,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[10.780980043498213, 10.780980043498213, 0.069036912116699184, 230.6615378663308, 1025.3319715581092, 1154.5760044174085, 1.7908220478542096, 10.780980043498213, 10.780980043498213]",243,"[243.0, 243.0, 257.0, 256.0, 242.0, 228.0, 229.0, 243.0, 243.0]","[-100.0, -100.0, 0.00025469198115676996, 0.85095990325489612, 3.7826696353115743, 4.2594786027518099, 0.0066067267680833246, -100.0, 0.039773348516061124]","[-1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0]"
353.679058628,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[5225.8059294987697, 5774.5474475573619, 2684.8643068129491, 353.67905862771482, 353.67905862771482, 353.67905862771482, 539.73390404764643, 7954.8005803023661, 353.67905862771482]",244,"[245.0, 259.0, 258.0, 244.0, 244.0, 244.0, 230.0, 231.0, 244.0]","[19.279119307581134, 21.303544504076999, 9.905040484478473, -100.0, -100.0, -100.0, 1.9911941757621243, 29.346966099518845, 1.3047979316236684]","[1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, 1.0]"
5225.8059295,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[1003.2939577212074, 2766.4119707521281, 5774.5474475573619, 2684.8643068129491, 353.67905862771482, 539.73390404764643, 7954.8005803023661, 4840.9176949092262, 5225.8059294987697]",245,"[246.0, 260.0, 259.0, 258.0, 244.0, 230.0, 231.0, 232.0, 245.0]","[3.701366673855349, 10.205887313378748, 21.303544504076999, 9.905040484478473, 1.3047979316236684, 1.9911941757621243, 29.346966099518845, 17.859184029684624, 19.279119307581134]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
