,actions,next_state,start,positions,rewards,possibility
1232.33917684,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[115.45059545372941, 2002.5638831847568, 1032.3234926582766, 87.036196516627655, 1232.3391768440465, 1232.3391768440465, 1232.3391768440465, 1232.3391768440465, 1232.3391768440465]",300,"[301.0, 319.0, 318.0, 317.0, 300.0, 300.0, 300.0, 300.0, 300.0]","[0.56126739177981977, 9.7355392856162908, 5.018679305379262, 0.42312972763230056, -100.0, -100.0, -100.0, -100.0, 5.9910630417887978]","[1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, -1.0, 1.0]"
115.450595454,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[75.024311300576272, 104.5231639319784, 2002.5638831847568, 1032.3234926582766, 1232.3391768440465, 115.45059545372941, 115.45059545372941, 115.45059545372941, 115.45059545372941]",301,"[302.0, 320.0, 319.0, 318.0, 300.0, 301.0, 301.0, 301.0, 301.0]","[0.36473349798033861, 0.50814327436005424, 9.7355392856162908, 5.018679305379262, 5.9910630417887978, -100.0, -100.0, -100.0, 0.56126739177981977]","[1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0]"
75.0243113006,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[301.91709085730224, 37.896769453180973, 104.5231639319784, 2002.5638831847568, 115.45059545372941, 75.024311300576272, 75.024311300576272, 75.024311300576272, 75.024311300576272]",302,"[303.0, 321.0, 320.0, 319.0, 301.0, 302.0, 302.0, 302.0, 302.0]","[1.4677812397004399, 0.18423656339124531, 0.50814327436005424, 9.7355392856162908, 0.56126739177981977, -100.0, -100.0, -100.0, 0.36473349798033861]","[1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0]"
301.917090857,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[585.27348959674362, 0.025093933370713285, 37.896769453180973, 104.5231639319784, 75.024311300576272, 301.91709085730224, 301.91709085730224, 301.91709085730224, 301.91709085730224]",303,"[304.0, 322.0, 321.0, 320.0, 302.0, 303.0, 303.0, 303.0, 303.0]","[2.8453289798361658, 0.00012199509649234864, 0.18423656339124531, 0.50814327436005424, 0.36473349798033861, -100.0, -100.0, -100.0, 1.4677812397004399]","[1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0]"
585.273489597,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[439.99147483631651, 6.0953571453580826e-26, 0.025093933370713285, 37.896769453180973, 301.91709085730224, 585.27348959674362, 585.27348959674362, 585.27348959674362, 585.27348959674362]",304,"[305.0, 323.0, 322.0, 321.0, 303.0, 304.0, 304.0, 304.0, 304.0]","[2.1390350263347928, 2.9632806946524122e-28, 0.00012199509649234864, 0.18423656339124531, 1.4677812397004399, -100.0, -100.0, -100.0, 2.8453289798361658]","[1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0]"
439.991474836,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[589.583524814714, 127.5486994501893, 6.0953571453580826e-26, 0.025093933370713285, 585.27348959674362, 439.99147483631651, 439.99147483631651, 439.99147483631651, 439.99147483631651]",305,"[306.0, 324.0, 323.0, 322.0, 304.0, 305.0, 305.0, 305.0, 305.0]","[2.8662823773978001, 0.62008277726040384, 2.9632806946524122e-28, 0.00012199509649234864, 2.8453289798361658, -100.0, -100.0, -100.0, 2.1390350263347928]","[1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0]"
589.583524815,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[2146.9482791534174, 389.06749342076438, 127.5486994501893, 6.0953571453580826e-26, 439.99147483631651, 589.583524814714, 589.583524814714, 589.583524814714, 589.583524814714]",306,"[307.0, 325.0, 324.0, 323.0, 305.0, 306.0, 306.0, 306.0, 306.0]","[10.437469431758444, 1.8914661843048173, 0.62008277726040384, 2.9632806946524122e-28, 2.1390350263347928, -100.0, -100.0, -100.0, 2.8662823773978001]","[1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0]"
2146.94827915,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[3.7953456346388768, 2703.3376292750072, 389.06749342076438, 127.5486994501893, 589.583524814714, 2146.9482791534174, 2146.9482791534174, 2146.9482791534174, 2146.9482791534174]",307,"[308.0, 326.0, 325.0, 324.0, 306.0, 307.0, 307.0, 307.0, 307.0]","[0.018451214884469228, 13.142377086236253, 1.8914661843048173, 0.62008277726040384, 2.8662823773978001, -100.0, -100.0, -100.0, 10.437469431758444]","[1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0]"
3.79534563464,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[280.96822254824104, 504.87655812557489, 2703.3376292750072, 389.06749342076438, 2146.9482791534174, 3.7953456346388768, 3.7953456346388768, 3.7953456346388768, 3.7953456346388768]",308,"[309.0, 327.0, 326.0, 325.0, 307.0, 308.0, 308.0, 308.0, 308.0]","[1.3659375321789997, 2.454476287768339, 13.142377086236253, 1.8914661843048173, 10.437469431758444, -100.0, -100.0, -100.0, 0.018451214884469228]","[1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0]"
280.968222548,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[269.3827147107549, 108.81488533731428, 504.87655812557489, 2703.3376292750072, 3.7953456346388768, 280.96822254824104, 280.96822254824104, 280.96822254824104, 280.96822254824104]",309,"[310.0, 328.0, 327.0, 326.0, 308.0, 309.0, 309.0, 309.0, 309.0]","[1.3096141521146969, 0.52900763863597433, 2.454476287768339, 13.142377086236253, 0.018451214884469228, -100.0, -100.0, -100.0, 1.3659375321789997]","[1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0]"
