,actions,next_state,start,positions,rewards,possibility
1.28389984933e-26,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[574.27197165564189, 479.35119194227997, 25.684032125606571, 127.9444313777216, 1.2838998493294205e-26, 1.2838998493294205e-26, 1.2838998493294205e-26, 1.2838998493294205e-26, 1.2838998493294205e-26]",0,"[1.0, 11.0, 10.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.7032500984788159, 2.2564328763739963, 0.12090153411581168, 0.60226828714015312, -100.0, -100.0, -100.0, -100.0, 6.0436562559906276e-29]","[1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, -1.0, 1.0]"
574.271971656,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[12.477198785771721, 3146.114092304641, 479.35119194227997, 25.684032125606571, 1.2838998493294205e-26, 574.27197165564189, 574.27197165564189, 574.27197165564189, 574.27197165564189]",1,"[2.0, 12.0, 11.0, 10.0, 0.0, 1.0, 1.0, 1.0, 1.0]","[0.05873347561981053, 14.80959136022037, 2.2564328763739963, 0.12090153411581168, 6.0436562559906276e-29, -100.0, -100.0, -100.0, 2.7032500984788159]","[1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0]"
12.4771987858,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[64.443129885534447, 325.21225870801084, 3146.114092304641, 479.35119194227997, 574.27197165564189, 12.477198785771721, 12.477198785771721, 12.477198785771721, 12.477198785771721]",2,"[3.0, 13.0, 12.0, 11.0, 1.0, 2.0, 2.0, 2.0, 2.0]","[0.3033508612776516, 1.5308601390459511, 14.80959136022037, 2.2564328763739963, 2.7032500984788159, -100.0, -100.0, -100.0, 0.05873347561981053]","[1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0]"
64.4431298855,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[1340.702134764713, 5286.8242088175984, 325.21225870801084, 3146.114092304641, 12.477198785771721, 64.443129885534447, 64.443129885534447, 64.443129885534447, 64.443129885534447]",3,"[4.0, 14.0, 13.0, 12.0, 2.0, 3.0, 3.0, 3.0, 3.0]","[6.3110396409991028, 24.886480219334512, 1.5308601390459511, 14.80959136022037, 0.05873347561981053, -100.0, -100.0, -100.0, 0.3033508612776516]","[1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0]"
1340.70213476,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[58.938341581116418, 3180.1544289189965, 5286.8242088175984, 325.21225870801084, 64.443129885534447, 1340.702134764713, 1340.702134764713, 1340.702134764713, 1340.702134764713]",4,"[5.0, 15.0, 14.0, 13.0, 3.0, 4.0, 4.0, 4.0, 4.0]","[0.27743836639631297, 14.969828230286852, 24.886480219334512, 1.5308601390459511, 0.3033508612776516, -100.0, -100.0, -100.0, 6.3110396409991028]","[1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0]"
58.9383415811,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[2.8294340447303736, 181.57478361529255, 3180.1544289189965, 5286.8242088175984, 1340.702134764713, 58.938341581116418, 58.938341581116418, 58.938341581116418, 58.938341581116418]",5,"[6.0, 16.0, 15.0, 14.0, 4.0, 5.0, 5.0, 5.0, 5.0]","[0.013318894596240484, 0.85472054342857462, 14.969828230286852, 24.886480219334512, 6.3110396409991028, -100.0, -100.0, -100.0, 0.27743836639631297]","[1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0]"
2.82943404473,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[633.98651443634731, 3017.3388040072241, 181.57478361529255, 3180.1544289189965, 58.938341581116418, 2.8294340447303736, 2.8294340447303736, 2.8294340447303736, 2.8294340447303736]",6,"[7.0, 17.0, 16.0, 15.0, 5.0, 6.0, 6.0, 6.0, 6.0]","[2.9843422492713603, 14.20341200974987, 0.85472054342857462, 14.969828230286852, 0.27743836639631297, -100.0, -100.0, -100.0, 0.013318894596240484]","[1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0]"
633.986514436,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[404.09910051352318, 7.1987105590002861e-25, 3017.3388040072241, 181.57478361529255, 2.8294340447303736, 633.98651443634731, 633.98651443634731, 633.98651443634731, 633.98651443634731]",7,"[8.0, 18.0, 17.0, 16.0, 6.0, 7.0, 7.0, 7.0, 7.0]","[1.90220137352171, 3.3886235073312989e-27, 14.20341200974987, 0.85472054342857462, 0.013318894596240484, -100.0, -100.0, -100.0, 2.9843422492713603]","[1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0]"
404.099100514,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[404.09910051352318, 404.09910051352318, 7.1987105590002861e-25, 3017.3388040072241, 633.98651443634731, 404.09910051352318, 404.09910051352318, 404.09910051352318, 404.09910051352318]",8,"[8.0, 8.0, 18.0, 17.0, 7.0, 8.0, 8.0, 8.0, 8.0]","[-100.0, -100.0, 3.3886235073312989e-27, 14.20341200974987, 2.9843422492713603, -100.0, -100.0, -100.0, 1.90220137352171]","[-1.0, -1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0]"
127.944431378,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[25.684032125606571, 5337.5990495710685, 578.28889403181529, 127.9444313777216, 127.9444313777216, 127.9444313777216, 127.9444313777216, 1.2838998493294205e-26, 127.9444313777216]",9,"[10.0, 20.0, 19.0, 9.0, 9.0, 9.0, 9.0, 0.0, 9.0]","[0.12090153411581168, 25.125490827620595, 2.7221588148099758, -100.0, -100.0, -100.0, -100.0, 6.0436562559906276e-29, 0.60226828714015312]","[1.0, 1.0, 1.0, -1.0, -1.0, -1.0, -1.0, 1.0, 1.0]"
