,actions,next_state,start,positions,rewards,possibility
1309.30209254,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[1309.3020925375886, 1309.3020925375886, 1309.3020925375886, 1309.3020925375886, 1309.3020925375886, 1309.3020925375886, 1309.3020925375886, 1309.3020925375886, 1309.3020925375886]",321,"[321.0, 321.0, 321.0, 321.0, 321.0, 321.0, 321.0, 321.0, 321.0]","[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
17.5973507329,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[17.597350732876848, 17.597350732876848, 17.597350732876848, 17.597350732876848, 17.597350732876848, 17.597350732876848, 17.597350732876848, 17.597350732876848, 17.597350732876848]",322,"[322.0, 322.0, 322.0, 322.0, 322.0, 322.0, 322.0, 322.0, 322.0]","[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
1460.20210145,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[1460.202101446258, 1460.202101446258, 1460.202101446258, 1460.202101446258, 1460.202101446258, 1460.202101446258, 1460.202101446258, 1460.202101446258, 1460.202101446258]",323,"[323.0, 323.0, 323.0, 323.0, 323.0, 323.0, 323.0, 323.0, 323.0]","[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
4827.6887036,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[4827.6887035958571, 4827.6887035958571, 4827.6887035958571, 4827.6887035958571, 4827.6887035958571, 4827.6887035958571, 4827.6887035958571, 4827.6887035958571, 4827.6887035958571]",324,"[324.0, 324.0, 324.0, 324.0, 324.0, 324.0, 324.0, 324.0, 324.0]","[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
3909.57460407,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[3909.574604067499, 3909.574604067499, 3909.574604067499, 3909.574604067499, 3909.574604067499, 3909.574604067499, 3909.574604067499, 3909.574604067499, 3909.574604067499]",325,"[325.0, 325.0, 325.0, 325.0, 325.0, 325.0, 325.0, 325.0, 325.0]","[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
6253.43942841,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[6253.4394284070786, 6253.4394284070786, 6253.4394284070786, 6253.4394284070786, 6253.4394284070786, 6253.4394284070786, 6253.4394284070786, 6253.4394284070786, 6253.4394284070786]",326,"[326.0, 326.0, 326.0, 326.0, 326.0, 326.0, 326.0, 326.0, 326.0]","[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
-0.00206899657499,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[-0.002068996574988189, -0.002068996574988189, -0.002068996574988189, -0.002068996574988189, -0.002068996574988189, -0.002068996574988189, -0.002068996574988189, -0.002068996574988189, -0.002068996574988189]",327,"[327.0, 327.0, 327.0, 327.0, 327.0, 327.0, 327.0, 327.0, 327.0]","[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
1721.68375299,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[1721.6837529922266, 1721.6837529922266, 1721.6837529922266, 1721.6837529922266, 1721.6837529922266, 1721.6837529922266, 1721.6837529922266, 1721.6837529922266, 1721.6837529922266]",328,"[328.0, 328.0, 328.0, 328.0, 328.0, 328.0, 328.0, 328.0, 328.0]","[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
54.9513681081,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[54.951368108083457, 54.951368108083457, 54.951368108083457, 54.951368108083457, 54.951368108083457, 54.951368108083457, 54.951368108083457, 54.951368108083457, 54.951368108083457]",329,"[329.0, 329.0, 329.0, 329.0, 329.0, 329.0, 329.0, 329.0, 329.0]","[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
1313.39316541,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[1313.3931654137809, 1313.3931654137809, 1313.3931654137809, 1313.3931654137809, 1313.3931654137809, 1313.3931654137809, 1313.3931654137809, 1313.3931654137809, 1313.3931654137809]",330,"[330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0]","[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
