,actions,next_state,start,positions,rewards,possibility
1.28389984933e-26,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[574.27197165564189, 479.35119194227997, 25.684032125606571, 127.9444313777216, 1.2838998493294205e-26, 1.2838998493294205e-26, 1.2838998493294205e-26, 1.2838998493294205e-26, 1.2838998493294205e-26]",0,"[1.0, 11.0, 10.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.6513266736539096, 1.3783807122259113, 0.073854775140289347, 0.36790590993043504, -100.0, -100.0, -100.0, -100.0, 3.6918710508985687e-29]","[1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, -1.0, 1.0]"
574.271971656,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[12.477198785771721, 3146.114092304641, 479.35119194227997, 25.684032125606571, 1.2838998493294205e-26, 574.27197165564189, 574.27197165564189, 574.27197165564189, 574.27197165564189]",1,"[2.0, 12.0, 11.0, 10.0, 0.0, 1.0, 1.0, 1.0, 1.0]","[0.035878350649824191, 9.0466928135166143, 1.3783807122259113, 0.073854775140289347, 3.6918710508985687e-29, -100.0, -100.0, -100.0, 1.6513266736539096]","[1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0]"
12.4771987858,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[64.443129885534447, 325.21225870801084, 3146.114092304641, 479.35119194227997, 574.27197165564189, 12.477198785771721, 12.477198785771721, 12.477198785771721, 12.477198785771721]",2,"[3.0, 13.0, 12.0, 11.0, 1.0, 2.0, 2.0, 2.0, 2.0]","[0.18530707498561055, 0.93515216467120477, 9.0466928135166143, 1.3783807122259113, 1.6513266736539096, -100.0, -100.0, -100.0, 0.035878350649824191]","[1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0]"
64.4431298855,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[1340.702134764713, 5286.8242088175984, 325.21225870801084, 3146.114092304641, 12.477198785771721, 64.443129885534447, 64.443129885534447, 64.443129885534447, 64.443129885534447]",3,"[4.0, 14.0, 13.0, 12.0, 2.0, 3.0, 3.0, 3.0, 3.0]","[3.8552067762925422, 15.202333155438716, 0.93515216467120477, 9.0466928135166143, 0.035878350649824191, -100.0, -100.0, -100.0, 0.18530707498561055]","[1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0]"
1340.70213476,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[58.938341581116418, 3180.1544289189965, 5286.8242088175984, 325.21225870801084, 64.443129885534447, 1340.702134764713, 1340.702134764713, 1340.702134764713, 1340.702134764713]",4,"[5.0, 15.0, 14.0, 13.0, 3.0, 4.0, 4.0, 4.0, 4.0]","[0.16947798318143237, 9.1445762530816381, 15.202333155438716, 0.93515216467120477, 0.18530707498561055, -100.0, -100.0, -100.0, 3.8552067762925422]","[1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0]"
58.9383415811,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[2.8294340447303736, 181.57478361529255, 3180.1544289189965, 5286.8242088175984, 1340.702134764713, 58.938341581116418, 58.938341581116418, 58.938341581116418, 58.938341581116418]",5,"[6.0, 16.0, 15.0, 14.0, 4.0, 5.0, 5.0, 5.0, 5.0]","[0.0081360751351616696, 0.52212069933071004, 9.1445762530816381, 15.202333155438716, 3.8552067762925422, -100.0, -100.0, -100.0, 0.16947798318143237]","[1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0]"
2.82943404473,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[633.98651443634731, 3017.3388040072241, 181.57478361529255, 3180.1544289189965, 58.938341581116418, 2.8294340447303736, 2.8294340447303736, 2.8294340447303736, 2.8294340447303736]",6,"[7.0, 17.0, 16.0, 15.0, 5.0, 6.0, 6.0, 6.0, 6.0]","[1.8230366336830159, 8.6763977634901952, 0.52212069933071004, 9.1445762530816381, 0.16947798318143237, -100.0, -100.0, -100.0, 0.0081360751351616696]","[1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0]"
633.986514436,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[404.09910051352318, 7.1987105590002861e-25, 3017.3388040072241, 181.57478361529255, 2.8294340447303736, 633.98651443634731, 633.98651443634731, 633.98651443634731, 633.98651443634731]",7,"[8.0, 18.0, 17.0, 16.0, 6.0, 7.0, 7.0, 7.0, 7.0]","[1.1619923249147786, 2.0699987721356924e-27, 8.6763977634901952, 0.52212069933071004, 0.0081360751351616696, -100.0, -100.0, -100.0, 1.8230366336830159]","[1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0]"
404.099100514,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[404.09910051352318, 404.09910051352318, 7.1987105590002861e-25, 3017.3388040072241, 633.98651443634731, 404.09910051352318, 404.09910051352318, 404.09910051352318, 404.09910051352318]",8,"[8.0, 8.0, 18.0, 17.0, 7.0, 8.0, 8.0, 8.0, 8.0]","[-100.0, -100.0, 2.0699987721356924e-27, 8.6763977634901952, 1.8230366336830159, -100.0, -100.0, -100.0, 1.1619923249147786]","[-1.0, -1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0]"
127.944431378,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[25.684032125606571, 5337.5990495710685, 578.28889403181529, 127.9444313777216, 127.9444313777216, 127.9444313777216, 127.9444313777216, 1.2838998493294205e-26, 127.9444313777216]",9,"[10.0, 20.0, 19.0, 9.0, 9.0, 9.0, 9.0, 0.0, 9.0]","[0.073854775140289347, 15.348336883680936, 1.6628773872411469, -100.0, -100.0, -100.0, -100.0, 3.6918710508985687e-29, 0.36790590993043504]","[1.0, 1.0, 1.0, -1.0, -1.0, -1.0, -1.0, 1.0, 1.0]"
