pose,start,finish_time,goal_state
150,1514826559.448991,1514826584.050051,4
151,1514843205.576094,1514843226.931609,4
152,1514864148.400625,1514864157.746318,3
153,1514891821.395614,1514891829.741918,3
154,1514920409.337958,1514920416.679821,3
155,1514949350.553168,1514949357.229804,3
156,1514979383.712354,1514979389.055095,3
157,1515008695.128594,1515008699.800528,3
158,1515038259.296945,1515038262.967797,3
159,1515066685.607691,1515066691.281142,3
160,1515095038.887178,1515095044.56089,3
160,1515117165.293168,1515117169.300924,3
161,1515122725.641137,1515122729.646772,3
162,1515149913.495317,1515149918.167891,3
163,1515177293.383962,1515177298.7229,3
164,1515205496.099096,1515205503.109467,3
165,1515233644.840518,1515233666.171669,4
166,1515259930.052782,1515259954.752617,4
167,1515276031.704071,1515276056.439014,4
168,1515292062.657731,1515292087.357362,4
169,1515308065.989585,1515308090.488175,4
170,1515324011.701403,1515324036.238269,4
171,1515339954.899023,1515339975.59307,3
172,1515368611.650204,1515368620.996376,3
173,1515398950.767766,1515398959.444179,3
174,1515428553.49166,1515428560.839114,3
175,1515458194.911124,1515458201.584594,3
176,1515487631.896259,1515487638.240263,3
177,1515515600.21254,1515515604.885875,3
178,1515544255.212891,1515544259.550921,3
179,1515570174.574995,1515570178.915305,3
180,1515597253.460593,1515597259.474701,3
