pose,start,finish_time,goal_state
475,1515044730.990363,1515044740.705282,4
476,1515047942.317451,1515047963.572338,4
477,1515051990.699419,1515052026.368815,3
478,1515058259.265829,1515058346.27745,3
479,1515064642.555114,1515064669.56539,3
480,1515070989.755138,1515071025.43056,3
481,1515077456.238985,300.0,1
482,1515084655.128008,1515084703.142812,3
483,1515090756.568117,300.0,1
484,1515097724.509419,300.0,1
485,1515105499.617162,300.0,1
486,1515113202.973825,1515113241.003253,3
486,1515120279.645287,1515120305.650974,3
487,1515122187.142399,1515122256.843213,3
488,1515129711.384212,1515129738.388062,3
489,1515136224.023447,1515136249.060904,3
490,1515143196.410201,1515143220.744532,3
491,1515149768.127001,1515149800.474062,3
492,1515155938.222796,1515155963.259657,3
493,1515162445.137364,1515162454.782151,4
494,1515168508.208286,1515168517.921893,4
495,1515171370.330202,1515171380.043784,4
496,1515174216.125784,1515174225.770832,4
497,1515177044.173022,1515177053.817978,4
498,1515179852.241138,1515179861.954179,4
499,1515182641.956344,1515182663.187681,4
500,1515186075.612854,1515186110.626982,3
501,1515191349.458808,1515191393.486517,3
502,1515196909.528997,1515196949.550574,3
503,1515202549.666948,1515202576.004858,3
504,1515208402.849329,1515208424.180996,4
