,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
21,4.36,217.463289831,200.817411163,173.94662692,144.960158829,130.522019762,84.3243052915,93.3898725327,72.5031416388,4.36,4.36,289.913848473,186.56289455,163.122342657,130.550863261,108.718580811,104.426284715,81.5847883107,81.5773857242,4.36,434.804478015,87.2,434.92076128,326.606799832,237.464738389,200.848167979,163.160888993,130.581710229,4.36,4.36,4.36,261.146339375,144.995564938,174.017719824,200.837855841,186.543654309,144.998651795,4.36,63.6790485201,137.427603092,153.638496601,173.926675072,153.619950269,145.022598086,39.0174040755,4.36,11.779718854,130.567753177,79.0812569971,145.014082305
22,1.09,32.6303547236,59.3616097235,50.2021779647,38.3997118714,36.2413295975,19.232034527,25.100080901,19.7697226416,1.09,1.09,38.3948616395,65.2808562864,40.7820971625,38.4020455146,36.2469570631,31.0617594321,25.1043556397,24.167557538,1.09,81.6296929952,108.73019032,21.8,108.736254624,81.6330818341,59.3596712997,50.2087443638,34.3478445199,1.09,1.09,1.09,43.4983783936,72.4984665129,46.6323031157,50.1963187247,59.3530477013,38.4128449274,1.09,1.09,54.3663137987,43.4638893381,43.4960174164,46.6246345238,43.4964353796,24.1619273938,1.09,12.8210843436,46.629770418,34.3488999981,38.4077138844
23,14.715,587.059311942,489.15296369,733.945759953,677.626569023,587.092091731,326.187864393,383.136978372,293.626947167,14.715,14.715,880.995243176,463.772852292,978.468002905,550.634003492,518.315222797,366.949599888,383.083709243,366.970468921,14.715,801.303698379,1102.29794943,1467.93943742,294.3,1468.13952029,978.657753765,801.464254572,129.747682532,14.715,14.715,14.715,489.357335048,629.594531065,881.387900991,550.768271312,881.043598817,734.012621451,14.715,14.715,677.962679374,801.664025071,338.931832532,629.6326507,463.77774863,284.61071193,14.715,149.574041833,629.600182884,629.652980918,419.48945351
24,3.26,139.436072544,150.168232869,102.709625875,177.559235981,130.080108003,84.8550386452,92.9242582095,69.8354989419,3.26,3.26,162.56712953,195.249907005,121.982203542,177.537034547,130.079742942,121.981953253,78.072658156,81.3187715489,3.26,139.472603927,177.553909897,244.150318146,325.255510442,65.2,325.126895241,244.152497918,130.098301758,3.26,3.26,3.26,92.915664144,114.852044269,130.067233118,195.199302655,114.857953465,139.48585724,3.26,59.1229520384,121.986926586,150.13016203,177.529981048,114.820410265,51.3569096172,88.708833705,3.26,88.7098236009,108.402761,122.008244688,139.492538206
25,2.32,51.4264239088,92.5599926073,86.8038337258,73.0971570243,115.68479282,53.419313811,73.1194244035,55.6681717027,2.32,2.32,99.2563694776,115.700363571,115.711645354,86.8124916751,138.921445263,99.2291575166,77.1373529406,63.1343621457,2.32,86.8225767235,106.87333709,126.343520565,154.297382857,231.378649374,46.4,278.132616821,38.5708817427,2.32,2.32,2.32,63.131097624,69.4556407705,77.1461256049,86.8081702288,138.902031368,44.8679735244,2.32,43.4100256842,77.1526674155,92.5557975107,106.869275926,115.708067965,49.6999627587,37.6143483641,2.32,33.0627389082,60.4029268908,86.7923711828,92.5650157781
26,3.555,112.012319984,141.826172764,152.063538759,163.758173096,118.18729881,88.6486363467,125.245297238,85.1494778932,3.555,3.555,133.023627099,152.100332202,177.302759363,133.034682564,133.019550748,236.384996444,118.213136433,118.216163665,3.555,112.043424673,133.036000085,163.754207535,193.625920829,266.246052177,426.190281379,71.1,304.173189249,3.555,3.555,3.555,85.2878963349,92.5607454869,112.009534829,125.233952247,125.226563592,101.339635875,3.555,3.555,88.6486679693,96.7408143675,106.42844113,106.41775387,96.7270079607,38.0679147447,3.555,29.1870494127,85.2943728712,88.6450104512,96.7356427789
27,48.585,1264.70692273,1615.67976313,1817.95356516,709.444944082,1531.22613682,1118.7360146,1385.3240935,560.341710227,48.585,48.585,692.343336759,1615.38211404,1264.7666569,765.439772872,1711.33599375,969.481057069,1384.64861539,765.671795606,48.585,410.276653697,1455.11752098,1531.00002385,428.392195435,1938.9036782,807.744090288,4157.0335864,971.7,48.585,48.585,48.585,646.309230566,939.631517827,1322.2475249,1531.28815556,1711.75898585,1615.44281326,48.585,291.419850516,1076.93065768,1165.59218271,1321.99927997,1454.47743971,1384.60420903,1165.74737804,48.585,355.063067504,1076.92493793,1165.63411971,1211.4811973
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,414.4,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72
30,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,249.2,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46
31,7.365,315.127883969,259.434076336,244.868199431,232.144277165,200.414920446,146.929927364,152.113589194,7.365,7.365,7.365,401.066899881,339.259899952,244.892620016,244.872353304,209.915118142,183.688880017,146.953643384,142.445418709,7.365,259.426810174,441.133667316,293.913354926,244.928085126,209.915296448,200.414023276,176.693489875,97.974014266,91.8439170833,7.365,7.365,147.3,863.999006534,551.700255303,401.083823868,315.104546945,275.62126962,7.365,441.137226576,183.720534218,367.393598744,367.394166778,315.143781482,259.415394299,93.8257492973,7.365,367.443920286,244.914773583,293.874950799,315.120731414
32,18.62,360.146238354,619.201619385,655.900299854,586.767094992,586.668801667,428.744929649,428.835485365,337.765459859,18.62,18.62,586.720015872,1014.07919869,857.50791286,696.71913338,619.150369944,557.682735565,428.812080586,242.83688246,18.62,743.051740504,619.224178702,1238.46004263,796.673473899,655.995418494,557.441392735,484.804804772,360.109887042,371.453164194,18.62,18.62,2184.3396472,372.4,2185.04857119,1395.06321232,1013.81585075,857.69513098,18.62,384.518438662,1115.01975471,655.908535216,1014.26594859,928.637117511,796.736380524,232.715267239,18.62,309.577320204,506.796643295,446.758857664,743.089883279
33,35.29,1320.74193407,755.733498704,1625.27339654,1408.4284785,1320.61172422,782.259276292,480.216548133,682.599405261,35.29,35.29,1006.08610986,1112.163031,1921.46021693,1625.35611704,1320.3717576,1112.08745143,845.171566039,755.928483686,35.29,1759.81975997,1408.50581023,1509.77429078,2113.77363411,1407.99774746,1173.48567784,1111.90337106,960.42225283,728.644457737,35.29,35.29,2643.51690559,4141.26552509,705.8,3518.87076612,2642.92311173,1921.7401198,35.29,586.760632309,1509.59698397,2346.4321586,1320.52153508,1408.15085121,1509.93315548,91.2522417718,35.29,1112.11640359,1625.53764977,1760.37805917,1173.19250636
34,4.195,156.98651646,156.976299308,114.170800702,179.483668308,156.968429016,104.606618923,114.175927472,71.7732675038,4.195,4.195,167.367087761,125.589177311,132.183229275,209.245768715,179.459485746,156.952095777,114.160392997,104.641700101,4.195,179.458799357,193.237340655,193.186749587,157.014807894,251.184378724,156.965635392,147.779586407,132.216812032,104.610546422,4.195,4.195,228.451682434,314.301298372,418.295915666,83.9,502.810672839,314.320500667,4.195,4.195,139.479195806,147.751013615,278.927590941,147.762981198,179.463778087,147.817992488,4.195,15.7300517909,125.60083188,193.209617839,228.414685386
35,7.88,262.023015943,277.578363123,214.458676197,174.714392023,362.893583045,196.500468672,224.603199818,157.246449823,7.88,7.88,314.503059545,314.424760005,235.919561069,337.12758752,429.085225978,362.915797922,235.94669341,224.587296684,7.88,277.600896289,337.147705494,429.084418244,471.805882343,277.632108376,471.787934128,277.576742928,277.630149398,189.032760989,7.88,7.88,337.138334002,429.047739199,590.145483718,944.492992126,157.6,785.970286094,7.88,92.6911447259,262.013907435,277.598844489,314.385684662,471.817567937,277.580519528,76.1977958856,7.88,104.818547443,248.329648924,294.915042305,314.483159329
36,7.345,231.489367228,119.07906753,258.762646856,209.353946867,89.9055536456,162.823969494,219.931347972,133.238047953,7.345,7.345,244.224892146,293.06458279,314.261976935,314.241477391,97.6972309468,258.713720677,112.731724888,102.473647211,7.345,231.451905672,244.269517761,258.846188983,366.382786582,314.271049518,142.049683421,209.378235021,244.219974547,191.211058913,7.345,7.345,274.872807245,338.333551936,399.976797391,550.341853968,732.608090274,146.9,7.345,125.632931649,176.224919629,219.90379647,258.769536905,244.22955824,231.478200537,175.924498883,7.345,95.7865709755,191.207350263,191.225942433,219.918348454
37,27.455,27.455,27.455,27.455,27.455,27.455,27.455,27.455,27.455,27.455,27.455,27.455,27.455,27.455,27.455,27.455,27.455,27.455,27.455,27.455,27.455,27.455,27.455,27.455,27.455,27.455,27.455,27.455,27.455,27.455,27.455,27.455,27.455,27.455,27.455,27.455,27.455,549.1,27.455,608.520843791,632.285199434,658.724231422,747.092724407,714.744743912,566.860950424,27.455,205.871442201,566.774111476,497.957252029,632.22646339
38,2.215,53.1492619408,39.0816122693,18.1850208413,45.7380453917,26.5693983495,21.7719280758,15.2611560813,24.605712991,2.215,2.215,63.1358575942,2.215,37.8881956919,60.2859118871,45.7309815945,28.2701749774,2.215,29.4672655899,2.215,45.7388346462,32.3507092826,2.215,2.215,40.1709628114,41.4453477976,2.215,13.2858900667,2.215,2.215,2.215,132.670598353,45.7415865541,36.8284159979,2.215,26.0546809096,37.8865818382,2.215,44.3,220.962936721,165.874362586,120.61211511,94.7671597093,82.8887172992,19.8203248831,2.215,132.616264764,82.8932952575,120.626632223,110.470538224
39,2.725,67.9591468996,101.974905088,95.9951877592,85.8769858597,81.5787165619,56.2548123623,58.3831308062,44.1730768541,2.725,2.725,81.5791794722,125.492615581,108.717401899,96.0080734462,90.6011837271,77.6729481895,65.2664428548,50.9906109868,2.725,101.966685437,85.8922519324,135.915784497,125.548644328,101.967599677,90.6211287531,67.9515106093,60.4021002816,49.4247768025,2.725,2.725,67.9753504064,163.180925435,116.567066628,90.6032916735,90.6076012385,65.3795651448,60.3977162386,271.83927881,54.5,271.756061768,204.097227214,148.345748068,116.571203957,77.6864662232,2.725,11.7544175783,81.5899414356,90.5838678066,163.231170665
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,6.425,202.440945435,202.426689216,160.207179478,240.461763912,226.36893342,137.584778944,154.154499419,113.303045922,6.425,6.425,202.459736298,240.370586887,167.290763578,274.928481967,256.327192942,226.319970398,160.231770111,137.633274762,6.425,256.366208913,256.302497095,256.387075138,147.987565343,349.886542403,295.963404236,192.349573631,174.824439102,96.3528317256,6.425,6.425,320.503397359,349.981671303,240.41798988,427.201375875,256.336043649,226.357287217,154.154186374,349.856812453,481.220067834,640.859692282,128.5,641.024100841,481.303135353,256.391380515,6.425,167.291308798,240.412456244,240.483007731,384.788147651
42,0.62,18.5626633822,19.5394207049,19.5355396754,15.4648388459,23.2032414442,14.2769554299,16.1437503389,7.15069688588,0.62,0.62,21.8405181082,21.8437231294,23.1978276829,18.5638109378,28.5536521996,24.7403419926,16.143138515,14.8750310925,0.62,18.567610412,21.8450387997,26.5204343163,26.5288646574,21.8370105412,30.9219836803,18.5594957523,18.5607906272,11.5995672892,0.62,0.62,26.5294154133,30.9213218505,24.7394028832,21.8386289256,37.1227020458,20.6157013082,16.8711523996,26.5262478644,33.7520601109,46.4358964813,61.8575786026,12.4,61.8449564654,4.42437251241,0.62,5.23884392493,19.5386360078,17.6691411351,26.5315672342
43,0.155,2.20876900674,4.6402481643,2.51302680754,4.64190691169,3.57009431451,2.81104103391,3.43426303744,3.71867396414,0.155,0.155,4.41719464432,5.1544028053,4.64059412888,4.6409116535,3.43604101757,5.15505245669,3.20071029183,3.43695563639,0.155,4.41792166553,5.1556198861,6.18527292095,4.8851886536,2.44181625481,3.32047164983,4.21735196453,4.41728213235,3.19998905309,0.155,0.155,5.45952289427,6.63233829115,6.63189682913,6.63096200322,5.46002290949,4.8848360903,4.03516427996,5.8003391338,6.6306556379,8.44235530185,11.6112040435,15.4612391163,3.1,15.4611545452,0.155,2.99738536766,4.03558296002,4.8849361096,5.46103743538
44,2.05,40.8960337093,25.0926374672,25.6203866489,33.2375307895,23.2016460946,25.0915046768,10.879307265,16.1697760409,2.05,2.05,35.0726486004,18.0866535432,51.1193011747,51.1341168984,51.1327211454,53.3654266912,17.0720479361,17.322017097,2.05,18.0762440263,18.3453390722,45.442157025,39.6501501499,55.7831622992,33.2368164424,21.9519620891,49.1876530818,40.8985109826,2.05,2.05,26.1157890101,25.6211760387,5.30085280907,72.2352525866,19.8230306555,49.1007791301,42.3261682159,18.3438672733,58.4430296358,68.1768905759,81.8058101254,14.6289736297,204.486237533,41.0,2.05,34.0894683679,45.448675954,51.1366546883,58.4411467845
45,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34,146.8,7.34,7.34,7.34,7.34
46,7.595,174.914637432,156.80254312,182.195244085,197.711624842,35.3237863668,79.8997194118,129.947221889,87.6012507756,7.595,7.595,189.396395589,50.626348675,239.339245763,65.9962220913,59.8893361356,25.8888543672,105.933438099,105.949736721,7.595,168.391824176,20.5199460313,89.335904211,77.2011449352,206.672119708,108.237716383,62.3560169591,55.5048677101,110.89707168,7.595,7.595,378.918747396,126.274959557,239.346106127,28.479080656,101.027521298,99.0468354743,56.9511419967,454.727101977,32.7613950485,48.4250847644,197.755251412,64.1758380803,146.871883015,126.297323051,7.595,151.9,757.416713257,568.866142946,413.632626658
47,24.73,643.947180322,779.321547643,740.542322714,704.84303423,672.987897297,569.431179331,478.369210376,436.099212282,24.73,24.73,593.302375374,925.389756473,925.384555275,593.321940461,569.461597601,674.241812401,548.307797624,462.813546199,24.73,925.430583787,740.582691757,1057.93965361,1058.10482655,822.33137409,643.863957763,593.341727456,548.160002367,436.32030979,24.73,24.73,822.368275726,673.097797459,1139.12003624,740.43112572,779.339113947,643.779138462,510.51989717,925.485865336,740.447431818,871.369287241,925.354092284,779.339465281,643.870752267,548.266222607,24.73,2466.21663184,494.6,2466.53038453,1852.14100645
48,4.035,114.998677116,92.9093586213,127.149871566,127.124790992,114.986406288,73.1760133037,89.4643093976,58.9268271691,4.035,4.035,127.141776125,100.647650341,150.983128027,142.154472555,134.15310045,115.008984915,86.4334792021,49.3958042737,4.035,150.975390161,73.1864385283,127.153955497,172.657137479,151.013272183,150.951386949,100.61395701,96.8062915104,75.4936484855,4.035,4.035,161.002773452,96.8137481566,201.27870413,185.840478661,151.012968998,105.050602821,73.1836646125,219.741968857,134.130607926,268.353371126,151.027071781,114.991910452,127.165917434,100.651903252,4.035,302.221841578,402.444403622,80.7,402.451629043
