pose,start,finish_time,goal_state
"[475, 476]",1515044752.71505,1515044759.056363,4
"[475, 477]",1515044771.066407,1515044777.406953,4
"[475, 478]",1515044789.418366,1515044795.758505,4
"[475, 479]",1515044807.766324,1515044814.106907,4
"[475, 480]",1515044826.114337,1515044832.454665,4
"[475, 481]",1515044844.464575,1515044850.804948,4
"[475, 482]",1515044862.814603,1515044869.155312,4
"[475, 483]",1515044881.163412,1515044887.503645,4
"[475, 484]",1515044899.513188,1515044905.853402,4
"[475, 485]",1515044917.862894,1515044923.871343,4
"[475, 486]",1515044935.883037,1515044942.223646,4
"[475, 487]",1515044954.235048,1515044960.575566,4
"[475, 488]",1515044972.583857,1515044978.92474,4
"[475, 489]",1515044990.938883,1515044997.279776,4
"[475, 490]",1515045009.291377,1515045015.631956,4
"[475, 491]",1515045027.639069,1515045033.979411,4
"[475, 492]",1515045045.990807,1515045052.330803,4
"[475, 493]",1515045064.342304,1515045070.682473,4
"[475, 494]",1515045082.694669,1515045089.035426,4
"[475, 495]",1515045101.044533,1515045107.384683,4
"[475, 496]",1515045119.395855,1515045125.736345,4
"[475, 497]",1515045137.747414,1515045144.087768,4
"[475, 498]",1515045156.099525,1515045162.439648,4
"[475, 499]",1515045174.453314,1515045180.793346,4
"[475, 500]",1515045192.803405,1515045199.143805,4
"[475, 501]",1515045211.155517,1515045217.495694,4
"[475, 502]",1515045229.506518,1515045235.846499,4
"[475, 503]",1515045247.855799,1515045253.864345,4
"[475, 504]",1515045265.877644,1515045272.218227,4
"[475, 505]",1515045284.223196,1515045290.563372,4
"[475, 506]",1515045302.572344,1515045308.91305,4
"[475, 507]",1515045320.92192,1515045327.262326,4
"[475, 508]",1515045339.271196,1515045345.612265,4
"[475, 509]",1515045357.622357,1515045363.963056,4
"[475, 510]",1515045375.975402,1515045382.315919,4
"[475, 511]",1515045394.325567,1515045400.33504,4
"[475, 512]",1515045412.345924,1515045418.686619,4
"[475, 513]",1515045430.695014,1515045437.035665,4
"[475, 514]",1515045449.043061,1515045455.383579,4
"[475, 515]",1515045467.394342,1515045473.73512,4
"[475, 516]",1515045485.745756,1515045492.08568,4
"[475, 517]",1515045504.095725,1515045510.435999,4
"[475, 518]",1515045522.443403,1515045528.783327,4
"[475, 519]",1515045540.791975,1515045547.132646,4
"[475, 520]",1515045559.139274,1515045565.4793,4
"[475, 521]",1515045577.487303,1515045583.827474,4
"[475, 522]",1515045595.833005,1515045602.173737,4
"[475, 523]",1515045614.180389,1515045620.521131,4
"[475, 524]",1515045632.532662,1515045638.873676,4
"[475, 525]",1515045650.882834,1515045657.223282,4
"[475, 526]",1515045669.233195,1515045675.57416,4
"[475, 527]",1515045687.583615,1515045693.924203,4
"[475, 528]",1515045705.933413,1515045712.27419,4
"[475, 529]",1515045724.282744,1515045730.623403,4
"[475, 530]",1515045742.634235,1515045748.974782,4
"[475, 531]",1515045760.985692,1515045767.326812,4
"[475, 532]",1515045779.333378,1515045785.673756,4
"[475, 533]",1515045797.682155,1515045804.022857,4
"[475, 534]",1515045816.031045,1515045822.371961,4
"[475, 535]",1515045834.381352,1515045840.721942,4
"[475, 536]",1515045852.733861,1515045859.074633,4
"[475, 537]",1515045871.08592,1515045877.427284,4
"[475, 538]",1515045889.43566,1515045895.77609,4
"[475, 539]",1515045907.782657,1515045914.123394,4
"[475, 540]",1515045926.131983,1515045932.47287,4
"[475, 541]",1515045944.485233,1515045950.825476,4
"[475, 542]",1515045962.837023,1515045969.177777,4
"[475, 543]",1515045981.191457,1515045987.532178,4
"[475, 544]",1515045999.545767,1515046005.886257,4
"[475, 545]",1515046017.897243,1515046024.23767,4
"[475, 546]",1515046036.247018,1515046042.587057,4
"[475, 547]",1515046054.59773,1515046060.938027,4
"[475, 548]",1515046072.946705,1515046079.286841,4
"[475, 549]",1515046091.299357,1515046097.640035,4
"[475, 550]",1515046109.650604,1515046115.990795,4
"[475, 551]",1515046128.001272,1515046134.341313,4
"[475, 552]",1515046146.350313,1515046152.69032,4
"[475, 553]",1515046164.703423,1515046171.043783,4
"[475, 554]",1515046183.054823,1515046189.39486,4
"[475, 555]",1515046201.407012,1515046207.747272,4
"[475, 556]",1515046219.756937,1515046226.097084,4
"[475, 557]",1515046238.105296,1515046244.445728,4
"[475, 558]",1515046256.457366,1515046262.797384,4
"[475, 559]",1515046274.804391,1515046281.144356,4
"[475, 560]",1515046293.157361,1515046299.497736,4
"[475, 561]",1515046311.507759,1515046317.848105,4
"[475, 562]",1515046329.855399,1515046336.195128,4
"[475, 563]",1515046348.202555,1515046354.21108,4
