episode,reward
0,1.6007984803332795
1,1.5361489456798807
2,1.7424908024295873
3,1.3781376246518056
4,1.9367769348628849
5,1.6047646528542696
6,1.4745382818452013
7,1.1677258215618129
8,2.1534650123528225
9,1.1679324698958309
10,1.0429834561679687
11,1.3878679597437895
12,1.4686585969866779
13,1.8821339099856396
14,1.8577633988989033
15,1.3044869901472054
16,1.0876509682409359
17,1.4990302662147676
18,2.0639880154780674
19,1.4622799333494869
20,1.7299492678527708
21,1.2283628740541237
22,1.4788724405867131
23,1.7430984928034245
24,1.2181173646495285
25,1.6589331732427086
26,2.0906546008613094
27,1.8396400186886122
28,1.0779554144694659
29,1.3611040816127142
30,1.408786463010322
31,1.8183939248333867
32,1.9618684765044669
33,1.5224486454968729
34,1.4900358051005809
35,1.3486980867934695
36,1.3804545845836516
37,1.4484741333188014
38,1.3207700802376769
39,1.095460759508408
40,1.102925056178184
41,1.4641979182418794
42,1.1829755645795179
43,1.6613711027281166
44,1.9134816165374335
45,1.3039216239947016
46,1.8075341624832
47,1.3684795279348725
48,1.4047138365593825
49,1.6176781410922327
50,1.4340500410053139
51,1.5958049239156424
52,1.594558984940772
53,1.2803423977650223
54,1.4983587452670246
55,1.2271618603691676
56,1.3863201304034132
57,1.5088680347634142
58,1.0946859894699383
59,1.7180028633990281
60,1.2506943259958743
61,1.5960976624349432
62,1.1824203457871056
63,1.2192417592074172
64,1.7014248860876693
65,0.80927151733452041
66,0.99331438296983576
67,1.4640145056126577
68,0.74207494206211622
69,1.2227738148514025
70,1.2964924903704467
71,1.3415552766008645
72,1.3053390113256633
73,1.6834452071688368
74,1.1618963864489595
75,1.1955160772350812
76,1.087044471497419
77,1.3006275381314629
78,1.0333550687523294
79,0.74568353093803541
80,1.3931043128292064
81,1.4057932398202804
82,1.120868043160903
83,1.3288803200309429
84,1.2039730034527449
85,1.0280918418988303
86,1.1526761045422234
87,1.2197087201466563
88,1.4960543003491562
89,1.2766259359452223
90,1.2427457145122975
91,1.2787205618608988
92,1.0543827561377159
93,0.91046114283914981
94,0.81701847222417889
95,1.070774566711862
96,0.96212525113627434
97,1.0667368735973028
98,1.0523982833895213
99,1.4562514243512745
100,1.2271126137236983
101,1.0037459242234106
102,0.98731874429938282
103,0.87755007787414796
104,1.2911865448930198
105,1.1035684972155764
106,0.7637923076660833
107,0.75326815602494956
108,0.79235733562863819
109,0.97005454986970452
110,0.901429378339759
111,0.87516436183422386
112,0.90434319280400688
113,1.0047388196543956
114,0.62125316922511697
115,0.61668424186820447
116,0.72263776105923905
117,0.73859689604800116
118,0.67755107267082204
119,0.8238777129986059
120,0.94989443570892496
121,0.62088864550144174
122,0.52147152948929787
123,0.53337350009614648
124,0.54727156636405716
125,0.69535285104940259
126,0.67470576946013716
127,0.42996076710915138
128,0.75357511192109838
129,0.52640434074751485
130,0.77044537560197235
131,0.42217721380879819
132,0.50609036140952846
133,0.38944170700010761
134,0.49539142565938304
135,0.3549833966244248
136,0.32653769987910286
137,0.52541899790668822
138,0.51331300328940521
139,0.2856980831332141
140,0.46162132290852487
141,0.62514172511115373
142,0.38702824306665878
143,0.44529914941952603
144,0.36390787060922974
145,0.29203296634721443
146,0.46849097521306982
147,0.47786417390692643
148,0.39266718918679205
149,0.38568229352626904
150,0.3409133686541016
151,0.36366346732418048
152,0.43095612825423169
153,0.36466371001941222
154,0.21349365453153182
155,0.3146030550388168
156,0.20552373800479479
157,0.34524164756639769
158,0.17219655655536562
159,0.23989053786339301
160,0.26047312645630638
161,0.26307789131355191
162,0.30424397128080488
163,0.30121424724775608
164,0.22363200225962726
165,0.3826368044515584
166,0.18945245045961445
167,0.22729100931486587
168,0.21310626175361058
169,0.34776825552372387
170,0.29005242752388699
171,0.18918932301119726
172,0.22551223529035505
173,0.38667704355161509
174,0.26383463918764227
175,0.14457673121047676
176,0.22818119833073833
177,0.17513956202205913
178,0.18766662375701446
179,0.18974797634838592
180,0.13173718202637649
181,0.14229655122632265
182,0.15675142251580468
183,0.16029493149418875
184,0.15811841389945289
185,0.15434075055779153
186,0.12564995920463201
187,0.12232977015804421
188,0.16203424700779653
189,0.13435835539639629
190,0.10152564644062556
191,0.1274276417306624
192,0.15582208440734455
193,0.16370615845690115
