episode,loss
1,0.00228401
2,0.00528604
3,0.00528111
4,0.00327382
5,0.00530808
6,0.00227406
7,0.00327314
8,0.00428087
9,0.00326083
10,0.00428639
11,0.00228665
12,0.00428039
13,0.00827059
14,0.00428451
15,0.00428025
16,0.00427055
17,0.00325099
18,0.00228247
19,0.00228159
20,0.00526757
21,0.00427527
22,0.00428563
23,0.00426995
24,0.00326754
25,0.00526832
26,0.00424681
27,0.00229235
28,0.00428136
29,0.00329023
30,0.00329455
31,0.00229233
32,0.00524424
33,0.00527569
34,0.00622496
35,0.00329157
36,0.00232347
37,0.00327499
38,0.00427149
39,0.00428752
40,0.00528537
41,0.00427921
42,0.00526366
43,0.00227339
44,0.00325756
45,0.00926779
46,0.00429313
47,0.00427815
48,0.00329037
49,0.00329277
50,0.00525463
51,0.00428492
52,0.00231064
53,0.00625674
54,0.00924156
55,0.00525099
56,0.00427844
57,0.00430059
58,0.00428461
59,0.00328355
60,0.00227359
61,0.00427147
62,0.00528073
63,0.00429556
64,0.00427624
65,0.00427227
66,0.00528762
67,0.00527275
68,0.00325951
69,0.00428254
70,0.00227663
71,0.00526866
72,0.00723402
73,0.0042728
74,0.00426894
75,0.00326894
76,0.00527729
77,0.00326465
78,0.00330874
79,0.0032946
80,0.00433152
81,0.00429208
82,0.00529337
83,0.00431637
84,0.00428719
85,0.00427717
86,0.0042867
87,0.00328407
88,0.00330014
89,0.00225709
90,0.00426819
91,0.00431676
92,0.00429114
93,0.00328892
94,0.00531796
95,0.00527147
96,0.00230331
97,0.00330497
98,0.00428975
99,0.00427457
100,0.00429938
101,0.00631726
102,0.00231044
103,0.00229075
104,0.0042958
105,0.00529293
106,0.00231566
107,0.00429179
108,0.00232115
109,0.0032891
110,0.00428766
111,0.00328047
112,0.0022939
113,0.00230257
114,0.00430907
115,0.00431078
116,0.00230581
117,0.0063026
118,0.00530371
119,0.00528216
120,0.00331626
121,0.0053324
122,0.00330542
123,0.00729508
124,0.00331616
125,0.00529974
126,0.0023155
127,0.00233755
128,0.00231466
129,0.00230754
130,0.00330895
131,0.00331021
132,0.00330224
133,0.00331474
134,0.00429328
135,0.00428302
136,0.00332223
137,0.00528871
138,0.004307
139,0.00528659
140,0.00330471
141,0.00529393
142,0.00232081
143,0.00430944
144,0.00331938
145,0.00330209
146,0.00532796
147,0.00232195
148,0.0052947
149,0.0023081
150,0.00333718
151,0.00331642
152,0.00231415
153,0.00229391
154,0.00431038
155,0.00630895
156,0.00331802
157,0.00330891
158,0.00429778
159,0.00329385
160,0.00528573
161,0.00330399
162,0.00331583
163,0.00629535
164,0.00231147
165,0.00334386
166,0.00231673
167,0.00329911
168,0.00330813
169,0.00329547
170,0.00333806
171,0.00627415
172,0.00433228
173,0.00232083
174,0.00230752
175,0.00433224
176,0.00429708
177,0.00729721
178,0.00427543
179,0.00330279
180,0.00229088
181,0.00232592
182,0.00231535
183,0.0033169
184,0.00231582
185,0.0042909
186,0.00532113
187,0.00333814
188,0.00329634
189,0.00430855
190,0.00330913
191,0.00332409
192,0.00232475
193,0.0033155
